Indx	Word	UnTrn	StTrn	NSyll	NPhon	unsDENS	unsFDEN	unsLDEN	unsCDEN	strDENS	strFDEN	strLDEN	strCDEN	unsBPAV	unsFBPAV	unsLBPAV	unsCBPAV	strBPAV	strFBPAV	strLBPAV	strCBPAV	unsTPAV	unsFTPAV	unsLTPAV	unsCTPAV	strTPAV	strFTPAV	strLTPAV	strCTPAV	unsPOSPAV	unsFPOSPAV	unsLPOSPAV	unsCPOSPAV	strPOSPAV	strFPOSPAV	strLPOSPAV	strCPOSPAV	unsLCPOSPAV	unsFLCPOSPAV	unsLLCPOSPAV	unsCLCPOSPAV	strLCPOSPAV	strFLCPOSPAV	strLLCPOSPAV	strCLCPOSPAV			
364	awerv (w:hours)	AW.ER.V	AW1.ER0.V	2	3	8	1879.6	13.38	21123	2	1812.97	9.25	18710	0.00048581	0.00058234	0.00056756	0.00074691	0.00027788	0.00045884	0.00034596	0.00050772	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02003553	0.02083202	0.02057417	0.02432377	0.01303774	0.01710359	0.01294736	0.01608861	0.02470175	0.01845181	0.02156704	0.02464925	0.01008122	0.01449905	0.01011066	0.01411833			
365	awlch (w:owls)	AW.L.CH	AW1.L.CH	1	3	3	18.69	2.39	604	3	18.69	2.39	604	0.00013503	0.00002313	0.00011256	0.00005355	0.00013894	0.00002207	0.00011580	0.00005456	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01955343	0.01035765	0.01876087	0.01720695	0.01913206	0.00991352	0.01850965	0.01694181	0.01852631	0.00580923	0.01616036	0.01456697	0.01845596	0.00568130	0.01608698	0.01445561			
366	awld (w:owls)	AW.L.D	AW1.L.D	1	3	7	620.32	5.2	7229	7	620.32	5.2	7229	0.00127737	0.00098842	0.00123870	0.00140796	0.00132801	0.00094310	0.00127486	0.00143474	0.00000511	0.00000050	0.00000350	0.00000132	0.00000529	0.00000048	0.00000359	0.00000134	0.02952219	0.03161378	0.02858512	0.02967045	0.02909422	0.03115721	0.02831406	0.02938861	0.03382456	0.03994748	0.03348772	0.03826900	0.03372207	0.03981528	0.03339665	0.03815301			
367	awlg (w:owls)	AW.L.G	AW1.L.G	1	3	2	7.73	1.31	180	2	7.73	1.31	180	0.00011330	0.00001751	0.00008837	0.00003905	0.00011632	0.00001671	0.00009089	0.00003978	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02288501	0.01040635	0.02142989	0.01825737	0.02246143	0.00996220	0.02117328	0.01799082	0.01978947	0.00389944	0.01488936	0.01040689	0.01971647	0.00377174	0.01481728	0.01029635			
368	awlk (w:owls)	AW.L.K	AW1.L.K	1	3	4	14	2.26	254	4	14	2.26	254	0.00024523	0.00008122	0.00022196	0.00016155	0.00025365	0.00007750	0.00022840	0.00016461	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03531512	0.02573469	0.03484145	0.03352355	0.03488331	0.02528156	0.03455775	0.03323655	0.03382456	0.02165200	0.03391281	0.02973605	0.03372207	0.02152209	0.03382131	0.02962173			
369	awll (w:owls)	AW.L.L	AW1.L.L	1	3	1	2.12	0.49	43	1	2.12	0.49	43	0.00006674	0.00001514	0.00007037	0.00003400	0.00006785	0.00001445	0.00007237	0.00003464	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03954291	0.02651901	0.03968133	0.03652085	0.03910830	0.02606542	0.03938785	0.03622983	0.03410526	0.01806564	0.03499774	0.03077024	0.03400218	0.01793618	0.03490513	0.03065571			
370	awlm (w:owls)	AW.L.M	AW1.L.M	1	3	3	9.16	1.7	227	3	9.16	1.7	227	0.00027938	0.00015875	0.00029687	0.00026805	0.00028918	0.00015146	0.00030549	0.00027314	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03243814	0.02625427	0.03164269	0.03028465	0.03200823	0.02580083	0.03136545	0.03000199	0.02638596	0.02426310	0.02645143	0.02666830	0.02629910	0.02413286	0.02636755	0.02655457			
371	awln (w:owls)	AW.L.N	AW1.L.N	1	3	2	7.73	1.31	180	2	7.73	1.31	180	0.00012571	0.00001994	0.00009811	0.00004681	0.00012925	0.00001903	0.00010092	0.00004769	0.00000170	0.00000001	0.00000012	0.00000003	0.00000176	0.00000001	0.00000013	0.00000003	0.04686849	0.04311132	0.04712187	0.04717151	0.04642903	0.04264801	0.04681336	0.04686623	0.03719298	0.03952494	0.04114948	0.04276918	0.03708341	0.03939279	0.04105060	0.04265231			
372	awlr (w:owls)	AW.L.R	AW1.L.R	1	3	3	1570.51	6.67	12636	3	1570.51	6.67	12636	0.00009002	0.00010053	0.00011871	0.00014013	0.00009209	0.00009593	0.00012212	0.00014278	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.04186787	0.03808808	0.04253514	0.03977100	0.04143173	0.03762771	0.04223589	0.03947562	0.02400000	0.03652401	0.02668760	0.02977457	0.02391815	0.03639224	0.02660347	0.02966024			
373	awls (w:owls)	AW.L.S	AW1.L.S	1	3	5	462.87	5.13	7418	5	462.87	5.13	7418	0.00027162	0.00019078	0.00025895	0.00027456	0.00028111	0.00018203	0.00026646	0.00027977	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.04332909	0.02998110	0.04016304	0.03818923	0.04289198	0.02952548	0.03986858	0.03789598	0.03242105	0.02033613	0.02879877	0.02689899	0.03232151	0.02020639	0.02871249	0.02678522			
374	awlt (w:owls)	AW.L.T	AW1.L.T	1	3	5	3873.34	5.02	8536	5	3873.34	5.02	8536	0.00075121	0.00024243	0.00073072	0.00053302	0.00078033	0.00023131	0.00075202	0.00054315	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03732186	0.05047152	0.03718334	0.03949121	0.03688872	0.05000389	0.03689490	0.03919622	0.03705263	0.06759332	0.04249204	0.04933901	0.03694336	0.06745767	0.04239179	0.04922086			
375	awlTH (w:owls)	AW.L.TH	AW1.L.TH	1	3	2	7.73	1.31	180	2	7.73	1.31	180	0.00008692	0.00003700	0.00011976	0.00008532	0.00008885	0.00003530	0.00012320	0.00008693	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01870917	0.01222588	0.01760842	0.01601966	0.01828836	0.01178067	0.01735953	0.01575611	0.01754386	0.00899427	0.01382877	0.01191549	0.01747557	0.00886594	0.01375777	0.01180465			
376	awlv (w:owls)	AW.L.V	AW1.L.V	1	3	2	7.73	1.31	180	2	7.73	1.31	180	0.00026230	0.00009696	0.00028431	0.00022409	0.00027142	0.00009251	0.00029256	0.00022834	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02470991	0.01757370	0.02331816	0.02272539	0.02428512	0.01712535	0.02305773	0.02245285	0.01866667	0.01382449	0.01476055	0.01593466	0.01859602	0.01369556	0.01468860	0.01582304			
377	awnch (w:ounce)	AW.N.CH	AW1.N.CH	1	3	3	27.37	2.91	1068	3	27.37	2.91	1068	0.00138137	0.00102614	0.00131411	0.00136088	0.00124884	0.00095879	0.00124375	0.00133510	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02581606	0.01839566	0.01895512	0.01768763	0.02537703	0.01750423	0.01870286	0.01741722	0.01333333	0.01764168	0.01362093	0.01326239	0.01329125	0.01675857	0.01357081	0.01317666			
378	awnd (w:ounce)	AW.N.D	AW1.N.D	1	3	16	15092.34	24.68	37616	16	15092.34	24.68	37616	0.00458333	0.00620718	0.00476002	0.00556441	0.00458178	0.00590230	0.00479040	0.00561861	0.00030981	0.00047704	0.00036303	0.00058830	0.00025579	0.00044588	0.00031814	0.00056490	0.03578482	0.03965179	0.02877937	0.03015112	0.03533919	0.03874792	0.02850727	0.02986402	0.02863158	0.05177992	0.03094829	0.03696442	0.02855736	0.05089255	0.03088048	0.03687406			
379	awng (w:ounce)	AW.N.G	AW1.N.G	1	3	1	4.04	0.7	145	1	4.04	0.7	145	0.00097627	0.00091543	0.00095789	0.00112525	0.00082718	0.00085316	0.00087711	0.00109498	0.00000511	0.00000008	0.00000074	0.00000023	0.00000529	0.00000007	0.00000076	0.00000023	0.02914764	0.01844436	0.02162414	0.01873805	0.02870640	0.01755291	0.02136649	0.01846623	0.01459649	0.01573188	0.01234993	0.00910231	0.01455176	0.01484901	0.01230111	0.00901739			
380	awnk (w:ounce)	AW.N.K	AW1.N.K	1	3	2	4.37	0.82	150	2	4.37	0.82	150	0.00139068	0.00095859	0.00123765	0.00125936	0.00125854	0.00089434	0.00116505	0.00123164	0.00000170	0.00000004	0.00000037	0.00000009	0.00000176	0.00000003	0.00000038	0.00000009	0.04157775	0.03377269	0.03503570	0.03400423	0.04112828	0.03287227	0.03475095	0.03371196	0.02863158	0.03348445	0.03137338	0.02843147	0.02855736	0.03259936	0.03130514	0.02834278			
381	awnl (w:ounce)	AW.N.L	AW1.N.L	1	3	2	9.65	1.52	282	2	9.65	1.52	282	0.00111130	0.00121370	0.00113583	0.00142471	0.00096773	0.00113775	0.00106026	0.00140014	0.00000681	0.00000154	0.00000885	0.00000365	0.00000706	0.00000149	0.00000908	0.00000371	0.04580554	0.03455702	0.03987558	0.03700152	0.04535327	0.03365613	0.03958106	0.03670524	0.02891228	0.02989809	0.03245831	0.02946565	0.02883747	0.02901345	0.03238896	0.02937676			
382	awnm (w:ounce)	AW.N.M	AW1.N.M	1	3	1	4.04	0.7	145	1	4.04	0.7	145	0.00101818	0.00092103	0.00098496	0.00112892	0.00087080	0.00085850	0.00090497	0.00109872	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03870077	0.03429227	0.03183694	0.03076533	0.03825320	0.03339154	0.03155865	0.03047740	0.02119298	0.03609554	0.02391200	0.02536371	0.02113439	0.03521013	0.02385138	0.02527562			
383	awnn (w:ounce)	AW.N.N	AW1.N.N	1	3	1	4.04	0.7	145	1	4.04	0.7	145	0.00091263	0.00089057	0.00090152	0.00107022	0.00076094	0.00082943	0.00081910	0.00103890	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.05313112	0.05114932	0.04731612	0.04765219	0.05267400	0.05023872	0.04700656	0.04734164	0.03200000	0.05135738	0.03861005	0.04146459	0.03191870	0.05047006	0.03853443	0.04137335			
384	awnr (w:ounce)	AW.N.R	AW1.N.R	1	3	2	1566.82	6.06	12601	2	1566.82	6.06	12601	0.00105853	0.00093565	0.00098358	0.00111937	0.00091280	0.00087244	0.00090355	0.00108899	0.00000511	0.00000077	0.00000480	0.00000207	0.00000353	0.00000060	0.00000359	0.00000175	0.04813050	0.04612609	0.04272939	0.04025167	0.04767670	0.04521842	0.04242910	0.03995104	0.01880702	0.04835645	0.02414817	0.02846999	0.01875344	0.04746951	0.02408730	0.02838129			
385	awnt (w:ounce)	AW.N.T	AW1.N.T	1	3	7	4033.55	10.4	12662	7	4033.55	10.4	12662	0.00603919	0.00384771	0.00588240	0.00570860	0.00609719	0.00365101	0.00594559	0.00576554	0.00022129	0.00011114	0.00023491	0.00022365	0.00019581	0.00010618	0.00023098	0.00022499	0.04358449	0.05850952	0.03737759	0.03997189	0.04313369	0.05759460	0.03708811	0.03967163	0.03185965	0.07942576	0.03995261	0.04803443	0.03177865	0.07853494	0.03987562	0.04794190			
386	awnTH (w:ounce)	AW.N.TH	AW1.N.TH	1	3	2	4.08	0.72	147	2	4.08	0.72	147	0.00102438	0.00095268	0.00098911	0.00117982	0.00087726	0.00088869	0.00090925	0.00115058	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02497180	0.02026389	0.01780267	0.01650034	0.02453333	0.01937138	0.01755274	0.01623152	0.01235088	0.02082671	0.01128934	0.01061091	0.01231086	0.01994321	0.01124160	0.01052570			
387	awnv (w:ounce)	AW.N.V	AW1.N.V	1	3	1	4.04	0.7	145	1	4.04	0.7	145	0.00129600	0.00100914	0.00128903	0.00136833	0.00115999	0.00094257	0.00121793	0.00134268	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03097254	0.02561171	0.02351241	0.02320606	0.03053009	0.02471606	0.02325094	0.02292826	0.01347368	0.02565693	0.01222112	0.01463008	0.01343131	0.02477282	0.01217243	0.01454408			
388	awnz (w:ounce)	AW.N.Z	AW1.N.Z	1	3	15	485.96	13.8	13461	15	485.96	13.8	13461	0.00324543	0.00164069	0.00294414	0.00263102	0.00318915	0.00154517	0.00292142	0.00262940	0.00004936	0.00005862	0.00006892	0.00010835	0.00002822	0.00005588	0.00006378	0.00010816	0.03038805	0.02741282	0.02443882	0.02511088	0.02994599	0.02651611	0.02417548	0.02483053	0.02989474	0.03201798	0.02748310	0.02902474	0.02981786	0.03113308	0.02741883	0.02893593			
389	awnzh (w:ounce)	AW.N.ZH	AW1.N.ZH	1	3	1	4.04	0.7	145	1	4.04	0.7	145	0.00087538	0.00088586	0.00088076	0.00105588	0.00072216	0.00082494	0.00079773	0.00102428	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02334173	0.01590239	0.01604088	0.01416758	0.02290433	0.01501243	0.01579451	0.01390188	0.00617544	0.01418629	0.00581747	0.00536925	0.00614839	0.01330361	0.00577532	0.00528506			
390	awsch (w:oust)	AW.S.CH	AW1.S.CH	1	3	2	11.02	1.11	427	2	11.02	1.11	427	0.00029955	0.00021638	0.00029394	0.00031072	0.00021972	0.00019724	0.00023768	0.00029543	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00727997	0.01196866	0.00687132	0.00792352	0.00689320	0.01143488	0.00668385	0.00775998	0.01108772	0.00453065	0.01077485	0.01099597	0.01105786	0.00448431	0.01075081	0.01095476			
391	awsd (w:oust)	AW.S.D	AW1.S.D	1	3	1	0.06	0.03	3	1	0.06	0.03	3	0.00021263	0.00013039	0.00016970	0.00014574	0.00012925	0.00011519	0.00010981	0.00012731	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01724873	0.03322479	0.01669557	0.02038701	0.01685536	0.03267857	0.01648826	0.02020678	0.02638596	0.03866889	0.02810221	0.03469800	0.02632397	0.03861830	0.02806047	0.03465216			
392	awsg (w:oust)	AW.S.G	AW1.S.G	1	3	1	0.06	0.03	3	1	0.06	0.03	3	0.00021729	0.00014393	0.00020696	0.00017517	0.00013409	0.00012811	0.00014816	0.00015730	0.00000170	0.00000012	0.00000105	0.00000029	0.00000176	0.00000011	0.00000107	0.00000029	0.01061155	0.01201736	0.00954034	0.00897394	0.01022257	0.01148356	0.00934748	0.00880899	0.01235088	0.00262085	0.00950386	0.00683589	0.01231837	0.00257476	0.00948111	0.00679550			
393	awsk (w:oust)	AW.S.K	AW1.S.K	1	3	2	483.2	2.71	7017	2	483.2	2.71	7017	0.00197737	0.00088661	0.00187098	0.00153903	0.00196615	0.00083673	0.00186083	0.00154711	0.00000681	0.00000239	0.00001033	0.00000481	0.00000706	0.00000231	0.00001059	0.00000489	0.02304165	0.02734570	0.02295190	0.02424012	0.02264445	0.02680292	0.02273194	0.02405472	0.02638596	0.02037342	0.02852731	0.02616505	0.02632397	0.02032510	0.02848514	0.02612088			
394	awsl (w:oust)	AW.S.L	AW1.S.L	1	3	2	5.67	0.85	140	2	5.67	0.85	140	0.00097471	0.00039135	0.00092422	0.00073868	0.00092249	0.00036418	0.00088640	0.00073152	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02726945	0.02813002	0.02779178	0.02723741	0.02686945	0.02758678	0.02756205	0.02704800	0.02666667	0.01678706	0.02961223	0.02719924	0.02660408	0.01673919	0.02956896	0.02715486			
395	awsm (w:oust)	AW.S.M	AW1.S.M	1	3	1	0.06	0.03	3	1	0.06	0.03	3	0.00060221	0.00033159	0.00061484	0.00055532	0.00053476	0.00030716	0.00056797	0.00054468	0.00000170	0.00000008	0.00000074	0.00000015	0.00000176	0.00000008	0.00000076	0.00000015	0.02016467	0.02786528	0.01975314	0.02100122	0.01976938	0.02732219	0.01953964	0.02082016	0.01894737	0.02298451	0.02106592	0.02309730	0.01890100	0.02293588	0.02103137	0.02305373			
396	awsn (w:oust)	AW.S.N	AW1.S.N	1	3	1	0.06	0.03	3	1	0.06	0.03	3	0.00049667	0.00020342	0.00044974	0.00032383	0.00042490	0.00018486	0.00039804	0.00030879	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03459503	0.04472233	0.03523232	0.03788808	0.03419018	0.04416937	0.03498755	0.03768440	0.02975438	0.03824635	0.03576398	0.03919818	0.02968531	0.03819581	0.03571442	0.03915146			
397	awsr (w:oust)	AW.S.R	AW1.S.R	1	3	2	1562.84	5.39	12459	2	1562.84	5.39	12459	0.00024523	0.00013666	0.00020685	0.00016301	0.00016317	0.00012117	0.00014805	0.00014491	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02959441	0.03969909	0.03064559	0.03048756	0.02919287	0.03914907	0.03041009	0.03029379	0.01656140	0.03524542	0.02130209	0.02620357	0.01652005	0.03519525	0.02126730	0.02615940			
398	awss (w:oust)	AW.S.S	AW1.S.S	1	3	3	6.04	1.2	216	3	6.04	1.2	216	0.00048115	0.00016083	0.00030950	0.00021861	0.00040874	0.00014423	0.00025369	0.00020157	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03105563	0.03159211	0.02827349	0.02890580	0.03065312	0.03104684	0.02804278	0.02871415	0.02498246	0.01905755	0.02341326	0.02332799	0.02492341	0.01900940	0.02337631	0.02328438			
399	awsTH (w:oust)	AW.S.TH	AW1.S.TH	1	3	1	0.06	0.03	3	1	0.06	0.03	3	0.00021109	0.00013209	0.00017562	0.00014965	0.00012763	0.00011681	0.00011591	0.00013129	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00643571	0.01383689	0.00571887	0.00673623	0.00604950	0.01330203	0.00553373	0.00657428	0.01010526	0.00771568	0.00844326	0.00834449	0.01007747	0.00766895	0.00842160	0.00830381			
400	awsv (w:oust)	AW.S.V	AW1.S.V	1	3	1	0.06	0.03	3	1	0.06	0.03	3	0.00018315	0.00012931	0.00016167	0.00014170	0.00009855	0.00011415	0.00010155	0.00012319	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01243645	0.01918471	0.01142861	0.01344195	0.01204627	0.01864671	0.01123193	0.01327102	0.01122807	0.01254590	0.00937504	0.01236366	0.01119792	0.01249857	0.00935242	0.01232219			
401	awtaw (w:outer)	AW.T.AW	AW1.T.AW1	2	3	6	3940.34	7.33	9965	6	3940.34	7.33	9965	0.00064722	0.00178419	0.00057597	0.00075978	0.00042167	0.00167797	0.00043576	0.00071010	0.00000170	0.00000007	0.00000068	0.00000020	0.00000176	0.00000007	0.00000069	0.00000020	0.01155211	0.01510081	0.01149122	0.01215676	0.01109828	0.01438283	0.01124436	0.01191447	0.00603509	0.00116765	0.00437579	0.00336768	0.00587156	0.00111758	0.00429178	0.00332315			
402	awtch (w:outs)	AW.T.CH	AW1.T.CH	1	3	5	3949.74	7.94	10356	5	3949.74	7.94	10356	0.00057583	0.00171435	0.00049054	0.00065897	0.00037805	0.00161404	0.00036630	0.00061401	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01298735	0.01521867	0.01329039	0.01457039	0.01258449	0.01450404	0.01306851	0.01433410	0.01235088	0.00456979	0.01174271	0.01100033	0.01231414	0.00452096	0.01170980	0.01095904			
403	awtd (w:outs)	AW.T.D	AW1.T.D	1	3	6	3939.53	7.13	9968	5	3939.02	6.95	9942	0.00059600	0.00171677	0.00050709	0.00066558	0.00039905	0.00161634	0.00038334	0.00062074	0.00001872	0.00000172	0.00001174	0.00000487	0.00001411	0.00000152	0.00001071	0.00000451	0.02295612	0.03647481	0.02311465	0.02703388	0.02254666	0.03574773	0.02287292	0.02678090	0.02764912	0.03870804	0.02907007	0.03470236	0.02758025	0.03865494	0.02901946	0.03465644			
404	awtey (w:outer)	AW.T.EY	AW1.T.EY1	2	3	9	4456.43	10.26	16831	6	4455.7	9.98	16801	0.00161263	0.00260060	0.00146719	0.00175660	0.00112929	0.00243899	0.00121012	0.00167284	0.00000340	0.00000006	0.00000061	0.00000014	0.00000000	0.00000000	0.00000000	0.00000000	0.01527335	0.01846074	0.01606556	0.01730918	0.01478461	0.01774270	0.01582067	0.01706508	0.00842105	0.00582204	0.00828898	0.00781315	0.00825252	0.00577156	0.00820526	0.00776575			
405	awtg (w:outs)	AW.T.G	AW1.T.G	1	3	5	3938.8	6.87	9933	5	3938.8	6.87	9933	0.00058514	0.00171790	0.00050411	0.00066614	0.00038774	0.00161742	0.00038026	0.00062131	0.00002043	0.00000092	0.00000701	0.00000254	0.00001411	0.00000054	0.00000403	0.00000155	0.01631893	0.01526738	0.01595942	0.01562081	0.01591387	0.01455272	0.01573214	0.01538311	0.01361404	0.00265999	0.01047171	0.00684025	0.01357465	0.00261140	0.01044010	0.00679978			
406	awtk (w:outs)	AW.T.K	AW1.T.K	1	3	5	3938.92	6.92	9936	5	3938.92	6.92	9936	0.00061773	0.00172346	0.00053799	0.00068109	0.00042167	0.00162273	0.00041513	0.00063655	0.00001702	0.00000180	0.00001051	0.00000473	0.00001764	0.00000174	0.00001078	0.00000482	0.02874904	0.03059571	0.02937098	0.03088698	0.02833574	0.02987208	0.02911660	0.03062884	0.02764912	0.02041256	0.02949516	0.02616942	0.02758025	0.02036175	0.02944413	0.02612516			
407	awtl (w:outs)	AW.T.L	AW1.T.L	1	3	7	3947.43	8.32	10157	7	3947.43	8.32	10157	0.00116407	0.00195881	0.00104464	0.00121717	0.00099035	0.00184729	0.00093660	0.00118283	0.00004596	0.00000448	0.00002994	0.00001077	0.00003881	0.00000380	0.00002615	0.00000932	0.03297683	0.03138004	0.03421086	0.03388428	0.03256074	0.03065594	0.03394671	0.03362212	0.02792983	0.01682620	0.03058009	0.02720360	0.02786036	0.01677584	0.03052795	0.02715914			
408	awtm (w:outs)	AW.T.M	AW1.T.M	1	3	4	3938.78	6.86	9932	4	3938.78	6.86	9932	0.00071707	0.00178842	0.00066899	0.00081640	0.00052507	0.00168471	0.00054996	0.00077444	0.00001362	0.00000020	0.00000191	0.00000048	0.00000176	0.00000005	0.00000057	0.00000014	0.02587206	0.03111529	0.02617222	0.02764808	0.02546067	0.03039135	0.02592430	0.02739428	0.02021053	0.02302366	0.02203378	0.02310166	0.02015728	0.02297252	0.02199036	0.02305801			
409	awtn (w:outs)	AW.T.N	AW1.T.N	1	3	4	3938.78	6.86	9932	4	3938.78	6.86	9932	0.00072172	0.00177004	0.00062912	0.00076783	0.00052991	0.00166717	0.00050893	0.00072494	0.00000851	0.00000076	0.00000498	0.00000201	0.00000353	0.00000002	0.00000025	0.00000006	0.04030241	0.04797234	0.04165140	0.04453495	0.03988147	0.04723853	0.04137221	0.04425852	0.03101754	0.03828549	0.03673183	0.03920254	0.03094159	0.03823245	0.03667341	0.03915574			
410	awtr (w:outs)	AW.T.R	AW1.T.R	1	3	5	5501.56	12.22	22388	5	5501.56	12.22	22388	0.00375451	0.00310334	0.00355587	0.00339352	0.00368675	0.00293935	0.00352124	0.00340060	0.00002553	0.00000387	0.00001992	0.00001051	0.00001411	0.00000161	0.00001065	0.00000455	0.03530180	0.04294911	0.03706466	0.03713443	0.03488416	0.04221823	0.03679475	0.03686791	0.01782456	0.03528456	0.02226995	0.02620794	0.01777633	0.03523190	0.02222629	0.02616368			
411	awtt (w:outs)	AW.T.T	AW1.T.T	1	3	4	73.53	3.3	1592	4	73.53	3.3	1592	0.00058203	0.00171597	0.00049746	0.00066326	0.00038451	0.00161558	0.00037342	0.00061838	0.00000340	0.00000006	0.00000061	0.00000014	0.00000353	0.00000006	0.00000063	0.00000014	0.03075578	0.05533254	0.03171286	0.03685465	0.03034116	0.05459441	0.03145376	0.03658851	0.03087719	0.06635387	0.03807439	0.04577237	0.03080154	0.06629733	0.03801460	0.04572429			
412	awtTH (w:outs)	AW.T.TH	AW1.T.TH	1	3	5	3945.64	7.76	10188	5	3945.64	7.76	10188	0.00056807	0.00171541	0.00049292	0.00066168	0.00036997	0.00161504	0.00036875	0.00061676	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01214309	0.01708691	0.01213795	0.01338309	0.01174079	0.01637119	0.01191839	0.01314840	0.01136842	0.00775483	0.00941112	0.00834886	0.01133375	0.00770560	0.00938059	0.00830809			
413	awtv (w:outs)	AW.T.V	AW1.T.V	1	3	4	3938.78	6.86	9932	4	3938.78	6.86	9932	0.00056496	0.00171391	0.00048667	0.00065772	0.00036674	0.00161362	0.00036231	0.00061273	0.00000170	0.00000002	0.00000018	0.00000006	0.00000000	0.00000000	0.00000000	0.00000000	0.01814383	0.02243472	0.01784768	0.02008882	0.01773756	0.02171587	0.01761659	0.01984514	0.01249123	0.01258505	0.01034290	0.01236803	0.01245420	0.01253521	0.01031141	0.01232647			
414	awtz (w:outs)	AW.T.Z	AW1.T.Z	1	3	7	4191.09	11.24	16229	7	4191.09	11.24	16229	0.00057117	0.00171474	0.00049220	0.00065985	0.00037320	0.00161441	0.00036801	0.00061490	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01755935	0.02423583	0.01877410	0.02199364	0.01715346	0.02351592	0.01854113	0.02174741	0.02891228	0.01894610	0.02560488	0.02676269	0.02884075	0.01889547	0.02555782	0.02671832			
415	ayahch (w:ion)	AY.AH.CH	AY1.AH0.CH	2	3	7	1438.55	10.56	18245	2	7.82	1.07	301	0.00058359	0.00048924	0.00065980	0.00066775	0.00043620	0.00016940	0.00048756	0.00036102	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03109731	0.05890228	0.03180720	0.03353730	0.01803108	0.04137142	0.01695382	0.01587555	0.03256140	0.06152644	0.03528341	0.04054199	0.01148073	0.03176636	0.01347768	0.01803006			
416	ayahd (w:ion)	AY.AH.D	AY1.AH0.D	2	3	10	65.63	5.97	1501	3	8.73	1.37	330	0.00258113	0.00191564	0.00320031	0.00328865	0.00230865	0.00123081	0.00281720	0.00258526	0.00000851	0.00000044	0.00000338	0.00000092	0.00000882	0.00000042	0.00000347	0.00000094	0.04106607	0.08015842	0.04163145	0.04600079	0.02799324	0.06261511	0.02675823	0.02832235	0.04785965	0.09566468	0.05261077	0.06424402	0.02674684	0.06590035	0.03078735	0.04172746			
417	ayahg (w:ion)	AY.AH.G	AY1.AH0.G	2	3	15	103.56	11.04	3418	2	7.82	1.07	301	0.00133170	0.00072069	0.00133869	0.00120642	0.00104204	0.00059837	0.00102048	0.00101151	0.00002043	0.00000322	0.00001912	0.00000812	0.00000529	0.00000041	0.00000328	0.00000115	0.03442889	0.05895099	0.03447622	0.03458772	0.02136045	0.04142010	0.01961745	0.01692456	0.03382456	0.05961664	0.03401241	0.03638191	0.01274124	0.02985681	0.01220798	0.01387079			
