Indx	Word	UnTrn	StTrn	NSyll	NPhon	unsDENS	unsFDEN	unsLDEN	unsCDEN	strDENS	strFDEN	strLDEN	strCDEN	unsBPAV	unsFBPAV	unsLBPAV	unsCBPAV	strBPAV	strFBPAV	strLBPAV	strCBPAV	unsTPAV	unsFTPAV	unsLTPAV	unsCTPAV	strTPAV	strFTPAV	strLTPAV	strCTPAV	unsPOSPAV	unsFPOSPAV	unsLPOSPAV	unsCPOSPAV	strPOSPAV	strFPOSPAV	strLPOSPAV	strCPOSPAV	unsLCPOSPAV	unsFLCPOSPAV	unsLLCPOSPAV	unsCLCPOSPAV	strLCPOSPAV	strFLCPOSPAV	strLLCPOSPAV	strCLCPOSPAV			
20	ayey (w:array)	AY.EY	AY0.EY1	2	2	29	77933.66	73.13	96933	21	37489.74	57.53	77746	0.00000931	0.00000022	0.00000233	0.00000056	0.00000646	0.00000015	0.00000171	0.00000049	0	0	0	0	0	0	0	0	0.01614349	0.03622406	0.02172728	0.02600875	0.01393566	0.01584924	0.01977167	0.02390949	0.04470199	0.01954500	0.05006210	0.05072403	12136864.03225807	0.01757196	0.04326995	0.04401862			
21	ayg (w:egg)	AY.G	AY0.G	1	2	12	40490.95	19.52	20541	4	42.28	3.16	1224	0.00013348	0.00001779	0.00008382	0.00003249	0.00004200	0.00000227	0.00001698	0.00000650	0	0	0	0	0	0	0	0	0.00479328	0.02061126	0.00419648	0.00477360	0.00325483	0.00114397	0.00270406	0.00305817	0.01821192	0.00045652	0.00837917	0.00558569	12136992.00645162	0.00004353	0.00261490	0.00077832			
22	ayiy (w:io)	AY.IY	AY1.IY2	2	2	34	131222.82	102.47	123324	8	40448.67	16.36	19317	0.00001863	0.00000869	0.00003411	0.00001724	0.00000323	0.00000450	0.00001265	0.00000718	0	0	0	0	0	0	0	0	0.02735812	0.07331138	0.02852611	0.03270887	0.00396024	0.01892130	0.00267464	0.00269506	0.04635762	0.10207751	0.07503112	0.07273529	12137136.01125402	0.00035955	0.00551006	0.00452124			
23	ayp (w:ape)	AY.P	AY0.P	1	2	18	44234.98	27.19	31505	5	3683.58	5.35	8659	0.00050598	0.00009872	0.00037029	0.00021459	0.00004524	0.00000114	0.00001219	0.00000327	0	0	0	0	0	0	0	0	0.01123346	0.02297358	0.01050314	0.00908514	0.00967685	0.00337482	0.00897692	0.00732251	0.01986755	0.00453868	0.01023721	0.01052096	12137248.00806452	0.00379207	0.00442712	0.00550607			
24	ayt (w:at)	AY.T	AY0.T	1	2	29	73171.72	68.07	99321	8	26459.04	21.09	36410	0.00171351	0.00330383	0.00211741	0.00274057	0.00009693	0.00000713	0.00006040	0.00001857	0	0	0	0	0	0	0	0	0.01526221	0.03558672	0.01537559	0.01605463	0.01369423	0.01528608	0.01382324	0.01421573	0.02483444	0.03007164	0.02359136	0.02894178	12149072.01290323	0.02723829	0.01745197	0.02315230			
25	bae (w:b)	B.AE	B.AE1	1	2	25	13912.74	45.6	63739	25	13912.74	45.6	63739	0.00152105	0.00149105	0.00156973	0.00139429	0.00120845	0.00139487	0.00140296	0.00134957	0	0	0	0	0	0	0	0	0.06270935	0.04293051	0.06456801	0.05685225	0.05863703	0.04045577	0.06219090	0.05558630	0.01821192	0.01400873	0.02411719	0.02814306	0.01769526	0.01244327	0.02334637	0.02671301			
26	bah (w:le)	B.AH	B.AH0	1	2	33	88333.39	68.37	93284	20	82509.45	45.12	69315	0.00432723	0.00425550	0.00401801	0.00391359	0.00370936	0.00203898	0.00315158	0.00300680	0	0	0	0	0	0	0	0	0.06936258	0.08279127	0.07250527	0.07236592	0.05054432	0.05680025	0.05068110	0.04629218	0.02649007	0.06967005	0.03530787	0.03891304	0.02253397	0.06309699	0.03081869	0.03329943			
27	beh (w:b)	B.EH	B.EH1	1	2	22	8892.57	45.83	50169	22	8892.57	45.83	50169	0.00108026	0.00099664	0.00126489	0.00133873	0.00086918	0.00093110	0.00115690	0.00131884	0	0	0	0	0	0	0	0	0.06422012	0.04370973	0.06900022	0.06877437	0.05809623	0.04079381	0.06527829	0.06624300	0.01986755	0.01069718	0.02381176	0.02336842	0.01930817	0.00940236	0.02304847	0.02213914			
28	buh (w:b)	B.UH	B.UH0	1	2	14	8390.63	30.28	38917	9	8165.53	24.5	34480	0.00045321	0.00022185	0.00047437	0.00037471	0.00000969	0.00000080	0.00000729	0.00000192	0	0	0	0	0	0	0	0	0.03361717	0.02799277	0.03750885	0.03937372	0.02940477	0.01733476	0.03200730	0.03038659	12149600.01490066	0.01066146	0.02108833	0.02296683	12149592.01446946	0.00936957	0.02039219	0.02175444			
29	chae (w:cha)	CH.AE	CH.AE1	1	2	19	3070.83	14.74	9931	19	3070.83	14.74	9931	0.00026075	0.00020647	0.00039398	0.00036017	0.00024880	0.00019608	0.00039673	0.00036449	0	0	0	0	0	0	0	0	0.03800078	0.02659122	0.03878456	0.03184434	0.03397669	0.02491934	0.03650096	0.03076996	0.01821192	0.00339384	0.00825361	0.00584033	0.01769526	0.00311464	0.00800645	0.00558761			
30	cheh (w:cha)	CH.EH	CH.EH1	1	2	19	461.63	17.59	10136	19	461.63	17.59	10136	0.00030421	0.00024106	0.00039974	0.00042895	0.00026172	0.00022106	0.00036048	0.00041779	0	0	0	0	0	0	0	0	0.03951155	0.02737044	0.04321677	0.04376646	0.03343588	0.02525739	0.03958835	0.04142666	0.01986755	0.00008229	0.00794817	0.00106569	0.01930817	0.00007373	0.00770855	0.00101374			
31	cher (w:cha)	CH.ER	CH.ER1	1	2	30	21022.69	41.66	63272	27	5612.25	23.86	25270	0.00102748	0.00043859	0.00109325	0.00087273	0.00006139	0.00003017	0.00005368	0.00004650	0	0	0	0	0	0	0	0	0.02045250	0.01521934	0.02352261	0.02525131	0.01405394	0.00822422	0.01734341	0.01808010	0.04139073	0.01569840	0.02570563	0.02963518	0.03705010	0.00570655	0.01739029	0.01513595			
32	chih (w:cha)	CH.IH	CH.IH1	1	2	18	22815.23	18.27	12470	16	133.43	13.21	4008	0.00081330	0.00037151	0.00102083	0.00078062	0.00022618	0.00017910	0.00035980	0.00033464	0	0	0	0	0	0	0	0	0.05581053	0.05000111	0.05890791	0.05859047	0.03134994	0.02977951	0.03837416	0.04163028	0.01821192	0.02547453	0.00951775	0.00628108	12150112.01446946	0.00004093	0.00505227	0.00062904			
33	chuh (w:cha)	CH.UH	CH.UH0	1	2	10	35.77	6.11	998	9	35.67	6.07	997	0.00004967	0.00000788	0.00004385	0.00002201	0.00001292	0.00000061	0.00000604	0.00000146	0	0	0	0	0	0	0	0	0.00890860	0.01165347	0.01172540	0.01436581	0.00474443	0.00179833	0.00631736	0.00557025	12150240.01490066	0.00004658	0.00522474	0.00066410	12150232.01446946	0.00004093	0.00505227	0.00062904			
34	dae (w:d)	D.AE	D.AE1	1	2	24	13193.74	41.64	51455	24	13193.74	41.64	51455	0.00049357	0.00068714	0.00067646	0.00071727	0.00044590	0.00060611	0.00062409	0.00067687	0	0	0	0	0	0	0	0	0.06518795	0.04194749	0.06163851	0.05168034	0.06111079	0.03952105	0.05927202	0.05045401	0.02152318	0.01556708	0.02655311	0.02752692	0.02091069	0.01381279	0.02570188	0.02612941			
35	duh (w:d)	D.UH	D.UH0	1	2	11	9359.06	27.33	33555	11	9359.06	27.33	33555	0.00004967	0.00003519	0.00005847	0.00008107	0.00000323	0.00000007	0.00000080	0.00000016	0	0	0	0	0	0	0	0	0.03609577	0.02700974	0.03457934	0.03420181	0.03187854	0.01640004	0.02908842	0.02525430	12150496.01821192	0.01221981	0.02352425	0.02235069	12150488.01768489	0.01073909	0.02274771	0.02117083			
36	ehTH (w:earth)	EH.TH	EH0.TH	1	2	24	30883.19	45.52	48065	4	116.25	3.95	2904	0.00018315	0.00014175	0.00021172	0.00022336	0.00000646	0.00000022	0.00000262	0.00000076	0	0	0	0	0	0	0	0	0.01200594	0.01879187	0.01105921	0.01174355	0.00396138	0.00028700	0.00241347	0.00125440	0.02980133	0.03990199	0.03296961	0.02799646	12150608.00645162	0.00011968	0.00326863	0.00184659			
37	eraa (w:array)	ER.AA	ER0.AA1	2	2	28	8105.87	46.1	37516	20	7953.03	38.2	33715	0.00022350	0.00005510	0.00018282	0.00010469	0.00019064	0.00002980	0.00013767	0.00005851	0	0	0	0	0	0	0	0	0.03220052	0.02600120	0.03378006	0.03019189	0.02599763	0.02418856	0.03026970	0.02827503	0.04304636	0.00108443	0.02899535	0.01112324	0.02902189	0.00081504	0.02216372	0.00827685			
38	erae (w:array)	ER.AE	ER0.AE1	2	2	13	10093.7	20.69	28841	5	9940.86	12.79	25040	0.00028869	0.00002254	0.00015757	0.00005667	0.00025849	0.00002031	0.00014919	0.00005462	0	0	0	0	0	0	0	0	0.03500902	0.02890878	0.03466330	0.02935381	0.03035301	0.02695451	0.03169651	0.02767469	0.01986755	0.00354746	0.00988042	0.00770805	0.00644124	0.00307677	0.00352016	0.00500527			
39	erao (w:array)	ER.AO	ER0.AO1	2	2	26	7694.33	27.79	31933	18	7541.49	19.89	28132	0.00007760	0.00000512	0.00003776	0.00001184	0.00004200	0.00000222	0.00001846	0.00000429	0	0	0	0	0	0	0	0	0.01783844	0.02342323	0.02123272	0.02568425	0.01514297	0.02168316	0.01903240	0.02377769	0.03973510	0.00080896	0.01405465	0.00887565	0.02579608	0.00056207	0.00759146	0.00612377			
40	eraw (w:array)	ER.AW	ER0.AW1	2	2	29	14421.59	41.96	52636	21	14268.75	34.06	48835	0.00005588	0.00030221	0.00008847	0.00023528	0.00005170	0.00028815	0.00008878	0.00023900	0	0	0	0	0	0	0	0	0.00704024	0.00946233	0.00749311	0.00915731	0.00608454	0.00875500	0.00656059	0.00829992	0.04139073	0.00750824	0.02370120	0.01763966	0.02740899	0.00671384	0.01700013	0.01451926			
41	ereh (w:array)	ER.EH	ER0.EH1	2	2	15	7191.14	22.05	23039	7	7038.3	14.15	19238	0.00050909	0.00021616	0.00052797	0.00050051	0.00046205	0.00019736	0.00049713	0.00048426	0	0	0	0	0	0	0	0	0.03651980	0.02968800	0.03909550	0.04127593	0.02981221	0.02729256	0.03478390	0.03833139	0.02152318	0.00023591	0.00957498	0.00293341	0.00805415	0.00003586	0.00322226	0.00043140			
42	erih (w:array)	ER.IH	ER0.IH1	2	2	13	29789.73	22.18	29505	3	6955.09	9.22	17242	0.00165143	0.00048097	0.00136466	0.00114442	0.00026819	0.00008174	0.00024720	0.00019914	0	0	0	0	0	0	0	0	0.05281878	0.05231867	0.05478664	0.05609994	0.02772626	0.03181467	0.03356971	0.03853502	0.01986755	0.02562816	0.01114456	0.00814880	12161232.00321544	0.00000307	0.00056599	0.00004669			
43	eriy (w:array)	ER.IY	ER0.IY1	2	2	42	98484.89	112.17	138143	26	68297.14	90.46	112936	0.00108336	0.00078082	0.00127098	0.00124222	0.00018094	0.00004487	0.00018132	0.00006687	0	0	0	0	0	0	0	0	0.02671911	0.05766561	0.02846213	0.03306259	0.01368473	0.04001219	0.01920492	0.02571266	0.05132450	0.10186859	0.07618452	0.07049389	0.03708641	0.06304589	0.06449032	0.05981727			
44	erow (w:array)	ER.OW	ER0.OW1	2	2	39	31778.96	80.25	92849	25	31616.98	70.17	88676	0.00019556	0.00002420	0.00016034	0.00005551	0.00009370	0.00001058	0.00006861	0.00002572	0	0	0	0	0	0	0	0	0.01639545	0.01950116	0.01847006	0.01922220	0.01309565	0.01809736	0.01622631	0.01776640	0.05132450	0.02380051	0.05019739	0.04027754	0.03547350	0.02167431	0.04276019	0.03619951			
45	eroy (w:array)	ER.OY	ER0.OY1	2	2	25	7699.06	26.46	29103	17	7546.22	18.56	25302	0.00003415	0.00000301	0.00002591	0.00000760	0.00000646	0.00000036	0.00000387	0.00000097	0	0	0	0	0	0	0	0	0.00348604	0.00485913	0.00405379	0.00499757	0.00276247	0.00444547	0.00332101	0.00432484	0.03642384	0.00085541	0.01357954	0.00775717	0.02257028	0.00060473	0.00712806	0.00505232			
46	eruw (w:array)	ER.UW	ER0.UW1	2	2	34	83920.48	75.8	93980	26	83767.64	67.9	90179	0.00004656	0.00000536	0.00003577	0.00000861	0.00004524	0.00000503	0.00003579	0.00000855	0	0	0	0	0	0	0	0	0.01287030	0.04354533	0.01537734	0.01753966	0.00980255	0.04028021	0.01296612	0.01516192	0.04966888	0.08620329	0.05443101	0.04973853	0.03547350	0.07897736	0.04697215	0.04526839			
47	eyv (w:abe)	EY.V	EY1.V	1	2	29	32844.86	38.21	38478	29	32844.86	38.21	38478	0.00063636	0.00061603	0.00081853	0.00104008	0.00060099	0.00058434	0.00081499	0.00104975	0	0	0	0	0	0	0	0	0.00661408	0.01845934	0.00523518	0.00672804	0.00636496	0.01748591	0.00508698	0.00660443	0.02483444	0.01341918	0.01800557	0.01208842	0.02413132	0.01230637	0.01745151	0.01151363			
48	faa (w:bah)	F.AA	F.AA1	1	2	29	8283.05	45.03	34739	29	8283.05	45.03	34739	0.00045942	0.00055327	0.00055399	0.00079646	0.00039743	0.00051327	0.00051651	0.00078355	0	0	0	0	0	0	0	0	0.05378180	0.03526116	0.05599617	0.05275746	0.04817454	0.03316204	0.05310337	0.05129156	0.03973510	0.00993967	0.03100950	0.01494061	0.03866819	0.00877012	0.03017078	0.01424418			
49	fae (w:fay)	F.AE	F.AE1	1	2	19	10044.65	19.14	20749	19	10044.65	19.14	20749	0.00066119	0.00047835	0.00069750	0.00084712	0.00057838	0.00043679	0.00065600	0.00081536	0	0	0	0	0	0	0	0	0.05659030	0.03816875	0.05687941	0.05191939	0.05252992	0.03592798	0.05453018	0.05069122	0.01655629	0.01240270	0.01189457	0.01152541	0.01608754	0.01103186	0.01152722	0.01097259			
50	fah (w:le)	F.AH	F.AH0	1	2	22	81330.54	41.24	52696	14	79541.13	27.21	36070	0.00213257	0.00139884	0.00224586	0.00222528	0.00189992	0.00081098	0.00189450	0.00175174	0	0	0	0	0	0	0	0	0.06324353	0.07802950	0.06481667	0.06743306	0.04443721	0.05227247	0.04302038	0.04139710	0.02483444	0.06806403	0.02308524	0.02229539	0.02092625	0.06168558	0.01899954	0.01755901			
51	feh (w:des)	F.EH	F.EH1	1	2	21	7227	24.11	18221	21	7227	24.11	18221	0.00110819	0.00053702	0.00122979	0.00111108	0.00097581	0.00049750	0.00117616	0.00109581	0	0	0	0	0	0	0	0	0.05810107	0.03894797	0.06131162	0.06384150	0.05198912	0.03626604	0.05761758	0.06134792	0.01821192	0.00909115	0.01158914	0.00675078	0.01770044	0.00799095	0.01122932	0.00639872			
52	fih (w:fay)	F.IH	F.IH1	1	2	19	29939.16	27.96	26798	17	7257.36	22.9	18336	0.00193391	0.00092479	0.00205263	0.00196188	0.00103720	0.00057785	0.00127349	0.00134048	0	0	0	0	0	0	0	0	0.07440005	0.06157864	0.07700276	0.07866551	0.04990317	0.04078815	0.05640339	0.06155155	0.01655629	0.03448339	0.01315872	0.01196617	12162512.01286174	0.00795815	0.00857305	0.00601402			
53	fuh (w:fay)	F.UH	F.UH0	1	2	10	7167.31	14.35	15912	8	6935.49	10.3	9532	0.00019867	0.00013675	0.00022157	0.00026981	0.00001939	0.00000368	0.00002473	0.00001182	0	0	0	0	0	0	0	0	0.02749812	0.02323100	0.02982025	0.03444085	0.02329767	0.01280698	0.02434658	0.02549151	12162640.01324504	0.00905544	0.00886571	0.00634918	12162632.01286174	0.00795815	0.00857305	0.00601402			
54	gae (w:gay)	G.AE	G.AE1	1	2	23	7731.38	20.29	27235	23	7731.38	20.29	27235	0.00053702	0.00015596	0.00054270	0.00031211	0.00049760	0.00014445	0.00052460	0.00030952	0	0	0	0	0	0	0	0	0.04780868	0.03970143	0.04703307	0.04220156	0.04376545	0.03738536	0.04471955	0.04104783	0.01821192	0.00937760	0.01107686	0.01584701	0.01769526	0.00837332	0.01073651	0.01506606			
55	gah (w:le)	G.AH	G.AH0	1	2	29	78626.91	39.05	56247	17	77224.59	26.4	42569	0.00203014	0.00058312	0.00177536	0.00109887	0.00165112	0.00034723	0.00138392	0.00077437	0	0	0	0	0	0	0	0	0.05446192	0.07956219	0.05497033	0.05771523	0.03567274	0.05372984	0.03320975	0.03175370	0.02649007	0.06503893	0.02226753	0.02661699	0.02253397	0.05902704	0.01820882	0.02165247			
56	geh (w:des)	G.EH	G.EH1	1	2	18	9779.99	23.58	34561	18	9779.99	23.58	34561	0.00025144	0.00300510	0.00050006	0.00157570	0.00022295	0.00285352	0.00046590	0.00156612	0	0	0	0	0	0	0	0	0.04931946	0.04048065	0.05146528	0.05412367	0.04322465	0.03772341	0.04780695	0.05170453	0.01986755	0.00606605	0.01077143	0.01107238	0.01930817	0.00533242	0.01043861	0.01049219			
57	gih (w:gay)	G.IH	G.IH1	1	2	20	35692.3	27.77	50228	17	10400.36	19.29	33450	0.00068602	0.00401985	0.00102848	0.00197626	0.00032312	0.00272987	0.00062466	0.00146424	0	0	0	0	0	0	0	0	0.06561844	0.06311133	0.06715642	0.06894768	0.04113870	0.04224552	0.04659276	0.05190815	0.01821192	0.03145829	0.01234101	0.01628777	12174896.01446946	0.00529962	0.00778233	0.01010748			
58	guh (w:gay)	G.UH	G.UH0	1	2	11	7229.93	13.11	24368	9	4618.59	9.35	16020	0.00007450	0.00110673	0.00015347	0.00034799	0.00000323	0.00000008	0.00000103	0.00000005	0	0	0	0	0	0	0	0	0.01871650	0.02476369	0.01997391	0.02472302	0.01453320	0.01426435	0.01453595	0.01584812	12175024.01490066	0.00603034	0.00804800	0.01067078	12175016.01446946	0.00529962	0.00778233	0.01010748			
59	hae (w:ha)	HH.AE	HH.AE1	1	2	30	31456.75	64.24	105912	30	31456.75	64.24	105912	0.00102128	0.00487577	0.00140153	0.00275296	0.00092734	0.00463301	0.00133868	0.00276899	0	0	0	0	0	0	0	0	0.05313381	0.06104746	0.05585258	0.05741957	0.04908018	0.05768250	0.05350707	0.05614927	0.02317881	0.02820350	0.03560819	0.04637330	0.02251841	0.02491801	0.03445804	0.04398091			
60	hih (w:ha)	HH.IH	HH.IH1	1	2	24	47678	58.41	94070	22	24996.2	53.35	85608	0.00064567	0.00257824	0.00077723	0.00111704	0.00048144	0.00237243	0.00059366	0.00094674	0	0	0	0	0	0	0	0	0.07094356	0.08445736	0.07597592	0.08416569	0.04645343	0.06254267	0.05538028	0.06700960	0.02317881	0.05028418	0.03687233	0.04681406	12175280.01929261	0.02184430	0.03150386	0.03902234			
61	huh (w:ha)	HH.UH	HH.UH0	1	2	14	19090.59	40.65	63609	12	19037.2	37.85	61849	0.00015521	0.00006901	0.00020818	0.00015890	0.00001292	0.00000357	0.00002074	0.00000704	0	0	0	0	0	0	0	0	0.02404163	0.04610972	0.02879342	0.03994103	0.01984793	0.03456149	0.02332347	0.03094956	12175408.01986755	0.02485623	0.03257932	0.04119707	12175400.01929261	0.02184430	0.03150386	0.03902234			
