Indx	Word	UnTrn	StTrn	NSyll	NPhon	unsDENS	unsFDEN	unsLDEN	unsCDEN	strDENS	strFDEN	strLDEN	strCDEN	unsBPAV	unsFBPAV	unsLBPAV	unsCBPAV	strBPAV	strFBPAV	strLBPAV	strCBPAV	unsTPAV	unsFTPAV	unsLTPAV	unsCTPAV	strTPAV	strFTPAV	strLTPAV	strCTPAV	unsPOSPAV	unsFPOSPAV	unsLPOSPAV	unsCPOSPAV	strPOSPAV	strFPOSPAV	strLPOSPAV	strCPOSPAV	unsLCPOSPAV	unsFLCPOSPAV	unsLLCPOSPAV	unsCLCPOSPAV	strLCPOSPAV	strFLCPOSPAV	strLLCPOSPAV	strCLCPOSPAV			
105	ahnkaansteytuwshahnahl (w:unconstitutional)	AH.N.K.AA.N.S.T.EY.T.UW.SH.AH.N.AH.L	AH2.N.K.AA2.N.S.T.EY0.T.UW1.SH.AH0.N.AH0.L	6	15	1	0.31	0.12	16	1	0.31	0.12	16	0.00884914	0.00725348	0.00846659	0.00782425	0.00595986	0.00389456	0.00553757	0.00479981	0.00058688	0.00020340	0.00051843	0.00039494	0.00048321	0.00013489	0.00041009	0.00029483	0.06622906	0.08510570	0.07147061	0.07788261	0.06085461	0.07856291	0.06674211	0.07344538	36821523.30256412	0.08664024	0.09658283	0.08785284	36821515.83384617	0.08652768	0.09637384	0.08772108			
106	ahnkaanstihtuwshahnahl (w:unconstitutional)	AH.N.K.AA.N.S.T.IH.T.UW.SH.AH.N.AH.L	AH2.N.K.AA2.N.S.T.IH0.T.UW1.SH.AH0.N.AH0.L	6	15	1	0.31	0.12	16	1	0.31	0.12	16	0.00935379	0.00890343	0.00900098	0.00834358	0.00681750	0.00540239	0.00629437	0.00544273	0.00062000	0.00020984	0.00054495	0.00040631	0.00053831	0.00015113	0.00045995	0.00033390	0.06977164	0.08844436	0.07474683	0.08154606	0.06553146	0.08263678	0.07111468	0.07797813	0.10769231	0.08801917	0.09867269	0.08936799	0.10256410	0.08703422	0.09720979	0.08818222			
107	ahnkaanstiytuwshahnahl (w:unconstitutional)	AH.N.K.AA.N.S.T.IY.T.UW.SH.AH.N.AH.L	AH2.N.K.AA2.N.S.T.IY0.T.UW1.SH.AH0.N.AH0.L	6	15	1	0.31	0.12	16	1	0.31	0.12	16	0.00865668	0.00762940	0.00843171	0.00784390	0.00617912	0.00402659	0.00576003	0.00501815	0.00055571	0.00018011	0.00049322	0.00035799	0.00048823	0.00013747	0.00041798	0.00029940	0.06750259	0.09096812	0.07357663	0.08231099	0.06366823	0.08531250	0.07019443	0.07894095	0.10358974	0.08813173	0.09846371	0.08943387	0.10153846	0.08801917	0.09825472	0.08930211			
108	ahnkaanstuwtuwshahnahl (w:unconstitutional)	AH.N.K.AA.N.S.T.UW.T.UW.SH.AH.N.AH.L	AH2.N.K.AA2.N.S.T.UW0.T.UW1.SH.AH0.N.AH0.L	6	15	1	0.31	0.12	16	1	0.31	0.12	16	0.00843229	0.00781915	0.00818921	0.00764162	0.00594809	0.00395212	0.00554573	0.00485154	0.00055074	0.00017930	0.00048764	0.00035685	0.00048254	0.00013526	0.00041085	0.00029552	0.06489167	0.08463313	0.07049958	0.07725133	0.06096355	0.07882666	0.06691549	0.07372172	0.10769231	0.08906039	0.10013560	0.09048788	0.10153846	0.08664024	0.09658283	0.08785284			
109	ahnkernstahtuwshahnahl (w:unconstitutional)	AH.N.K.ER.N.S.T.AH.T.UW.SH.AH.N.AH.L	AH2.N.K.ER0.N.S.T.AH0.T.UW1.SH.AH0.N.AH0.L	6	15	1	0.31	0.12	16	1	0.31	0.12	16	0.00909747	0.00831641	0.00891141	0.00821394	0.00703284	0.00537654	0.00666942	0.00576053	0.00054511	0.00018773	0.00049287	0.00036920	0.00052596	0.00015437	0.00046694	0.00033581	0.07573056	0.09518129	0.08228731	0.08865825	0.07238554	0.08999321	0.07928248	0.08561742	0.10974359	0.10552304	0.10630070	0.10781331	0.10769231	0.10541047	0.10609171	0.10768156			
110	ahnkeynstahtuwshahnahl (w:unconstitutional)	AH.N.K.EY.N.S.T.AH.T.UW.SH.AH.N.AH.L	AH2.N.K.EY2.N.S.T.AH0.T.UW1.SH.AH0.N.AH0.L	6	15	1	0.31	0.12	16	1	0.31	0.12	16	0.00913827	0.00845429	0.00897058	0.00831830	0.00694260	0.00534740	0.00657113	0.00570027	0.00054628	0.00019070	0.00049544	0.00037456	0.00052569	0.00015468	0.00046763	0.00033625	0.07255602	0.09231290	0.07896571	0.08565342	0.06898687	0.08679894	0.07561382	0.08220628	36821523.30666668	0.10507278	0.10556925	0.10728630	36821515.83794873	0.10496021	0.10536026	0.10715455			
111	ahnkihnstahtuwshahnahl (w:unconstitutional)	AH.N.K.IH.N.S.T.AH.T.UW.SH.AH.N.AH.L	AH2.N.K.IH0.N.S.T.AH0.T.UW1.SH.AH0.N.AH0.L	6	15	1	0.31	0.12	16	1	0.31	0.12	16	0.01071941	0.00993162	0.01047641	0.01004655	0.00839108	0.00651663	0.00793787	0.00721170	0.00062904	0.00027868	0.00059418	0.00050462	0.00058906	0.00022520	0.00054230	0.00044408	0.07619088	0.09597405	0.08306670	0.09035417	0.07198889	0.09032380	0.07934282	0.08663078	0.11076923	0.10622657	0.10724114	0.10866970	0.10769231	0.10605772	0.10692766	0.10847207			
112	ahnkiynstahtuwshahnahl (w:unconstitutional)	AH.N.K.IY.N.S.T.AH.T.UW.SH.AH.N.AH.L	AH2.N.K.IY0.N.S.T.AH0.T.UW1.SH.AH0.N.AH0.L	6	15	1	0.31	0.12	16	1	0.31	0.12	16	0.00908550	0.00838730	0.00891411	0.00824781	0.00694975	0.00537292	0.00660599	0.00573362	0.00054249	0.00018531	0.00049004	0.00036706	0.00052501	0.00015429	0.00046647	0.00033561	0.07437413	0.09639610	0.08139321	0.08844548	0.07076228	0.09072998	0.07797500	0.08492091	0.10974359	0.10557932	0.10640519	0.10781331	0.10769231	0.10546675	0.10619621	0.10768156			
113	ahnkownstahtuwshahnahl (w:unconstitutional)	AH.N.K.OW.N.S.T.AH.T.UW.SH.AH.N.AH.L	AH2.N.K.OW0.N.S.T.AH0.T.UW1.SH.AH0.N.AH0.L	6	15	1	0.31	0.12	16	1	0.31	0.12	16	0.00906754	0.00834198	0.00887245	0.00819230	0.00692344	0.00534619	0.00656313	0.00569464	0.00054406	0.00018545	0.00049081	0.00036735	0.00052542	0.00015428	0.00046652	0.00033564	0.07267587	0.09226450	0.07897981	0.08557586	0.06931967	0.08682533	0.07585145	0.08233472	0.10974359	0.10794318	0.10891303	0.10978960	0.10769231	0.10783062	0.10870404	0.10965784			
114	ahnlaanstahtuwshahnahl (w:unconstitutional)	AH.N.L.AA.N.S.T.AH.T.UW.SH.AH.N.AH.L	AH2.N.L.AA2.N.S.T.AH0.T.UW1.SH.AH0.N.AH0.L	6	15	1	0.31	0.12	16	1	0.31	0.12	16	0.00919947	0.00894603	0.00900813	0.00838185	0.00692321	0.00538526	0.00656623	0.00573031	0.00056174	0.00020133	0.00051942	0.00039881	0.00052704	0.00015546	0.00047016	0.00033822	0.07350236	0.09244444	0.07979852	0.08604500	0.06979112	0.08684146	0.07650641	0.08271777	0.10564103	0.10496021	0.10536026	0.10728630	0.10358974	0.10484765	0.10515127	0.10715455			
115	ahnmaanstahtuwshahnahl (w:unconstitutional)	AH.N.M.AA.N.S.T.AH.T.UW.SH.AH.N.AH.L	AH2.N.M.AA2.N.S.T.AH0.T.UW1.SH.AH0.N.AH0.L	6	15	1	0.31	0.12	16	1	0.31	0.12	16	0.00920324	0.00892174	0.00900814	0.00834887	0.00691259	0.00534544	0.00654452	0.00568772	0.00056815	0.00019599	0.00051835	0.00038633	0.00052894	0.00015540	0.00046999	0.00033824	0.07208141	0.09239149	0.07819080	0.08479776	0.06837110	0.08678854	0.07490193	0.08147220	0.10666667	0.10794319	0.10880854	0.10998722	0.10461538	0.10783062	0.10859955	0.10985547			
116	ahnnaanstahtuwshahnahl (w:unconstitutional)	AH.N.N.AA.N.S.T.AH.T.UW.SH.AH.N.AH.L	AH2.N.N.AA2.N.S.T.AH0.T.UW1.SH.AH0.N.AH0.L	6	15	1	0.31	0.12	16	1	0.31	0.12	16	0.00915756	0.00902386	0.00894522	0.00830795	0.00689274	0.00534097	0.00652941	0.00567865	0.00056147	0.00019356	0.00050928	0.00038331	0.00052962	0.00015547	0.00047019	0.00033842	0.07496748	0.09576290	0.08128663	0.08817514	0.07125526	0.09015798	0.07799151	0.08484505	0.11282051	0.11300861	0.11413769	0.11519144	0.11076923	0.11289605	0.11392870	0.11505969			
117	ahnraanstahtuwshahnahl (w:unconstitutional)	AH.N.R.AA.N.S.T.AH.T.UW.SH.AH.N.AH.L	AH2.N.R.AA2.N.S.T.AH0.T.UW1.SH.AH0.N.AH0.L	6	15	1	0.31	0.12	16	1	0.31	0.12	16	0.00923206	0.00892867	0.00903604	0.00838395	0.00692229	0.00534964	0.00654915	0.00569157	0.00056894	0.00019556	0.00051708	0.00038637	0.00053112	0.00015681	0.00047259	0.00034095	0.07396735	0.09475825	0.08036928	0.08669503	0.07025580	0.08915392	0.07707602	0.08336693	0.10666667	0.10507278	0.10556925	0.10748393	0.10461538	0.10496021	0.10536026	0.10735218			
118	ahnsaanstahtuwshahnahl (w:unconstitutional)	AH.N.S.AA.N.S.T.AH.T.UW.SH.AH.N.AH.L	AH2.N.S.AA2.N.S.T.AH0.T.UW1.SH.AH0.N.AH0.L	6	15	1	0.31	0.12	16	1	0.31	0.12	16	0.00955401	0.00907791	0.00936884	0.00867154	0.00733657	0.00551307	0.00697990	0.00606506	0.00066557	0.00023514	0.00060973	0.00046529	0.00052962	0.00015551	0.00047072	0.00033854	0.07425960	0.09313686	0.07989486	0.08637868	0.07054785	0.08753347	0.07660255	0.08305100	0.12307692	0.14334490	0.13723069	0.14595560	0.12102564	0.14323234	0.13702170	0.14582385			
119	ahnstahtuwshahnahlayzd (w:institutionalized)	AH.N.S.T.AH.T.UW.SH.AH.N.AH.L.AY.Z.D	AH1.N.S.T.AH0.T.UW1.SH.AH0.N.AH0.L.AY0.Z.D	6	15	0	0	0	0	0	0	0	0	0.00924736	0.00852800	0.00897942	0.00837971	0.00698714	0.00561253	0.00671195	0.00598603	0.00073641	0.00024425	0.00063198	0.00048458	0.00052840	0.00016129	0.00046953	0.00034426	0.07488543	0.10494977	0.08334363	0.09667383	0.07113544	0.10030054	0.08009752	0.09351177	0.12717949	0.13731729	0.15179428	0.14002883	36821528.65333335	0.13501116	0.14834986	0.13732958			
120	ahnstrahmehntahlahst (w:instrumentalists)	AH.N.S.T.R.AH.M.EH.N.T.AH.L.AH.S.T	AH1.N.S.T.R.AH0.M.EH1.N.T.AH0.L.AH0.S.T	5	15	0	0	0	0	0	0	0	0	0.01042895	0.00783653	0.01017765	0.00959886	0.00826183	0.00530574	0.00798589	0.00746060	0.00075932	0.00049653	0.00070210	0.00062450	0.00057399	0.00026968	0.00052491	0.00045975	0.08536127	0.07781473	0.07901084	0.07303266	0.08210234	0.07338441	0.07609191	0.07013044	0.12205128	0.12768901	0.13726879	0.12592347	36821536.11384618	0.12527032	0.13361539	0.12309246			
121	ahntaanstahtuwshahnahl (w:unconstitutional)	AH.N.T.AA.N.S.T.AH.T.UW.SH.AH.N.AH.L	AH2.N.T.AA2.N.S.T.AH0.T.UW1.SH.AH0.N.AH0.L	6	15	1	0.31	0.12	16	1	0.31	0.12	16	0.00989458	0.00934256	0.00968099	0.00901310	0.00765345	0.00574428	0.00726303	0.00635459	0.00074741	0.00029967	0.00070780	0.00056810	0.00052908	0.00015551	0.00047074	0.00033847	0.07305815	0.09723494	0.07929892	0.08663908	0.06934720	0.09162915	0.07600782	0.08331105	0.11076923	0.10546675	0.10619621	0.10787919	0.10871795	0.10535419	0.10598722	0.10774743			
122	ahntehlahkchuwahlihzahm (w:intellectualism)	AH.N.T.EH.L.AH.K.CH.UW.AH.L.IH.Z.AH.M	AH1.N.T.EH2.L.AH0.K.CH.UW1.AH0.L.IH2.Z.AH0.M	7	15	1	0.04	0.02	2	1	0.04	0.02	2	0.00656623	0.00491136	0.00626280	0.00572334	0.00352011	0.00183431	0.00319075	0.00275520	0.00042516	0.00020444	0.00037637	0.00031782	0.00009784	0.00002605	0.00006080	0.00004737	0.06318694	0.06148585	0.05938979	0.05628831	0.05396910	0.05340326	0.05146024	0.04919564	0.10769231	0.06679736	0.07237452	0.06673805	36821527.56102567	0.06235235	0.06585317	0.06182742			
123	ahnterkaantahnehntahl (w:intercontinental)	AH.N.T.ER.K.AA.N.T.AH.N.EH.N.T.AH.L	AH1.N.T.ER0.K.AA2.N.T.AH0.N.EH1.N.T.AH0.L	6	15	1	0.12	0.05	6	1	0.12	0.05	6	0.01010899	0.00887218	0.00991459	0.00930138	0.00767791	0.00590278	0.00741205	0.00681177	0.00063729	0.00044288	0.00064173	0.00059993	0.00038063	0.00024509	0.00037767	0.00036236	0.07521535	0.08772732	0.08093283	0.07983979	0.07128281	0.08318381	0.07765113	0.07665785	0.13333333	0.10316852	0.11634408	0.10554443	36821513.72717951	0.10097350	0.11310479	0.10297526			
124	ahnternaeshahnahlahsts (w:internationalists)	AH.N.T.ER.N.AE.SH.AH.N.AH.L.AH.S.T.S	AH1.N.T.ER0.N.AE1.SH.AH0.N.AH0.L.AH0.S.T.S	6	15	0	0	0	0	0	0	0	0	0.01018682	0.00673595	0.00971294	0.00874867	0.00815636	0.00430830	0.00757818	0.00652918	0.00089118	0.00044251	0.00080274	0.00066478	0.00067454	0.00019770	0.00056982	0.00042538	0.07772242	0.08460432	0.07685345	0.07867483	0.07387681	0.08035537	0.07363182	0.07578220	73643032.64102563	0.10184446	0.09038960	0.10775547	110464573.96820514	0.09964944	0.08715031	0.10518630			
125	ahnTHaanstahtuwshahnahl (w:unconstitutional)	AH.N.TH.AA.N.S.T.AH.T.UW.SH.AH.N.AH.L	AH2.N.TH.AA2.N.S.T.AH0.T.UW1.SH.AH0.N.AH0.L	6	15	1	0.31	0.12	16	1	0.31	0.12	16	0.00909947	0.00886346	0.00890237	0.00827277	0.00689644	0.00534873	0.00653669	0.00569283	0.00055126	0.00019742	0.00050771	0.00038854	0.00052582	0.00015536	0.00046930	0.00033812	0.06933561	0.08958581	0.07538394	0.08194477	0.06562713	0.08398451	0.07210075	0.07862303	36821472.10461541	0.10462252	0.10483779	0.10695692	36821537.16923079	0.10450995	0.10462881	0.10682517			
126	ahnvaanstahtuwshahnahl (w:unconstitutional)	AH.N.V.AA.N.S.T.AH.T.UW.SH.AH.N.AH.L	AH2.N.V.AA2.N.S.T.AH0.T.UW1.SH.AH0.N.AH0.L	6	15	1	0.31	0.12	16	1	0.31	0.12	16	0.00914958	0.00887651	0.00896189	0.00831195	0.00693798	0.00535705	0.00658361	0.00572213	0.00056016	0.00019636	0.00051645	0.00038982	0.00052569	0.00015528	0.00046897	0.00033797	0.07053576	0.09065538	0.07652589	0.08328591	0.06682648	0.08505344	0.07324039	0.07996238	0.10666667	0.10614214	0.10703215	0.10860383	0.10461538	0.10602958	0.10682316	0.10847207			
127	ahnzaanstahtuwshahnahl (w:unconstitutional)	AH.N.Z.AA.N.S.T.AH.T.UW.SH.AH.N.AH.L	AH2.N.Z.AA2.N.S.T.AH0.T.UW1.SH.AH0.N.AH0.L	6	15	1	0.31	0.12	16	1	0.31	0.12	16	0.00942119	0.00896287	0.00918759	0.00848295	0.00722786	0.00544257	0.00682475	0.00590427	0.00067474	0.00022715	0.00060719	0.00045087	0.00052745	0.00015545	0.00047005	0.00033834	0.07041886	0.09101560	0.07671117	0.08366688	0.06670966	0.08541345	0.07342529	0.08034283	36821521.17128207	0.10462252	0.10483779	0.10695692	36821525.43589746	0.10450995	0.10462881	0.10682517			
128	ahnzhaanstahtuwshahnahl (w:unconstitutional)	AH.N.ZH.AA.N.S.T.AH.T.UW.SH.AH.N.AH.L	AH2.N.ZH.AA2.N.S.T.AH0.T.UW1.SH.AH0.N.AH0.L	6	15	1	0.31	0.12	16	1	0.31	0.12	16	0.00907197	0.00885352	0.00888394	0.00825417	0.00687336	0.00533951	0.00652018	0.00567456	0.00054851	0.00019197	0.00050372	0.00037957	0.00052555	0.00015528	0.00046891	0.00033796	0.06900960	0.08871352	0.07503158	0.08147821	0.06530133	0.08311272	0.07174910	0.07815710	36821507.30461540	0.10462252	0.10483779	0.10695692	36821516.90256413	0.10450995	0.10462881	0.10682517			
129	ahrahspaansahbihlahtiy (w:irresponsibility)	AH.R.AH.S.P.AA.N.S.AH.B.IH.L.AH.T.IY	AH1.R.AH0.S.P.AA2.N.S.AH0.B.IH1.L.AH0.T.IY0	7	15	1	0.16	0.06	7	1	0.16	0.06	7	0.00490927	0.00451305	0.00485571	0.00437957	0.00400409	0.00202494	0.00382450	0.00310352	0.00033259	0.00013916	0.00033164	0.00026670	0.00024751	0.00008729	0.00024155	0.00018652	0.06958288	0.06185893	0.07212192	0.06327922	0.06021093	0.05149009	0.06377647	0.05524352	0.11282051	0.08564213	0.10264743	0.08565941	36821529.70358976	0.08203045	0.09735686	0.08172439			
130	ahrtihriyowsklerowsahs (w:arteriosclerosis)	AH.R.T.IH.R.IY.OW.S.K.L.ER.OW.S.AH.S	AH1.R.T.IH2.R.IY0.OW0.S.K.L.ER0.OW1.S.AH0.S	7	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00387912	0.00291982	0.00376602	0.00345668	0.00237998	0.00099677	0.00229313	0.00196381	0.00009192	0.00003521	0.00008751	0.00007191	0.00003528	0.00000876	0.00002873	0.00001909	0.05602648	0.04515354	0.04911235	0.04379362	0.04776423	0.03647284	0.04094354	0.03534266	0.09538462	0.04933829	0.06086574	0.04728394	36821538.21846157	0.04455428	0.05417817	0.04181622			
131	ahTHaorahshehriyahnihzahm (w:authoritarianism)	AH.TH.AO.R.AH.SH.EH.R.IY.AH.N.IH.Z.AH.M	AH0.TH.AO2.R.AH0.SH.EH1.R.IY0.AH0.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00576314	0.00538951	0.00575764	0.00550814	0.00398701	0.00263040	0.00382172	0.00325165	0.00031164	0.00012247	0.00024966	0.00018498	0.00018278	0.00007520	0.00013381	0.00009877	0.05867600	0.05342701	0.05794817	0.05256113	0.05245872	0.04901770	0.05257201	0.04803835	0.09948718	0.05176662	0.06382635	0.05042295	0.08615385	0.04219989	0.05270731	0.04076923			
132	ahTHaorahtaeriyahnihzahm (w:authoritarianism)	AH.TH.AO.R.AH.T.AE.R.IY.AH.N.IH.Z.AH.M	AH0.TH.AO2.R.AH0.T.AE2.R.IY0.AH0.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00607489	0.00603775	0.00598966	0.00564487	0.00426351	0.00278289	0.00396756	0.00324797	0.00030509	0.00008359	0.00022781	0.00016277	0.00019215	0.00004051	0.00012750	0.00008287	0.06295525	0.05967886	0.06266272	0.05840804	0.05674505	0.05491026	0.05737688	0.05375947	0.10051282	0.04988115	0.06299041	0.04930305	36821530.75487182	0.04532357	0.05636457	0.04432654			
133	ahTHaorahtayriyahnihzahm (w:authoritarianism)	AH.TH.AO.R.AH.T.AY.R.IY.AH.N.IH.Z.AH.M	AH0.TH.AO2.R.AH0.T.AY2.R.IY0.AH0.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00607156	0.00609128	0.00599310	0.00567365	0.00428474	0.00279073	0.00398620	0.00326614	0.00030810	0.00007845	0.00022266	0.00015361	0.00019757	0.00004093	0.00013001	0.00008399	0.06338758	0.05928356	0.06293528	0.05844324	0.05737000	0.05530233	0.05786080	0.05423210	36821517.96615386	0.04965602	0.06267693	0.04910542	36821515.82153848	0.04532357	0.05636457	0.04432654			
134	ahTHaorahtehliyahnihzahm (w:authoritarianism)	AH.TH.AO.R.AH.T.EH.L.IY.AH.N.IH.Z.AH.M	AH0.TH.AO2.R.AH0.T.EH1.L.IY0.AH0.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00608154	0.00613461	0.00602170	0.00581133	0.00451254	0.00313443	0.00426112	0.00364328	0.00028375	0.00012206	0.00022027	0.00017297	0.00017926	0.00007884	0.00013075	0.00010023	0.06538835	0.06404091	0.06549788	0.06270112	0.05916757	0.05960336	0.06010874	0.05815531	0.10461539	0.05579082	0.06884203	0.05477077	0.09128205	0.04622409	0.05772299	0.04511706			
135	ahTHaorahtehngiyahnihzahm (w:authoritarianism)	AH.TH.AO.R.AH.T.EH.NG.IY.AH.N.IH.Z.AH.M	AH0.TH.AO2.R.AH0.T.EH1.NG.IY0.AH0.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00539729	0.00544091	0.00530481	0.00496694	0.00392239	0.00261501	0.00366571	0.00297031	0.00025612	0.00007239	0.00019134	0.00013884	0.00015592	0.00003312	0.00010451	0.00006876	0.06480230	0.06032301	0.06442155	0.05970208	0.05858156	0.05588547	0.05903242	0.05515628	36821507.30358975	0.05556569	0.06852855	0.05457315	36821530.75692309	0.04599896	0.05740951	0.04491943			
136	ahTHaorahtehniyahnihzahm (w:authoritarianism)	AH.TH.AO.R.AH.T.EH.N.IY.AH.N.IH.Z.AH.M	AH0.TH.AO2.R.AH0.T.EH1.N.IY0.AH0.N.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00601990	0.00612749	0.00595701	0.00577306	0.00441606	0.00316879	0.00420803	0.00365118	0.00031046	0.00015813	0.00024942	0.00023059	0.00020802	0.00011200	0.00016076	0.00015581	0.06791286	0.06789226	0.06850802	0.06538376	0.06169194	0.06345470	0.06311884	0.06083793	0.11487180	0.06279800	0.07647003	0.06135839	0.10153846	0.05323127	0.06535099	0.05170467			
137	ahTHaorahtehriyahlihzahm (w:authoritarianism)	AH.TH.AO.R.AH.T.EH.R.IY.AH.L.IH.Z.AH.M	AH0.TH.AO2.R.AH0.T.EH1.R.IY0.AH0.L.IH2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00594673	0.00545793	0.00574605	0.00530523	0.00408995	0.00250684	0.00382914	0.00321716	0.00038182	0.00015237	0.00031523	0.00024250	0.00022037	0.00009908	0.00018201	0.00015164	0.06173383	0.05999931	0.06077602	0.05920432	0.05551317	0.05556177	0.05538691	0.05465853	0.10358975	0.06576086	0.06924843	0.06621626	0.09025641	0.05619413	0.05812938	0.05656254			
138	ahTHaorahtehriyahnihlahm (w:authoritarianism)	AH.TH.AO.R.AH.T.EH.R.IY.AH.N.IH.L.AH.M	AH0.TH.AO2.R.AH0.T.EH1.R.IY0.AH0.N.IH2.L.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00674029	0.00651046	0.00675798	0.00640424	0.00490466	0.00333714	0.00470159	0.00391567	0.00036925	0.00016900	0.00033174	0.00026795	0.00021074	0.00011096	0.00019356	0.00016802	0.06296364	0.06036619	0.06454695	0.05978718	0.05674299	0.05592865	0.05915784	0.05524139	0.10358974	0.05676086	0.07017150	0.05593983	0.09025641	0.04719413	0.05905246	0.04628612			
139	ahTHaorahtehriyahnihnahm (w:authoritarianism)	AH.TH.AO.R.AH.T.EH.R.IY.AH.N.IH.N.AH.M	AH0.TH.AO2.R.AH0.T.EH1.R.IY0.AH0.N.IH2.N.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00816733	0.00785991	0.00807485	0.00790110	0.00501798	0.00349499	0.00479758	0.00405791	0.00041168	0.00021981	0.00037459	0.00034082	0.00020761	0.00010629	0.00019320	0.00016351	0.06377997	0.07370888	0.06638510	0.07010225	0.05755931	0.06927134	0.06099599	0.06555646	0.10564103	0.05728864	0.07099202	0.05646016	0.09230769	0.04772191	0.05987297	0.04680644			
140	ahTHaorahtehriyahnihvahm (w:authoritarianism)	AH.TH.AO.R.AH.T.EH.R.IY.AH.N.IH.V.AH.M	AH0.TH.AO2.R.AH0.T.EH1.R.IY0.AH0.N.IH2.V.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00634185	0.00620508	0.00634854	0.00605900	0.00459447	0.00328582	0.00446036	0.00379631	0.00033089	0.00015279	0.00029606	0.00024245	0.00018930	0.00010073	0.00017702	0.00015245	0.05715865	0.05585740	0.05775923	0.05468847	0.05093800	0.05141986	0.05237013	0.05014268	36821472.10153847	0.05534419	0.06812022	0.05431382	36821537.15487180	0.04577746	0.05700118	0.04466010			
141	ahTHaorahtehriyahnihzahz (w:authoritarianism)	AH.TH.AO.R.AH.T.EH.R.IY.AH.N.IH.Z.AH.Z	AH0.TH.AO2.R.AH0.T.EH1.R.IY0.AH0.N.IH2.Z.AH0.Z	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00613941	0.00613407	0.00616997	0.00585052	0.00439644	0.00319315	0.00429881	0.00368123	0.00036454	0.00015863	0.00031681	0.00025451	0.00022173	0.00010351	0.00019342	0.00015968	0.06831512	0.07795719	0.07395555	0.07780924	0.06209446	0.07351966	0.06856644	0.07326345	0.10974359	0.07771287	0.08221716	0.07776155	0.09641026	0.06814614	0.07109812	0.06810783			
142	ahTHaorahtehriyahnihziym (w:authoritarianism)	AH.TH.AO.R.AH.T.EH.R.IY.AH.N.IH.Z.IY.M	AH0.TH.AO2.R.AH0.T.EH1.R.IY0.AH0.N.IH2.Z.IY0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00595205	0.00587053	0.00599385	0.00571050	0.00415988	0.00293159	0.00406324	0.00349252	0.00032735	0.00015218	0.00029228	0.00024008	0.00019418	0.00010084	0.00017846	0.00015270	0.06200574	0.07833949	0.07047837	0.07817787	0.05578508	0.07390195	0.06508926	0.07363207	0.08102564	0.05905521	0.05901967	0.06017262	0.06769231	0.04948848	0.04790062	0.05051890			
143	ahTHaorahtehriyahniyzahm (w:authoritarianism)	AH.TH.AO.R.AH.T.EH.R.IY.AH.N.IY.Z.AH.M	AH0.TH.AO2.R.AH0.T.EH1.R.IY0.AH0.N.IY0.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00618176	0.00636829	0.00628026	0.00610104	0.00485919	0.00349458	0.00472283	0.00407094	0.00032919	0.00018254	0.00030918	0.00026411	0.00022485	0.00010830	0.00020211	0.00016661	0.06626090	0.06434193	0.06604581	0.06354437	0.06412419	0.06230890	0.06406754	0.06157420	36821472.09435899	0.05309419	0.06483817	0.05197235	36821537.15487181	0.04577746	0.05700118	0.04466010			
144	ahTHaorahtehriyahnoyzahm (w:authoritarianism)	AH.TH.AO.R.AH.T.EH.R.IY.AH.N.OY.Z.AH.M	AH0.TH.AO2.R.AH0.T.EH1.R.IY0.AH0.N.OY2.Z.AH0.M	8	15	1	0.02	0.01	1	1	0.02	0.01	1	0.00583254	0.00598466	0.00590608	0.00566640	0.00457854	0.00328102	0.00444401	0.00378726	0.00029946	0.00014083	0.00027308	0.00021781	0.00021155	0.00010215	0.00018660	0.00015600	0.05900055	0.05700734	0.05943448	0.05582567	0.05693947	0.05500390	0.05751122	0.05389153	36821472.09435899	0.05309419	0.06483817	0.05197235	36821537.15487181	0.04577746	0.05700118	0.04466010			
