Indx	Word	UnTrn	StTrn	NSyll	NPhon	unsDENS	unsFDEN	unsLDEN	unsCDEN	strDENS	strFDEN	strLDEN	strCDEN	unsBPAV	unsFBPAV	unsLBPAV	unsCBPAV	strBPAV	strFBPAV	strLBPAV	strCBPAV	unsTPAV	unsFTPAV	unsLTPAV	unsCTPAV	strTPAV	strFTPAV	strLTPAV	strCTPAV	unsPOSPAV	unsFPOSPAV	unsLPOSPAV	unsCPOSPAV	strPOSPAV	strFPOSPAV	strLPOSPAV	strCPOSPAV	unsLCPOSPAV	unsFLCPOSPAV	unsLLCPOSPAV	unsCLCPOSPAV	strLCPOSPAV	strFLCPOSPAV	strLLCPOSPAV	strCLCPOSPAV			
11	aendrahpahlaajahkahl (w:anthropological)	AE.N.D.R.AH.P.AH.L.AA.JH.AH.K.AH.L	AE2.N.D.R.AH0.P.AH0.L.AA1.JH.AH0.K.AH0.L	6	14	1	0.51	0.18	17	1	0.51	0.18	17	0.00636501	0.00475890	0.00607450	0.00542193	0.00543331	0.00291457	0.00505152	0.00435804	0.00031988	0.00045689	0.00030740	0.00027557	0.00022536	0.00010028	0.00019814	0.00015469	0.06149018	0.05451847	0.06028280	0.05346114	0.05956593	0.05192768	0.05840388	0.05160497	0.11876076	0.02763877	0.08833526	0.03211561	0.11790017	0.02749364	0.08776975	0.03191163			
12	aengkaansahkwehnchahl (w:inconsequential)	AE.NG.K.AA.N.S.AH.K.W.EH.N.CH.AH.L	AE0.NG.K.AA2.N.S.AH0.K.W.EH1.N.CH.AH0.L	5	14	1	0.43	0.16	22	1	0.43	0.16	22	0.00430526	0.00334437	0.00422805	0.00396011	0.00356719	0.00199825	0.00341447	0.00309097	0.00022384	0.00017201	0.00023496	0.00020455	0.00013495	0.00009355	0.00012696	0.00011510	0.05115343	0.04504158	0.05336167	0.04610712	0.04843651	0.04231408	0.05111352	0.04403558	0.08218589	0.03330093	0.07702105	0.03862441	0.07788296	0.03221996	0.07329018	0.03743763			
13	aengkaansihstehnsiyz (w:inconsistencies)	AE.NG.K.AA.N.S.IH.S.T.EH.N.S.IY.Z	AE0.NG.K.AA1.N.S.IH2.S.T.EH2.N.S.IY0.Z	5	14	1	0.49	0.17	22	0	0	0	0	0.00514817	0.00419826	0.00508410	0.00493021	0.00312726	0.00225165	0.00310500	0.00288679	0.00042854	0.00033135	0.00042000	0.00036759	0.00009893	0.00002650	0.00009153	0.00005695	0.06652095	0.08281119	0.06908145	0.07922734	0.05900576	0.07704848	0.06223891	0.07341419	0.06282272	0.06542412	0.07397402	0.06706129	0.05464716	0.06388567	0.06841612	0.06526263			
14	aengrahpaalahjahsts (w:anthropologists)	AE.N.G.R.AH.P.AA.L.AH.JH.AH.S.T.S	AE2.N.G.R.AH0.P.AA1.L.AH0.JH.AH0.S.T.S	5	14	1	0.18	0.07	9	1	0.18	0.07	9	0.00517133	0.00364775	0.00495571	0.00439459	0.00433994	0.00178897	0.00403420	0.00338851	0.00034272	0.00030446	0.00026575	0.00021812	0.00029415	0.00007079	0.00021593	0.00015448	0.07004129	0.05872118	0.06109226	0.05925767	0.06790692	0.05597447	0.05904610	0.05730810	18783252.69104991	0.03697150	0.07889667	0.04103080	18783257.26118760	0.03668123	0.07776564	0.04065884			
15	aengrahpahlaajahkahl (w:anthropological)	AE.N.G.R.AH.P.AH.L.AA.JH.AH.K.AH.L	AE2.N.G.R.AH0.P.AH0.L.AA1.JH.AH0.K.AH0.L	6	14	1	0.51	0.18	17	1	0.51	0.18	17	0.00590965	0.00395471	0.00556126	0.00475700	0.00495932	0.00214725	0.00452328	0.00368046	0.00024469	0.00010822	0.00021489	0.00016394	0.00021095	0.00009235	0.00018585	0.00014251	0.06006793	0.04997402	0.05874953	0.05101548	0.05814462	0.04738589	0.05687371	0.04916259	18783251.54259896	0.02657018	0.08490078	0.03086795	18783256.11316695	0.02642504	0.08433527	0.03066397			
16	aenkrahpaalahjahsts (w:anthropologists)	AE.N.K.R.AH.P.AA.L.AH.JH.AH.S.T.S	AE2.N.K.R.AH0.P.AA1.L.AH0.JH.AH0.S.T.S	5	14	1	0.18	0.07	9	1	0.18	0.07	9	0.00527472	0.00364845	0.00503823	0.00442963	0.00444756	0.00178965	0.00411913	0.00342422	0.00034697	0.00030865	0.00027357	0.00022745	0.00029504	0.00007351	0.00021849	0.00016080	0.07270488	0.06200583	0.06396617	0.06252899	0.07056875	0.05925719	0.06191420	0.06057504	0.12693632	0.03805328	0.08307022	0.04231445	0.12564544	0.03776301	0.08193919	0.04194249			
17	aenkrahpahlaajahkahl (w:anthropological)	AE.N.K.R.AH.P.AH.L.AA.JH.AH.K.AH.L	AE2.N.K.R.AH0.P.AH0.L.AA1.JH.AH0.K.AH0.L	6	14	1	0.51	0.18	17	1	0.51	0.18	17	0.00601304	0.00395542	0.00564378	0.00479204	0.00506695	0.00214792	0.00460821	0.00371617	0.00024895	0.00011240	0.00022271	0.00017327	0.00021183	0.00009506	0.00018841	0.00014882	0.06273153	0.05325867	0.06162344	0.05428681	0.06080645	0.05066861	0.05974181	0.05242953	0.12134251	0.02765197	0.08907433	0.03215160	0.12048193	0.02750683	0.08850882	0.03194762			
18	aenlrahpaalahjahsts (w:anthropologists)	AE.N.L.R.AH.P.AA.L.AH.JH.AH.S.T.S	AE2.N.L.R.AH0.P.AA1.L.AH0.JH.AH0.S.T.S	5	14	1	0.18	0.07	9	1	0.18	0.07	9	0.00498269	0.00361003	0.00478102	0.00428354	0.00414358	0.00175298	0.00385440	0.00327535	0.00031832	0.00029964	0.00024841	0.00020844	0.00027357	0.00006632	0.00020061	0.00014563	0.07361084	0.06217390	0.06500328	0.06317127	0.07147411	0.05942516	0.06294922	0.06121646	0.12220310	0.03724854	0.07998353	0.04131872	0.12091222	0.03695827	0.07885250	0.04094676			
19	aenlrahpahlaajahkahl (w:anthropological)	AE.N.L.R.AH.P.AH.L.AA.JH.AH.K.AH.L	AE2.N.L.R.AH0.P.AH0.L.AA1.JH.AH0.K.AH0.L	6	14	1	0.51	0.18	17	1	0.51	0.18	17	0.00572101	0.00391699	0.00538657	0.00464595	0.00476297	0.00211126	0.00434348	0.00356730	0.00022030	0.00010340	0.00019755	0.00015426	0.00019037	0.00008787	0.00017052	0.00013365	0.06363748	0.05342674	0.06266056	0.05492908	0.06171181	0.05083658	0.06077683	0.05307095	0.11660929	0.02684722	0.08598764	0.03115587	0.11574871	0.02670209	0.08542213	0.03095189			
20	aenmrahpaalahjahsts (w:anthropologists)	AE.N.M.R.AH.P.AA.L.AH.JH.AH.S.T.S	AE2.N.M.R.AH0.P.AA1.L.AH0.JH.AH0.S.T.S	5	14	1	0.18	0.07	9	1	0.18	0.07	9	0.00496836	0.00355490	0.00475643	0.00422675	0.00412867	0.00170038	0.00382910	0.00321748	0.00031945	0.00030150	0.00025085	0.00021190	0.00027431	0.00006797	0.00020304	0.00014848	0.07208839	0.06211716	0.06328072	0.06183494	0.06995266	0.05936846	0.06123013	0.05988192	0.12091222	0.03720457	0.07980963	0.04131872	0.11962134	0.03691430	0.07867860	0.04094676			
21	aenmrahpahlaajahkahl (w:anthropological)	AE.N.M.R.AH.P.AH.L.AA.JH.AH.K.AH.L	AE2.N.M.R.AH0.P.AH0.L.AA1.JH.AH0.K.AH0.L	6	14	1	0.51	0.18	17	1	0.51	0.18	17	0.00570668	0.00386186	0.00536198	0.00458916	0.00474806	0.00205866	0.00431818	0.00350943	0.00022143	0.00010526	0.00019999	0.00015772	0.00019111	0.00008953	0.00017296	0.00013651	0.06211503	0.05337001	0.06093799	0.05359276	0.06019036	0.05077988	0.05905774	0.05173641	0.11531842	0.02680325	0.08581374	0.03115587	0.11445783	0.02665811	0.08524823	0.03095189			
22	aennrahpaalahjahsts (w:anthropologists)	AE.N.N.R.AH.P.AA.L.AH.JH.AH.S.T.S	AE2.N.N.R.AH0.P.AA1.L.AH0.JH.AH0.S.T.S	5	14	1	0.18	0.07	9	1	0.18	0.07	9	0.00497600	0.00355496	0.00475371	0.00422260	0.00413662	0.00170044	0.00382630	0.00321325	0.00031973	0.00030192	0.00024980	0.00021086	0.00027490	0.00006898	0.00020312	0.00014851	0.07518061	0.06572939	0.06659768	0.06545356	0.07304283	0.06297857	0.06454040	0.06349569	0.12822719	0.06983401	0.09315629	0.06989495	0.12693632	0.06954374	0.09202527	0.06952299			
23	aennrahpahlaajahkahl (w:anthropological)	AE.N.N.R.AH.P.AH.L.AA.JH.AH.K.AH.L	AE2.N.N.R.AH0.P.AH0.L.AA1.JH.AH0.K.AH0.L	6	14	1	0.51	0.18	17	1	0.51	0.18	17	0.00571432	0.00386192	0.00535926	0.00458501	0.00475601	0.00205872	0.00431537	0.00350520	0.00022171	0.00010568	0.00019895	0.00015668	0.00019169	0.00009054	0.00017303	0.00013654	0.06520725	0.05698223	0.06425496	0.05721137	0.06328054	0.05438999	0.06236801	0.05535017	0.12263339	0.05943269	0.09916041	0.05973210	0.12177280	0.05928755	0.09859490	0.05952812			
24	aenrehkahgnayzahbahl (w:unrecognizable)	AE.N.R.EH.K.AH.G.N.AY.Z.AH.B.AH.L	AE0.N.R.EH2.K.AH0.G.N.AY1.Z.AH0.B.AH0.L	6	14	1	0.27	0.1	14	1	0.27	0.1	14	0.00448817	0.00330911	0.00414101	0.00373068	0.00306736	0.00154340	0.00270444	0.00229645	0.00027590	0.00010064	0.00022933	0.00020362	0.00022550	0.00006593	0.00018222	0.00014749	0.06257164	0.05455642	0.06117810	0.05317306	0.05840249	0.05060577	0.05767017	0.04964886	0.09509466	0.03400426	0.08832371	0.03945967	0.09165232	0.03334456	0.08601822	0.03878774			
25	aenrrahpaalahjahsts (w:anthropologists)	AE.N.R.R.AH.P.AA.L.AH.JH.AH.S.T.S	AE2.N.R.R.AH0.P.AA1.L.AH0.JH.AH0.S.T.S	5	14	1	0.18	0.07	9	1	0.18	0.07	9	0.00498388	0.00355674	0.00476136	0.00422603	0.00413041	0.00169957	0.00382210	0.00321061	0.00031761	0.00029913	0.00024712	0.00020796	0.00027328	0.00006629	0.00020043	0.00014557	0.07410905	0.06465298	0.06561481	0.06386773	0.07197198	0.06190280	0.06355952	0.06191199	0.12392427	0.03739366	0.08054869	0.04155866	0.12263339	0.03710339	0.07941767	0.04118670			
26	aenrrahpahlaajahkahl (w:anthropological)	AE.N.R.R.AH.P.AH.L.AA.JH.AH.K.AH.L	AE2.N.R.R.AH0.P.AH0.L.AA1.JH.AH0.K.AH0.L	6	14	1	0.51	0.18	17	1	0.51	0.18	17	0.00572220	0.00386370	0.00536691	0.00458845	0.00474980	0.00205785	0.00431118	0.00350256	0.00021959	0.00010289	0.00019627	0.00015378	0.00019008	0.00008785	0.00017035	0.00013360	0.06413569	0.05590582	0.06327209	0.05562554	0.06220968	0.05331422	0.06138713	0.05376647	0.11833046	0.02699234	0.08655281	0.03139581	0.11746988	0.02684720	0.08598730	0.03119183			
27	aensahbaordahneyshahn (w:insubordination)	AE.N.S.AH.B.AO.R.D.AH.N.EY.SH.AH.N	AE0.N.S.AH0.B.AO2.R.D.AH0.N.EY1.SH.AH0.N	6	14	1	1.25	0.35	54	1	1.25	0.35	54	0.00819218	0.00690208	0.00817056	0.00753842	0.00663927	0.00378549	0.00631177	0.00517349	0.00071707	0.00025935	0.00066146	0.00050486	0.00062727	0.00018026	0.00055299	0.00039101	0.06344351	0.05060947	0.05907568	0.05187385	0.06077508	0.04817696	0.05697870	0.05004367	0.13683305	0.06312840	0.12826100	0.07078898	0.12822720	0.06174440	0.12314797	0.06915939			
28	aensahfihstihkeytahd (w:unsophisticated)	AE.N.S.AH.F.IH.S.T.IH.K.EY.T.AH.D	AE0.N.S.AH0.F.IH1.S.T.IH0.K.EY2.T.AH0.D	6	14	0	0	0	0	0	0	0	0	0.00670408	0.00611834	0.00653726	0.00614711	0.00515543	0.00388453	0.00493482	0.00438476	0.00052074	0.00035870	0.00052553	0.00045780	0.00034972	0.00015814	0.00035359	0.00028726	0.06566381	0.04745723	0.05700212	0.04897951	0.05801904	0.04067097	0.05031242	0.04263728	0.11790017	0.07295968	0.11698736	0.08063603	0.10068847	0.06914098	0.10406925	0.07642920			
29	aensihgnyihfihkahns (w:insignificance)	AE.N.S.IH.G.N.Y.IH.F.IH.K.AH.N.S	AE0.N.S.IH2.G.N.Y.IH1.F.IH0.K.AH0.N.S	5	14	1	0.06	0.03	3	0	0	0	0	0.00581461	0.00473790	0.00579764	0.00545892	0.00426960	0.00257058	0.00410611	0.00349344	0.00042343	0.00032359	0.00043192	0.00039079	0.00032106	0.00024378	0.00031447	0.00026845	0.06250914	0.06677114	0.05764020	0.06495502	0.05065509	0.05502706	0.04591561	0.05220015	0.08907057	0.16351208	0.13277535	0.16375405	0.07659208	0.14517405	0.11768629	0.14453928			
30	aensihgnyihfihkahnt (w:insignificant)	AE.N.S.IH.G.N.Y.IH.F.IH.K.AH.N.T	AE0.N.S.IH2.G.N.Y.IH1.F.IH0.K.AH0.N.T	5	14	1	2.63	0.56	117	0	0	0	0	0.00613315	0.00499793	0.00608808	0.00576254	0.00460116	0.00281870	0.00440504	0.00380284	0.00050741	0.00039332	0.00053642	0.00050180	0.00040294	0.00030343	0.00040968	0.00036569	0.05750123	0.06807943	0.05931679	0.06633764	0.04564718	0.05633535	0.04759220	0.05358277	0.07960413	0.16388151	0.13207934	0.16427000	0.06712565	0.14554349	0.11699028	0.14505522			
31	aensrahpaalahjahsts (w:anthropologists)	AE.N.S.R.AH.P.AA.L.AH.JH.AH.S.T.S	AE2.N.S.R.AH0.P.AA1.L.AH0.JH.AH0.S.T.S	5	14	1	0.18	0.07	9	1	0.18	0.07	9	0.00542802	0.00374322	0.00522013	0.00462576	0.00460713	0.00188007	0.00430636	0.00362408	0.00035648	0.00032686	0.00029443	0.00025511	0.00027784	0.00006726	0.00020410	0.00014812	0.07442216	0.06291577	0.06510651	0.06352878	0.07228489	0.06016660	0.06305223	0.06157349	0.13468158	0.06845759	0.11080693	0.07529348	0.13339070	0.06816732	0.10967591	0.07492152			
32	aensrahpahlaajahkahl (w:anthropological)	AE.N.S.R.AH.P.AH.L.AA.JH.AH.K.AH.L	AE2.N.S.R.AH0.P.AH0.L.AA1.JH.AH0.K.AH0.L	6	14	1	0.51	0.18	17	1	0.51	0.18	17	0.00616634	0.00405019	0.00582568	0.00498817	0.00522651	0.00223835	0.00479543	0.00391603	0.00025845	0.00013062	0.00024357	0.00020093	0.00019464	0.00008881	0.00017402	0.00013615	0.06444881	0.05416861	0.06276378	0.05528659	0.06252260	0.05157802	0.06087984	0.05342798	0.12908778	0.05805627	0.11681105	0.06513063	0.12822719	0.05791114	0.11624553	0.06492665			
33	aenstahntaeniyahsliy (w:instantaneously)	AE.N.S.T.AH.N.T.AE.N.IY.AH.S.L.IY	AE0.N.S.T.AH0.N.T.AE1.N.IY0.AH0.S.L.IY0	6	14	1	0.25	0.1	13	1	0.25	0.1	13	0.00815970	0.00768930	0.00810076	0.00776814	0.00725792	0.00552359	0.00704649	0.00644659	0.00054798	0.00030335	0.00056138	0.00052855	0.00049643	0.00022940	0.00048546	0.00042713	0.08184800	0.10084065	0.09083984	0.09837411	0.07976475	0.09799315	0.08885945	0.09637978	0.10972461	0.09579677	0.12130389	0.10420351	0.10628227	0.09508429	0.11882433	0.10347159			
34	aenstrahmehnteyshahn (w:instrumentation)	AE.N.S.T.R.AH.M.EH.N.T.EY.SH.AH.N	AE0.N.S.T.R.AH0.M.EH2.N.T.EY1.SH.AH0.N	5	14	1	0.2	0.08	7	1	0.2	0.08	7	0.00845890	0.00661884	0.00826697	0.00784225	0.00700266	0.00396204	0.00665412	0.00581693	0.00090119	0.00037214	0.00080056	0.00064846	0.00072973	0.00020423	0.00062270	0.00044660	0.06278032	0.05825207	0.05880944	0.05421937	0.06018123	0.05542175	0.05669829	0.05220790	0.13296041	0.10784487	0.13969855	0.11183604	0.12349398	0.10636359	0.13418788	0.11010979			
35	aentehnsahfahkeyshahn (w:intensification)	AE.N.T.EH.N.S.AH.F.AH.K.EY.SH.AH.N	AE0.N.T.EH2.N.S.AH0.F.AH0.K.EY1.SH.AH0.N	6	14	0	0	0	0	0	0	0	0	0.00673942	0.00516146	0.00664234	0.00617249	0.00530928	0.00273835	0.00502705	0.00419228	0.00070373	0.00023737	0.00062599	0.00045714	0.00056670	0.00015327	0.00047895	0.00033553	0.06130435	0.05159699	0.05549003	0.04909964	0.05731129	0.04791627	0.05218661	0.04579215	0.12736661	0.03023749	0.09263647	0.03521553	0.11962134	0.02903328	0.08821327	0.03381325			
36	aenternaeshahnahlahst (w:internationalist)	AE.N.T.ER.N.AE.SH.AH.N.AH.L.AH.S.T	AE0.N.T.ER0.N.AE1.SH.AH0.N.AH0.L.AH0.S.T	6	14	0	0	0	0	0	0	0	0	0.00895652	0.00626070	0.00856162	0.00768858	0.00815320	0.00419351	0.00755820	0.00637718	0.00076388	0.00037108	0.00067140	0.00052785	0.00068122	0.00019451	0.00058325	0.00042513	0.07431106	0.08408666	0.07647980	0.07928337	0.07172319	0.08159136	0.07433456	0.07742534	0.08950086	0.17044930	0.11713691	0.16367837	0.08390706	0.13732277	0.10291811	0.13480196			
37	aenternaeshahnahlayzd (w:internationalized)	AE.N.T.ER.N.AE.SH.AH.N.AH.L.AY.Z.D	AE0.N.T.ER0.N.AE1.SH.AH0.N.AH0.L.AY0.Z.D	6	14	0	0	0	0	0	0	0	0	0.00708183	0.00510351	0.00667437	0.00599982	0.00598037	0.00312053	0.00550234	0.00455073	0.00067380	0.00021452	0.00054822	0.00042078	0.00051995	0.00014874	0.00044341	0.00032402	0.06505777	0.07091276	0.06656504	0.06727205	18783259.49100082	0.06841602	0.06441633	0.06541226	37566537.21729777	0.11901595	0.08887577	0.11519924	37566517.78313253	0.08588942	0.07465697	0.08632283			
38	aenterriyleyshahnshihp (w:interrelationship)	AE.N.T.ER.R.IY.L.EY.SH.AH.N.SH.IH.P	AE0.N.T.ER0.R.IY0.L.EY1.SH.AH0.N.SH.IH2.P	6	14	1	0.04	0.02	2	0	0	0	0	0.00616682	0.00491294	0.00603629	0.00557331	0.00492850	0.00277506	0.00466268	0.00400843	0.00060372	0.00022618	0.00052556	0.00039810	0.00055700	0.00015826	0.00047678	0.00034843	0.05148141	0.05518780	0.05070224	0.05103785	0.04453220	0.04946949	0.04476721	0.04545144	0.08347676	0.07286064	0.08325742	0.07410814	0.06927711	0.06711241	0.07112068	0.06714887			
39	aenTHrahngahlaajahkahl (w:anthropological)	AE.N.TH.R.AH.NG.AH.L.AA.JH.AH.K.AH.L	AE2.N.TH.R.AH0.NG.AH0.L.AA1.JH.AH0.K.AH0.L	6	14	1	0.51	0.18	17	1	0.51	0.18	17	0.00536355	0.00359135	0.00502428	0.00427238	0.00443712	0.00190765	0.00400574	0.00321675	0.00016781	0.00005268	0.00014600	0.00009838	0.00014524	0.00004331	0.00012402	0.00008435	0.06063935	0.05526611	0.06037693	0.05412529	0.05871555	0.05265472	0.05849636	0.05225899	0.11187607	0.02620958	0.08355307	0.03037608	0.11101549	0.02606445	0.08298756	0.03017211			
40	aenTHrahpaalahjahlts (w:anthropologists)	AE.N.TH.R.AH.P.AA.L.AH.JH.AH.L.T.S	AE2.N.TH.R.AH0.P.AA1.L.AH0.JH.AH0.L.T.S	5	14	1	0.18	0.07	9	1	0.18	0.07	9	0.00465174	0.00295774	0.00431877	0.00361218	0.00381624	0.00135667	0.00342700	0.00268479	0.00019732	0.00004721	0.00014173	0.00009721	0.00016259	0.00003934	0.00011747	0.00008335	0.06894389	0.06264532	0.06373368	0.06248862	0.06681011	0.05989838	0.06168917	0.06053970	0.11359725	0.03647018	0.07680989	0.04035898	0.11230637	0.03617991	0.07567887	0.03998702			
41	aenTHrahpaalahjahngts (w:anthropologists)	AE.N.TH.R.AH.P.AA.L.AH.JH.AH.NG.T.S	AE2.N.TH.R.AH0.P.AA1.L.AH0.JH.AH0.NG.T.S	5	14	1	0.18	0.07	9	1	0.18	0.07	9	0.00322835	0.00234561	0.00307393	0.00261360	0.00236272	0.00075608	0.00214305	0.00163985	0.00016356	0.00003703	0.00011294	0.00007655	0.00013951	0.00003126	0.00009552	0.00006743	0.06416308	0.05854595	0.05883794	0.05846413	0.06202930	0.05579901	0.05679343	0.05651521	0.11230637	0.03636904	0.07641862	0.04023902	0.11101549	0.03607877	0.07528759	0.03986706			
