,index,Word,CobLog,CompCnt,PhonDISC,Class,SylCnt,num_phones,num_sylls_est,remove,num_homophones,log_prob,surprisal
11478,16460,fetishist,0.0,2,fEtISIst,N,3,8,3,False,1,-6.273792129666669,6.273792129666669
11479,16462,fetlock,0.0,0,fEtlQk,N,2,6,2,False,0,-5.044431964916396,5.044431964916396
11480,16463,fetter,0.0,0,fEt@R,N,2,5,2,False,1,-5.136147822074077,5.136147822074077
11481,16465,fettle,0.0,1,fEtP,N,2,4,1,False,0,-4.7595949586631265,4.7595949586631265
11482,16466,feud,0.3,1,fjud,N,1,4,1,False,1,-4.6060102598564745,4.6060102598564745
11483,16468,feudal,0.7,2,fjudP,A,2,5,1,False,0,-4.789209606910295,4.789209606910295
11484,16469,feudalism,0.3,2,fjud@lIz@m,N,4,10,4,False,0,-6.174996687494271,6.174996687494271
11485,16470,feudatory,0.0,1,fjud@t@rI,N,4,9,4,False,1,-5.416859487776964,5.416859487776964
11486,16472,fever,1.43,0,fiv@R,N,2,5,2,False,0,-4.672114064889436,4.672114064889436
11487,16474,fevered,0.0,2,fiv@d,A,2,5,2,False,0,-5.05387187863494,5.05387187863494
11488,16476,feverish,0.6,2,fiv@rIS,A,3,7,3,False,0,-5.636682341412867,5.636682341412867
11489,16477,feverishly,0.3,2,fiv@rISlI,ADV,4,9,4,False,0,-6.210400981811473,6.210400981811473
11490,16479,few,2.21,1,fju,PRON,1,3,1,False,2,-4.552098779619553,4.552098779619553
11491,16481,fewer,1.48,2,fju@R,PRON,2,5,2,False,0,-4.763123481278141,4.763123481278141
11492,16482,fewest,0.0,2,fjuIst,PRON,2,6,2,False,0,-5.567729777131938,5.567729777131938
11493,16483,fewness,0.0,2,fjunIs,N,2,6,2,False,0,-5.541377467391129,5.541377467391129
11494,16485,fez,0.0,1,fEz,N,1,3,1,False,0,-4.64637994290564,4.64637994290564
11495,16486,ff.,0.0,0,{ndD@fQl5IN,,5,11,5,False,0,-6.154381289350107,6.154381289350107
11496,16487,fiance,0.3,1,fIqNs1,N,3,6,3,False,1,-5.275326630130361,5.275326630130361
11497,16489,fiasco,0.3,1,fI{sk5,N,3,6,3,False,0,-5.1937649422759895,5.1937649422759895
11498,16490,fiat,0.48,1,f2{t,N,2,4,2,False,0,-4.910518231660497,4.910518231660497
11499,16491,fib,0.0,1,fIb,N,1,3,1,False,1,-4.596440722152001,4.596440722152001
11500,16493,fibber,0.0,2,fIb@R,N,2,5,2,False,0,-4.816343345527349,4.816343345527349
11501,16494,fibbing,0.0,1,fIbIN,N,2,5,2,False,0,-4.850076835637766,4.850076835637766
11502,16495,fibre,1.45,1,f2b@R,N,2,5,2,False,0,-4.759866002045434,4.759866002045434
11503,16496,fibreboard,0.0,2,f2b@b$d,N,3,7,3,False,0,-5.896279575992133,5.896279575992133
11504,16497,fibreglass,0.0,2,f2b@gl#s,N,3,8,3,False,0,-5.431263571789262,5.431263571789262
11505,16498,fibrositis,0.0,0,f2br5s2tIs,N,4,10,4,False,0,-6.597181783823908,6.597181783823908
11506,16499,fibrous,0.3,2,f2br@s,A,2,6,2,False,0,-5.6163906879375425,5.6163906879375425
11507,16500,fibula,0.0,1,fIbjUl@,N,3,7,3,False,0,-6.872200871879621,6.872200871879621
11508,16501,fichu,0.0,1,fiSu,N,2,4,2,False,0,-4.911935269431442,4.911935269431442
11509,16502,fickle,0.0,1,fIkP,A,2,4,1,False,0,-4.3460819206435515,4.3460819206435515
11510,16503,fickleness,0.0,2,fIkPnIs,N,3,7,2,False,0,-5.598176534856607,5.598176534856607
11511,16504,fiction,1.23,0,fIkSH,N,2,5,1,False,0,-4.198256274044984,4.198256274044984
11512,16505,fictional,0.48,2,fIkS@nP,A,3,7,2,False,0,-4.63745546036499,4.63745546036499
11513,16506,fictionalization,0.0,2,fIkS@nP2z1SH,N,6,12,4,False,0,-6.5711308636578645,6.5711308636578645
11514,16507,fictionalize,0.0,2,fIkS@nP2z,V,4,9,3,False,0,-6.207607113089583,6.207607113089583
11515,16508,fictionally,0.0,2,fIkS@nPI,ADV,4,8,3,False,0,-6.168371239425143,6.168371239425143
11516,16509,fictitious,0.3,2,fIktIS@s,A,3,8,3,False,0,-6.685373152194654,6.685373152194654
11517,16510,fictitiously,0.0,2,fIktIS@slI,ADV,4,10,4,False,0,-6.767323678773309,6.767323678773309
11518,16511,fiddle,0.3,1,fIdP,N,2,4,1,False,1,-4.640112761013185,4.640112761013185
11519,16514,fiddler,0.0,2,fIdP@R,N,3,6,2,False,0,-4.854965435970121,4.854965435970121
11520,16516,fiddlesticks,0.0,0,fIdPstIks,I,3,9,2,False,0,-6.314757951617545,6.314757951617545
11521,16518,fiddling,0.0,1,fIdPIN,A,3,6,2,False,0,-5.0928640362006306,5.0928640362006306
11522,16519,fidelity,0.3,0,fIdEl@tI,N,4,8,4,False,0,-6.079909723935101,6.079909723935101
11523,16520,fidget,0.0,1,fI_It,N,2,5,2,False,1,-4.958095460208923,4.958095460208923
11524,16522,fidgets,0.0,2,fI_Its,N,2,6,2,False,0,-5.957430801883758,5.957430801883758
11525,16523,fidgety,0.0,2,fI_ItI,A,3,6,3,False,0,-5.581742042771495,5.581742042771495
11526,16524,fie,0.0,0,f2,I,1,2,1,False,1,-4.544119537552856,4.544119537552856
11527,16525,fief,0.0,1,fif,N,1,3,1,False,0,-4.728735922377622,4.728735922377622
11528,16526,field,2.28,1,fild,N,1,4,1,False,1,-4.006658460105148,4.006658460105148
11529,16529,fielder,0.0,2,fild@R,N,2,6,2,False,0,-4.956805174064124,4.956805174064124
11530,16537,fieldmouse,0.0,2,fildm6s,N,2,7,2,False,0,-5.728315819727237,5.728315819727237
11531,16540,fieldsman,0.0,3,fildzm@n,N,2,8,2,False,0,-5.7165090924313375,5.7165090924313375
11532,16543,fieldwork,0.0,2,fildw3k,N,2,7,2,False,0,-5.722650092675944,5.722650092675944
11533,16544,fiend,0.3,1,find,N,1,4,1,False,1,-4.62727341016549,4.62727341016549
11534,16546,fiendish,0.0,2,findIS,A,2,6,2,False,0,-4.85687302788095,4.85687302788095
11535,16547,fiendishly,0.0,2,findISlI,ADV,3,8,3,False,0,-5.288539349478492,5.288539349478492
11536,16548,fiendishness,0.0,2,findISnIs,N,3,9,3,False,0,-5.318166908291829,5.318166908291829
11537,16549,fierce,1.32,1,f7s,A,1,3,1,False,0,-4.613882022028028,4.613882022028028
11538,16550,fiercely,1.04,2,f7slI,ADV,2,5,2,False,0,-4.801484583757068,4.801484583757068
11539,16551,fierceness,0.0,2,f7snIs,N,2,6,2,False,0,-4.804422114052612,4.804422114052612
11540,16552,fierily,0.0,2,f2@r@lI,ADV,4,7,4,False,0,-6.2553400475303516,6.2553400475303516
11541,16553,fieriness,0.0,2,f2@rInIs,N,4,8,4,False,0,-6.007750984570335,6.007750984570335
11542,16554,fiery,0.7,0,f2@rI,A,3,5,3,False,0,-4.774346302417615,4.774346302417615
11543,16555,fiesta,0.0,1,fIEst@,N,3,6,3,False,0,-6.237513340466432,6.237513340466432
11544,16556,fife,0.0,1,f2f,N,1,3,1,False,0,-4.6145563039848,4.6145563039848
11545,16557,fifteen,0.0,1,fIftin,N,2,6,2,False,1,-4.836419316872426,4.836419316872426
11546,16559,fifteenth,0.0,1,fIftinT,N,2,7,2,False,1,-4.864244671477194,4.864244671477194
11547,16561,fifth,1.08,1,fIfT,N,1,4,1,False,1,-4.680870177436056,4.680870177436056
11548,16565,fifthly,0.0,2,fIfTlI,ADV,2,6,2,False,0,-5.047268871543697,5.047268871543697
11549,16566,fiftieth,0.0,1,fIft7T,N,2,6,2,False,1,-4.999542692581169,4.999542692581169
11550,16568,fifty,1.08,1,fIftI,N,2,5,2,False,1,-5.092205434673058,5.092205434673058
11551,16572,fig,0.7,1,fIg,N,1,3,1,False,0,-4.5673528256401115,4.5673528256401115
11552,16573,fig.,0.7,0,fIg@R,,2,5,2,False,2,-4.270556744422283,4.270556744422283
11553,16574,fight,1.57,1,f2t,N,1,3,1,False,1,-4.6145563039848,4.6145563039848
11554,16577,fighter,1.11,2,f2t@R,N,2,5,2,False,0,-4.69758908740569,4.69758908740569
11555,16579,fighting,1.34,1,f2tIN,N,2,5,2,False,0,-4.806790922636773,4.806790922636773
11556,16585,figment,0.0,0,fIgm@nt,N,2,7,2,False,0,-5.585969916102556,5.585969916102556
11557,16587,figurative,0.0,2,fIg@r@tIv,A,4,9,4,False,0,-6.7168848022541905,6.7168848022541905
11558,16588,figuratively,0.0,2,fIg@r@tIvlI,ADV,5,11,5,False,0,-7.031754679934475,7.031754679934475
11559,16591,figured,0.0,2,fIg@d,A,2,5,2,False,0,-5.190264724753002,5.190264724753002
11560,16594,figurehead,0.0,2,fIg@hEd,N,3,7,3,False,0,-5.290673876962113,5.290673876962113
11561,16600,figures,0.3,1,fIg@z,N,2,5,2,False,0,-5.036452819076398,5.036452819076398
11562,16601,figurine,0.0,0,fIg@rin,N,3,7,3,False,0,-6.186167962100262,6.186167962100262
11563,16602,Fiji,0.0,0,fi_i,N,2,4,2,False,0,-4.748811893722699,4.748811893722699
11564,16603,Fijian,0.0,1,fi_i@n,N,3,6,3,False,1,-5.11521058783034,5.11521058783034
11565,16605,filament,0.3,0,fIl@m@nt,N,3,8,3,False,0,-5.008710039932995,5.008710039932995
11566,16606,filature,0.0,0,fIl@J@R,N,3,7,3,False,0,-4.874281502898278,4.874281502898278
11567,16607,filbert,0.0,1,fIlb@t,N,2,6,2,False,0,-5.2214332296642585,5.2214332296642585
11568,16608,filch,0.0,1,fIlJ,V,1,4,1,False,0,-4.72981882045366,4.72981882045366
11569,16609,file,1.58,1,f2l,N,1,3,1,False,1,-4.6145563039848,4.6145563039848
11570,16612,filet,0.0,1,fIl1,N,2,4,2,False,0,-4.947131816237135,4.947131816237135
11571,16613,filial,0.0,0,fIlj@l,A,2,6,2,False,0,-6.534073194292835,6.534073194292835
11572,16615,filibuster,0.0,0,fIlIbVst@R,N,4,10,4,False,1,-7.592050418176429,7.592050418176429
11573,16617,filigree,0.0,1,fIlIgri,N,3,7,3,False,0,-6.331505765288943,6.331505765288943
11574,16620,filings,0.0,2,f2lINz,N,2,6,2,False,0,-5.840632170402005,5.840632170402005
11575,16621,Filipino,0.0,1,fIlIpin5,N,4,8,4,False,1,-5.757467338477568,5.757467338477568
11576,16623,fill,0.3,1,fIl,N,1,3,1,False,2,-4.54661947339984,4.54661947339984
11577,16625,fillet,0.0,1,fIlIt,N,2,5,2,False,1,-5.602058010637464,5.602058010637464
11578,16629,filling,0.7,1,fIlIN,N,2,5,2,False,0,-5.42573818126712,5.42573818126712
11579,16631,fillip,0.0,1,fIlIp,N,2,5,2,False,0,-5.402193565792354,5.402193565792354
11580,16634,filly,0.3,0,fIlI,N,2,4,2,False,0,-4.211524049833235,4.211524049833235
11581,16635,film,2.06,1,fIlm,N,1,4,1,False,1,-4.4252784097645215,4.4252784097645215
11582,16637,filmable,0.0,2,fIlm@bP,A,3,7,2,False,0,-5.024060421877262,5.024060421877262
11583,16638,filminess,0.0,2,fIlmInIs,N,3,8,3,False,0,-5.738898090980161,5.738898090980161
11584,16643,filmstrip,0.0,2,fIlmstrIp,N,2,9,2,False,0,-6.850960883773923,6.850960883773923
11585,16645,filmy,0.0,2,fIlmI,A,2,5,2,False,0,-4.825790752601817,4.825790752601817
11586,16646,filter,0.48,0,fIlt@R,N,2,6,2,False,2,-5.192047609873586,5.192047609873586
11587,16650,filtertipped,0.0,2,fIlt@tIpt,A,3,9,3,False,0,-7.979852796188224,7.979852796188224
11588,16651,filth,0.78,1,fIlT,N,1,4,1,False,0,-4.600530953636762,4.600530953636762
11589,16652,filthily,0.0,2,fIlTIlI,ADV,3,7,3,False,0,-4.739463342654923,4.739463342654923
11590,16653,filthiness,0.0,2,fIlTInIs,N,3,8,3,False,0,-4.8089600524317415,4.8089600524317415
11591,16654,filthy,1.04,2,fIlTI,A,2,5,2,False,0,-4.670967720068706,4.670967720068706
11592,16656,filtrate,0.0,2,fIltr1t,V,2,7,2,False,1,-4.817320114446141,4.817320114446141
11593,16658,filtration,0.0,2,fIltr1SH,N,3,8,2,False,0,-4.637861037649033,4.637861037649033
11594,16659,fin,0.9,1,fIn,N,1,3,1,False,1,-4.559870609702618,4.559870609702618
11595,16660,finable,0.0,2,f2n@bP,A,3,6,2,False,0,-4.465558547591294,4.465558547591294
11596,16661,final,0.9,1,f2nP,N,2,4,1,False,1,-4.625909654609848,4.625909654609848
11597,16663,finale,0.3,0,fIn#lI,N,3,6,3,False,0,-5.10946865086408,5.10946865086408
11598,16664,finalist,0.0,2,f2n@lIst,N,3,8,3,False,0,-5.502054237316585,5.502054237316585
11599,16665,finality,0.3,2,f2n{l@tI,N,4,8,4,False,0,-5.055342819540637,5.055342819540637
11600,16666,finalize,0.0,2,f2n@l2z,V,3,7,3,False,0,-5.296037174516417,5.296037174516417
11601,16667,finally,2.21,2,f2n@lI,ADV,3,6,3,False,0,-4.779565476167666,4.779565476167666
11602,16668,finance,1.38,1,f2n{ns,N,2,6,2,False,1,-4.814337560623877,4.814337560623877
11603,16670,finances,0.78,2,f2n{nsIz,N,3,8,3,False,0,-5.742781836461542,5.742781836461542
11604,16671,financial,1.83,2,f2n{nSP,A,3,7,2,False,0,-4.791397342796987,4.791397342796987
11605,16672,financially,0.9,2,f2n{nS@lI,ADV,4,9,4,False,0,-4.99911805488409,4.99911805488409
11606,16674,financier,0.3,2,f2n{ns7R,N,3,8,3,False,0,-4.969886700060248,4.969886700060248
11607,16675,finch,0.0,1,fInJ,N,1,4,1,False,0,-4.61378208993954,4.61378208993954
11608,16676,find,0.0,1,f2nd,N,1,4,1,False,1,-4.582209645476954,4.582209645476954
11609,16678,finder,0.0,2,f2nd@R,N,2,6,2,False,0,-4.6099029605946065,4.6099029605946065
11610,16682,finding,1.26,1,f2ndIN,N,2,6,2,False,0,-5.192529508142254,5.192529508142254
11611,16684,fine,1.04,1,f2n,N,1,3,1,False,3,-4.555472888177904,4.555472888177904
11612,16691,finely,0.85,2,f2nlI,ADV,2,5,2,False,0,-4.9702923800534835,4.9702923800534835
11613,16692,fineness,0.0,2,f2nnIs,N,2,6,2,False,0,-4.931761422124317,4.931761422124317
11614,16694,finery,0.0,2,f2n@rI,N,3,6,3,False,0,-4.731713169005853,4.731713169005853
11615,16696,finesse,0.3,1,fInEs,N,2,5,2,False,0,-5.482258347702226,5.482258347702226
11616,16698,finger,2.09,0,fINg@R,N,2,6,2,False,1,-4.415555376368373,4.415555376368373
11617,16701,fingerboard,0.0,2,fINg@b$d,N,3,8,3,False,0,-5.612430138346946,5.612430138346946
11618,16704,fingering,0.0,1,fINg@rIN,N,3,8,3,False,0,-5.707118313541562,5.707118313541562
11619,16706,fingernail,0.85,2,fINg@n1l,N,3,8,3,False,0,-6.409542550036974,6.409542550036974
11620,16708,fingerplate,0.0,2,fINg@pl1t,N,3,9,3,False,0,-5.913918932003311,5.913918932003311
11621,16709,fingerpost,0.0,2,fINg@p5st,N,3,9,3,False,0,-6.010109660519191,6.010109660519191
11622,16710,fingerprint,0.6,2,fINg@prInt,N,3,10,3,False,1,-6.423822999407279,6.423822999407279
11623,16712,fingerstall,0.0,2,fINg@st$l,N,3,9,3,False,0,-6.449252222319922,6.449252222319922
11624,16713,fingertip,0.7,2,fINg@tIp,N,3,8,3,False,0,-6.667274717225082,6.667274717225082
11625,16714,finical,0.0,2,fInIkP,A,3,6,2,False,0,-5.414503399450642,5.414503399450642
11626,16715,finickity,0.0,2,fInIk@tI,A,4,8,4,False,0,-7.607964808941327,7.607964808941327
11627,16716,finicky,0.0,0,fInIkI,A,3,6,3,False,0,-6.335187583399046,6.335187583399046
11628,16717,finis,0.0,1,fInIs,N,2,5,2,False,0,-4.25466090568657,4.25466090568657
11629,16718,finish,0.48,1,fInIS,N,2,5,2,False,3,-4.947019609251023,4.947019609251023
11630,16720,finished,1.04,1,fInISt,A,2,6,2,False,0,-5.491701497494168,5.491701497494168
11631,16724,finite,0.6,1,f2n2t,A,2,5,2,False,0,-4.902917751982653,4.902917751982653
11632,16725,finitely,0.0,2,f2n2tlI,ADV,3,7,3,False,0,-5.4239722003561015,5.4239722003561015
11633,16726,fink,0.0,1,fINk,N,1,4,1,False,0,-5.109617663555434,5.109617663555434
11634,16728,finnan,0.0,1,fIn@n,N,2,5,2,False,0,-6.664414859387217,6.664414859387217
11635,16733,fir,0.48,1,f3R,N,1,3,1,False,2,-4.72949937309378,4.72949937309378
11636,16735,fire,2.21,1,f2@R,N,2,4,2,False,1,-4.560953024825197,4.560953024825197
11637,16738,firearm,0.3,2,f2@r#m,N,3,6,3,False,0,-5.6555841878565,5.6555841878565
11638,16741,fireball,0.0,2,f2@b$l,N,3,6,3,False,0,-5.231435061509117,5.231435061509117
11639,16742,firebird,0.0,2,f2@b3d,N,3,6,3,False,0,-5.1070394187091726,5.1070394187091726
11640,16743,firebomb,0.0,2,f2@bQm,N,3,6,3,False,0,-6.044538465655204,6.044538465655204
11641,16744,firebox,0.0,2,f2@bQks,N,3,7,3,False,0,-5.514627447276424,5.514627447276424
11642,16745,firebrand,0.0,2,f2@br{nd,N,3,8,3,False,0,-6.08476320539831,6.08476320539831
11643,16746,firebreak,0.0,2,f2@br1k,N,3,7,3,False,0,-6.412892976729747,6.412892976729747
11644,16747,firebrick,0.0,2,f2@brIk,N,3,7,3,False,0,-6.303007945703865,6.303007945703865
11645,16749,firebug,0.0,2,f2@bVg,N,3,6,3,False,0,-5.118672480887241,5.118672480887241
11646,16750,fireclay,0.0,2,f2@kl1,N,3,6,3,False,0,-5.4877048635969174,5.4877048635969174
11647,16752,firecracker,0.0,2,f2@kr{k@R,N,4,9,4,False,0,-6.9127267060201305,6.9127267060201305
11648,16753,firedamp,0.0,2,f2@d{mp,N,3,7,3,False,0,-5.533668964222916,5.533668964222916
11649,16755,firedog,0.0,2,f2@dQg,N,3,6,3,False,0,-4.936608043721905,4.936608043721905
11650,16762,firefly,0.0,2,f2@fl2,N,3,6,3,False,0,-4.986968838808772,4.986968838808772
11651,16763,fireguard,0.0,2,f2@g#d,N,3,6,3,False,0,-5.099731419430648,5.099731419430648
11652,16767,firelight,0.3,2,f2@l2t,N,3,6,3,False,0,-4.6247441817112085,4.6247441817112085
11653,16768,firelighter,0.0,2,f2@l2t@R,N,4,8,4,False,0,-5.790546166346284,5.790546166346284
11654,16769,fireman,0.6,2,f2@m@n,N,3,6,3,False,0,-5.412276622604601,5.412276622604601
11655,16770,fireplace,0.95,2,f2@pl1s,N,3,7,3,False,0,-6.169863976249428,6.169863976249428
11656,16772,firepower,0.0,2,f2@p6@R,N,4,7,4,False,0,-5.091119294286747,5.091119294286747
11657,16773,fireproof,0.0,2,f2@pruf,A,3,7,3,False,1,-5.25931602882413,5.25931602882413
11658,16777,fireside,0.0,2,f2@s2d,N,3,6,3,False,0,-4.835422819658067,4.835422819658067
11659,16779,firestone,0.0,2,f2@st5n,N,3,7,3,False,0,-5.115401666973628,5.115401666973628
11660,16780,firestorm,0.0,2,f2@st$m,N,3,7,3,False,0,-5.274314882955429,5.274314882955429
11661,16781,firetrap,0.0,2,f2@tr{p,N,3,7,3,False,0,-6.9692598456295345,6.9692598456295345
11662,16782,firewalker,0.0,3,f2@w$k@R,N,4,8,4,False,0,-4.884311575519262,4.884311575519262
11663,16783,firewalking,0.0,2,f2@w$kIN,N,4,8,4,False,0,-4.890906691369236,4.890906691369236
11664,16784,firewatcher,0.0,2,f2@wQJ@R,N,4,8,4,False,0,-4.953308476904245,4.953308476904245
11665,16785,firewatching,0.0,2,f2@wQJIN,N,4,8,4,False,0,-5.364945741163967,5.364945741163967
11666,16786,firewater,0.0,2,f2@w$t@R,N,4,8,4,False,0,-5.372575088749734,5.372575088749734
11667,16787,firewood,0.6,2,f2@wUd,N,3,6,3,False,0,-4.944357426981594,4.944357426981594
11668,16788,firework,0.3,2,f2@w3k,N,3,6,3,False,0,-4.677474652527671,4.677474652527671
11669,16789,fireworks,0.48,1,f2@w3ks,N,3,7,3,False,0,-5.177976650834954,5.177976650834954
11670,16793,firkin,0.0,0,f3kIn,N,2,5,2,False,0,-5.394954985065662,5.394954985065662
11671,16794,firm,1.73,1,f3m,N,1,3,1,False,3,-4.583003302361487,4.583003302361487
11672,16798,firmament,0.0,0,f3m@m@nt,N,3,8,3,False,0,-5.935286589758022,5.935286589758022
11673,16799,firmly,1.65,2,f3mlI,ADV,2,5,2,False,0,-4.949401996469128,4.949401996469128
11674,16800,firmness,0.3,2,f3mnIs,N,2,6,2,False,0,-5.043440470551744,5.043440470551744
11675,16801,first,1.86,1,f3st,N,1,4,1,False,2,-4.406837403720319,4.406837403720319
11676,16805,firstborn,0.0,1,f3stb$n,N,2,7,2,False,1,-5.472623124303102,5.472623124303102
11677,16813,firstfruits,0.0,2,f3stfruts,N,2,9,2,False,0,-6.1974765658009545,6.1974765658009545
11678,16814,firsthand,0.3,1,f3sth{nd,A,2,8,2,False,1,-5.724879004389551,5.724879004389551
11679,16818,firstly,1.0,2,f3stlI,ADV,2,6,2,False,0,-5.137316759921669,5.137316759921669
11680,16827,firth,0.0,1,f3T,N,1,3,1,False,0,-4.72949937309378,4.72949937309378
11681,16828,firtree,0.0,2,f3tri,N,2,5,2,False,0,-4.940524074752368,4.940524074752368
11682,16829,fiscal,0.78,0,fIskP,A,2,5,1,False,1,-5.197695624179956,5.197695624179956
11683,16831,fiscally,0.0,2,fIsk@lI,ADV,3,7,3,False,0,-6.916680885409014,6.916680885409014
11684,16832,fish,2.21,1,fIS,N,1,3,1,False,1,-4.558655513152324,4.558655513152324
11685,16834,fishbone,0.0,2,fISb5n,N,2,6,2,False,0,-4.945130178605043,4.945130178605043
11686,16835,fishcake,0.0,2,fISk1k,N,2,6,2,False,0,-5.1082535543137855,5.1082535543137855
11687,16836,fisher,0.85,2,fIS@R,N,2,5,2,False,1,-4.952571541307541,4.952571541307541
11688,16837,fisherman,0.95,2,fIS@m@n,N,3,7,3,False,0,-6.030967154392423,6.030967154392423
11689,16838,fishery,0.48,2,fIS@rI,N,3,6,3,False,0,-5.023008307739485,5.023008307739485
11690,16841,fishing,1.7,1,fISIN,N,2,5,2,False,0,-5.315815609016625,5.315815609016625
11691,16846,fishmonger,0.0,2,fISmVNg@R,N,3,9,3,False,0,-5.365272936759615,5.365272936759615
11692,16848,fishpaste,0.0,2,fISp1st,N,2,7,2,False,0,-5.425496716735345,5.425496716735345
11693,16849,fishplate,0.0,2,fISpl1t,N,2,7,2,False,0,-5.183556873178106,5.183556873178106
11694,16853,fishwife,0.0,2,fISw2f,N,2,6,2,False,0,-5.1082535543137855,5.1082535543137855
11695,16854,fishy,0.0,2,fISI,A,2,4,2,False,0,-4.998969220460265,4.998969220460265
11696,16855,fissile,0.0,1,fIs2l,A,2,5,2,False,0,-5.045131679087435,5.045131679087435
11697,16856,fission,0.6,0,fISH,N,2,4,1,False,0,-5.798363728399703,5.798363728399703
11698,16857,fissionable,0.0,2,fIS@n@bP,A,4,8,3,False,0,-6.19852090879645,6.19852090879645
11699,16858,fissiparous,0.0,0,fIsIp@r@s,A,4,9,4,False,0,-8.285280846406586,8.285280846406586
11700,16860,fist,1.42,1,fIst,N,1,4,1,False,0,-4.54514398942309,4.54514398942309
11701,16861,fisticuffs,0.0,2,fIstIkVfs,N,3,9,3,False,0,-8.037166340727447,8.037166340727447
11702,16862,fistula,0.0,1,fIstjUl@,N,3,8,3,False,0,-7.512907586059139,7.512907586059139
11703,16863,fit,1.15,1,fIt,N,1,3,1,False,2,-4.5673528256401115,4.5673528256401115
11704,16866,fitful,0.0,2,fItfUl,A,2,6,2,False,0,-4.813958169575958,4.813958169575958
11705,16867,fitfully,0.0,2,fItfUlI,ADV,3,7,3,False,0,-4.926853728192175,4.926853728192175
11706,16869,fitly,0.0,2,fItlI,ADV,2,5,2,False,0,-4.913386853901455,4.913386853901455
11707,16870,fitment,0.0,2,fItm@nt,N,2,7,2,False,0,-5.045584465990733,5.045584465990733
11708,16871,fitness,0.95,2,fItnIs,N,2,6,2,False,0,-4.868324210117418,4.868324210117418
11709,16873,fitted,0.85,1,fIt@d,A,2,5,2,False,0,-5.542040456926692,5.542040456926692
11710,16874,fitter,0.3,2,fIt@R,N,2,5,2,False,0,-4.670864126150292,4.670864126150292
11711,16875,fitting,0.78,1,fItIN,N,2,5,2,False,1,-4.8746965499460355,4.8746965499460355
11712,16878,five,0.0,1,f2v,N,1,3,1,False,1,-4.598031017789777,4.598031017789777
11713,16881,fivefold,0.0,2,f2vf5ld,A,2,7,2,False,1,-5.204715785392965,5.204715785392965
11714,16884,fivepence,0.0,2,f2fpEns,N,2,7,2,False,0,-5.490307548874151,5.490307548874151
11715,16885,fivepenny,0.0,2,f2fpEnI,A,3,7,3,False,0,-5.5586202963368905,5.5586202963368905
11716,16886,fiver,0.3,2,f2v@R,N,2,5,2,False,0,-4.803636898240807,4.803636898240807
11717,16887,fives,0.0,1,f2vz,N,1,4,1,False,0,-4.781230364843598,4.781230364843598
11718,16888,fix,0.48,1,fIks,N,1,4,1,False,1,-3.9679804783843697,3.9679804783843697
11719,16890,fixate,0.0,2,fIks1t,V,2,6,2,False,0,-5.248930188334315,5.248930188334315
11720,16891,fixation,0.0,2,fIks1SH,N,3,7,2,False,0,-5.320855625316153,5.320855625316153
11721,16892,fixative,0.0,2,fIks@tIv,N,3,8,3,False,0,-6.164760729961023,6.164760729961023
11722,16893,fixed,1.61,1,fIkst,A,1,5,1,False,0,-6.28857389697833,6.28857389697833
11723,16894,fixedly,0.0,2,fIksIdlI,ADV,3,8,3,False,0,-6.305770878531315,6.305770878531315
11724,16897,fixity,0.0,2,fIks@tI,N,3,7,3,False,0,-5.1135215014042155,5.1135215014042155
11725,16899,fixture,0.6,2,fIksJ@R,N,2,7,2,False,0,-5.3774224484456,5.3774224484456
11726,16902,fizz,0.0,1,fIz,N,1,3,1,False,2,-4.555125258904024,4.555125258904024
11727,16904,fizzle,0.0,2,fIzP,V,2,4,1,False,0,-4.738324605957844,4.738324605957844
11728,16906,fizzy,0.0,2,fIzI,A,2,4,2,False,0,-4.7740936613044,4.7740936613044
11729,16908,fjord,0.0,1,fj$d,N,1,4,1,False,0,-4.912483633010864,4.912483633010864
11730,16909,flabbergast,0.0,1,fl{b@g#st,V,3,9,3,False,0,-6.6360406817689634,6.6360406817689634
11731,16910,flabbily,0.0,2,fl{bIlI,ADV,3,7,3,False,0,-6.129317257176078,6.129317257176078
11732,16911,flabbiness,0.0,2,fl{bInIs,N,3,8,3,False,0,-6.102393095086326,6.102393095086326
11733,16912,flabby,0.3,0,fl{bI,A,2,5,2,False,0,-5.339899411214057,5.339899411214057
11734,16913,flaccid,0.0,1,fl{ksId,A,2,7,2,False,0,-6.395312867942932,6.395312867942932
11735,16914,flaccidity,0.0,2,fl{ksId@tI,N,4,10,4,False,0,-6.671549801415604,6.671549801415604
11736,16915,flag,1.42,1,fl{g,N,1,4,1,False,1,-4.698602320040717,4.698602320040717
11737,16919,flagellant,0.0,2,fl{_@l@nt,N,3,9,3,False,0,-5.659289515251417,5.659289515251417
11738,16920,flagellate,0.0,2,fl{_@l1t,V,3,8,3,False,0,-5.048957370079024,5.048957370079024
11739,16921,flagellation,0.0,2,fl{_@l1SH,N,4,9,3,False,0,-5.031401478097537,5.031401478097537
11740,16922,flagellum,0.0,0,fl@_El@m,N,3,8,3,False,0,-6.5751923838158675,6.5751923838158675
11741,16923,flageolet,0.0,0,fl{_5lEt,N,3,8,3,False,0,-5.2511661019522835,5.2511661019522835
11742,16925,flagon,0.0,1,fl{g@n,N,2,6,2,False,0,-5.806497829938163,5.806497829938163
