,index,Word,CobLog,CompCnt,PhonDISC,Class,SylCnt,num_phones,num_sylls_est,remove,num_homophones,log_prob,surprisal
64,79,abolitionist,0.0,2,{b5lIS@nIst,N,5,11,5,False,0,-12.208841737973948,12.208841737973948
65,81,abominable,0.3,0,@bQmIn@bP,A,5,9,4,False,0,-10.43699214101305,10.43699214101305
66,83,abominably,0.0,2,@bQmIn@blI,ADV,5,10,5,False,0,-11.501275442863179,11.501275442863179
67,84,abominate,0.0,0,@bQmIn1t,V,4,8,4,False,0,-10.073020339398354,10.073020339398354
68,85,abomination,0.0,2,@bQmIn1SH,N,5,9,4,False,0,-9.927063609008306,9.927063609008306
69,86,aboriginal,0.0,1,{b@rI_@nP,N,5,9,4,False,1,-11.207567503320199,11.207567503320199
70,88,aborigine,0.0,1,{b@rI_@nI,N,5,9,5,False,0,-10.596155696212199,10.596155696212199
71,89,Aborigine,0.6,1,{b@rI_InI,N,5,9,5,False,0,-10.58677562131873,10.58677562131873
72,90,abort,0.3,0,@b$t,V,2,4,2,False,0,-5.689799376667558,5.689799376667558
73,91,abortion,1.3,2,@b$SH,N,3,5,2,False,0,-6.484813506561144,6.484813506561144
74,92,abortionist,0.0,2,@b$SHIst,N,4,8,3,False,0,-10.168872440818575,10.168872440818575
75,93,abortive,0.48,2,@b$tIv,A,3,6,3,False,0,-8.06246255193848,8.06246255193848
76,94,abortively,0.0,2,@b$tIvlI,ADV,4,8,4,False,0,-9.512777765166897,9.512777765166897
77,95,abound,0.7,0,@b6nd,V,2,5,2,False,0,-6.7347004771798975,6.7347004771798975
78,98,about,2.54,1,@b6t,ADV,2,4,2,False,3,-5.889987217080884,5.889987217080884
79,104,above,1.6,1,@bVv,ADV,2,4,2,False,3,-6.662774445142894,6.662774445142894
80,109,aboveboard,0.0,2,@bVvb$d,A,3,7,3,False,0,-12.151008606394333,12.151008606394333
81,114,abracadabra,0.0,1,{br@k@d{br@,N,5,11,5,False,1,-15.666656832068146,15.666656832068146
82,116,abrade,0.0,0,@br1d,V,2,5,2,False,0,-6.932132377790468,6.932132377790468
83,117,abrasion,0.0,2,@br1ZH,N,3,6,2,False,0,-7.812311715390758,7.812311715390758
84,118,abrasive,0.0,1,@br1sIv,N,3,7,3,False,1,-9.439057472504254,9.439057472504254
85,120,abrasively,0.0,2,@br1sIvlI,ADV,4,9,4,False,0,-10.88937268573267,10.88937268573267
86,121,abreast,0.3,2,@brEst,ADV,2,6,2,False,0,-7.101786974012669,7.101786974012669
87,122,abridge,0.0,0,@brI_,V,2,5,2,False,0,-6.9694169186332555,6.9694169186332555
88,123,abridgment,0.0,2,@brI_m@nt,N,3,9,3,False,0,-10.961279622341731,10.961279622341731
89,124,abroad,1.63,2,@br$d,ADV,2,5,2,False,0,-7.388477820136787,7.388477820136787
90,125,abrogate,0.0,0,{br5g1t,V,3,7,3,False,0,-9.49660099880505,9.49660099880505
91,126,abrogation,0.0,2,{br5g1SH,N,4,8,3,False,0,-9.350644268415001,9.350644268415001
92,127,abrupt,0.85,0,@brVpt,A,2,6,2,False,0,-8.716851980228139,8.716851980228139
93,128,abruptly,1.26,2,@brVptlI,ADV,3,8,3,False,0,-10.675778628067764,10.675778628067764
94,129,abruptness,0.0,2,@brVptnIs,N,3,9,3,False,0,-12.470616628966386,12.470616628966386
95,130,abscess,0.0,0,{bsIs,N,2,5,2,False,0,-7.158979220021687,7.158979220021687
96,131,abscond,0.0,0,@bskQnd,V,2,7,2,False,0,-9.229954381501056,9.229954381501056
97,132,absence,1.61,2,{bs@ns,N,2,6,2,False,0,-8.406909360126118,8.406909360126118
98,134,absent,0.0,1,{bsEnt,V,2,6,2,False,0,-8.187638381025987,8.187638381025987
99,135,absent,1.11,0,{bs@nt,A,2,6,2,False,0,-8.145139006341346,8.145139006341346
100,136,absentee,0.3,2,{bs@nti,N,3,7,3,False,0,-10.60528152619552,10.60528152619552
101,137,absenteeism,0.0,2,{bs@ntiIz@m,N,5,11,5,False,0,-15.824580809600675,15.824580809600675
102,138,absently,0.3,2,{bs@ntlI,ADV,3,8,3,False,0,-10.104065654180971,10.104065654180971
103,142,absinth,0.0,1,{bsInT,N,2,6,2,False,0,-9.596908368549109,9.596908368549109
104,143,absolute,1.62,0,{bs@lut,A,3,7,3,False,0,-10.170176144818114,10.170176144818114
105,144,absolutely,1.92,2,{bs@lutlI,ADV,4,9,4,False,0,-12.12910279265774,12.12910279265774
106,145,absoluteness,0.0,2,{bs@lutnIs,N,4,10,4,False,0,-13.923940793556362,13.923940793556362
107,147,absolution,0.0,2,{bs@luSH,N,4,8,3,False,0,-10.744801526943654,10.744801526943654
108,148,absolutism,0.0,2,{bs@lutIz@m,N,5,11,5,False,0,-14.71117752708588,14.71117752708588
109,149,absolve,0.3,0,@bzQlv,V,2,6,2,False,0,-11.357330067306938,11.357330067306938
110,150,absorb,1.58,0,@bs$b,V,2,5,2,False,0,-9.812670806983146,9.812670806983146
111,151,absorbent,0.0,1,@bs$b@nt,N,3,8,3,False,1,-11.534448021376456,11.534448021376456
112,153,absorbing,0.0,1,@bs$bIN,A,3,7,3,False,0,-10.730411194280096,10.730411194280096
113,154,absorption,0.6,2,@bs$pSH,N,3,7,2,False,0,-10.826046241587575,10.826046241587575
114,155,abstain,0.6,0,@bst1n,V,2,6,2,False,0,-8.572699567053212,8.572699567053212
115,156,abstainer,0.0,2,@bst1n@R,N,3,8,3,False,0,-9.741614209387544,9.741614209387544
116,157,abstemious,0.0,0,{bstimj@s,A,3,9,3,False,0,-12.654268983425057,12.654268983425057
117,158,abstemiously,0.0,2,{bstimj@slI,ADV,4,11,4,False,0,-14.432823876341832,14.432823876341832
118,159,abstemiousness,0.0,2,{bstimj@snIs,N,4,12,4,False,0,-15.885112023565146,15.885112023565146
119,160,abstention,0.0,2,@bstEnSH,N,3,8,2,False,0,-9.565597886236633,9.565597886236633
120,161,abstinence,0.3,2,{bstIn@ns,N,3,9,3,False,0,-10.700724170523921,10.700724170523921
121,162,abstinent,0.0,2,{bstIn@nt,A,3,9,3,False,0,-10.438953816739147,10.438953816739147
122,163,abstract,0.48,1,{bstr{kt,N,2,8,2,False,3,-10.312542632553992,10.312542632553992
123,167,abstracted,0.0,1,{bstr{ktId,A,3,10,3,False,0,-12.449443615616678,12.449443615616678
124,168,abstractedly,0.0,2,{bstr{ktIdlI,ADV,4,12,4,False,0,-14.34030728927699,14.34030728927699
125,169,abstraction,0.85,2,{bstr{kSH,N,3,9,2,False,0,-10.70095076869485,10.70095076869485
126,170,abstruse,0.0,0,{bstrus,A,2,7,2,False,0,-9.726153058890413,9.726153058890413
127,171,abstrusely,0.0,2,{bstruslI,ADV,3,9,3,False,0,-11.504707951807188,11.504707951807188
128,172,abstruseness,0.0,2,{bstrusnIs,N,3,10,3,False,0,-12.956996099030501,12.956996099030501
129,173,absurd,1.4,0,@bs3d,A,2,5,2,False,0,-8.213093706412565,8.213093706412565
130,174,absurdity,0.85,2,@bs3d@tI,N,4,8,4,False,0,-11.00749345451622,11.00749345451622
131,175,absurdly,0.48,2,@bs3dlI,ADV,3,7,3,False,0,-10.103957380072876,10.103957380072876
132,176,abundance,0.85,2,@bVnd@ns,N,3,8,3,False,0,-9.17815110643075,9.17815110643075
133,177,abundant,0.95,2,@bVnd@nt,A,3,8,3,False,0,-8.916380752645978,8.916380752645978
134,178,abundantly,0.6,2,@bVnd@ntlI,ADV,4,10,4,False,0,-10.875307400485605,10.875307400485605
135,179,abuse,1.23,1,@bjus,N,2,5,2,False,0,-6.524716557747906,6.524716557747906
136,180,abuse,0.85,2,@bjuz,V,2,5,2,False,0,-6.457812820504652,6.457812820504652
137,181,abusive,0.3,2,@bjusIv,A,3,7,3,False,0,-9.138326617997711,9.138326617997711
138,182,abusively,0.0,2,@bjusIvlI,ADV,4,9,4,False,0,-10.588641831226127,10.588641831226127
139,183,abutment,0.0,2,@bVtm@nt,N,3,8,3,False,0,-10.785662968102166,10.785662968102166
140,185,abysmal,0.0,0,@bIzmP,A,3,6,2,False,0,-9.138537038445138,9.138537038445138
141,186,abysmally,0.0,2,@bIzm@lI,ADV,4,8,4,False,0,-9.527772863443946,9.527772863443946
142,187,abyss,0.6,0,@bIs,N,2,4,2,False,0,-5.113279523988648,5.113279523988648
143,188,A/C,0.0,0,1si,,2,3,2,False,0,-6.657532904493702,6.657532904493702
144,189,acacia,0.3,0,@k1S@,N,3,5,3,False,0,-7.756916569531242,7.756916569531242
145,190,academic,1.04,1,{k@dEmIk,N,4,8,4,False,1,-10.298279693793905,10.298279693793905
146,192,academically,0.3,2,{k@dEmIk@lI,ADV,6,11,6,False,0,-12.272606130987457,12.272606130987457
147,193,academicals,0.0,3,{k@dEmIkPz,N,5,10,4,False,0,-12.96835795233562,12.96835795233562
148,194,academician,0.0,2,@k{d@mISH,N,5,9,4,False,0,-11.22445898168108,11.22445898168108
149,195,academy,1.04,0,@k{d@mI,N,4,7,4,False,0,-9.826840384133355,9.826840384133355
150,196,acc.,0.0,0,1sisi,,3,5,3,False,0,-9.568153223549704,9.568153223549704
151,197,accede,0.3,0,{ksid,V,2,5,2,False,0,-7.104487320119663,7.104487320119663
152,198,accelerando,0.0,1,@ksEl@r{nd5,N,5,11,5,False,0,-14.314897960645224,14.314897960645224
153,199,accelerando,0.0,0,@JEl@r{nd5,A,5,10,5,False,0,-14.308011477369238,14.308011477369238
154,200,accelerando,0.0,1,{ksEl@r{nd5,ADV,5,11,5,False,0,-13.599158679342086,13.599158679342086
155,201,accelerate,1.18,0,@ksEl@r1t,V,4,9,4,False,0,-11.16999538057851,11.16999538057851
156,202,acceleration,0.9,2,@ksEl@r1SH,N,5,10,4,False,0,-11.02403865018846,11.02403865018846
157,203,accelerator,0.3,2,@ksEl@r1t@R,N,5,11,5,False,0,-12.310219869752702,12.310219869752702
158,204,accent,1.48,0,{ksEnt,N,2,6,2,False,1,-7.116178911069983,7.116178911069983
159,206,accentuate,0.6,2,{ksEntjU1t,V,4,10,4,False,0,-11.751521150320738,11.751521150320738
160,207,accentuation,0.0,2,{ksEntjU1SH,N,5,11,4,False,0,-11.60556441993069,11.60556441993069
161,208,accept,2.32,0,@ksEpt,V,2,6,2,False,0,-9.228257887738202,9.228257887738202
162,209,acceptability,0.0,2,@ksEpt@bIl@tI,N,6,13,6,False,0,-16.28352151327902,16.28352151327902
163,210,acceptable,1.46,2,@ksEpt@bP,A,4,9,3,False,0,-11.629631996267035,11.629631996267035
164,211,acceptably,0.0,2,@ksEpt@blI,ADV,4,10,4,False,0,-12.693915298117163,12.693915298117163
165,212,acceptance,1.36,2,@ksEpt@ns,N,3,9,3,False,0,-11.92089107590677,11.92089107590677
166,213,acceptation,0.0,2,{ksEpt1SH,N,4,9,3,False,0,-10.56318331807669,10.56318331807669
167,214,access,1.62,0,{ksEs,N,2,5,2,False,0,-6.610560073802365,6.610560073802365
168,215,accessibility,0.3,2,@ksEs@bIl@tI,N,6,12,6,False,0,-14.739697282271374,14.739697282271374
169,216,accessible,0.95,2,@ksEs@bP,A,4,8,3,False,0,-10.085807765259391,10.085807765259391
170,217,accession,0.0,2,{ksESH,N,3,6,2,False,0,-7.258603810172904,7.258603810172904
171,218,accessory,0.48,2,@ksEs@rI,N,4,8,4,False,0,-10.16766187843026,10.16766187843026
172,219,accidence,0.0,2,{ksId@ns,N,3,8,3,False,0,-9.445084111068686,9.445084111068686
173,220,accident,1.85,0,{ksId@nt,N,3,8,3,False,0,-9.183313757283916,9.183313757283916
174,221,accidental,0.95,2,{ksIdEntP,A,4,9,3,False,0,-10.863989872147013,10.863989872147013
175,222,accidentally,0.85,2,{ksIdEnt@lI,ADV,5,11,5,False,0,-11.84445705268282,11.84445705268282
176,224,acclaim,0.3,1,@kl1m,N,2,5,2,False,1,-8.492864750336311,8.492864750336311
177,226,acclamation,0.0,2,{kl@m1SH,N,4,8,3,False,0,-8.725759953499217,8.725759953499217
178,227,acclimate,0.0,2,{klIm1t,V,3,7,3,False,0,-8.530501085541573,8.530501085541573
179,228,acclimation,0.0,2,{kl2m1SH,N,4,8,3,False,0,-9.425063961310128,9.425063961310128
180,229,acclimatization,0.0,2,@kl2m@t2z1SH,N,6,12,5,False,0,-14.369391224320728,14.369391224320728
181,230,acclimatize,0.0,3,@kl2m@t2z,V,4,9,4,False,0,-12.35978801161994,12.35978801161994
182,231,acclivity,0.0,0,@klIv@tI,N,4,8,4,False,0,-9.606669766829123,9.606669766829123
183,232,accolade,0.0,0,{k5l1d,N,3,6,3,False,0,-8.498542265904588,8.498542265904588
184,233,accommodate,1.18,0,@kQm@d1t,V,4,8,4,False,0,-10.850260353710528,10.850260353710528
185,234,accommodating,0.0,1,@kQm@d1tIN,A,5,10,5,False,0,-12.499503599655869,12.499503599655869
186,235,accommodatingly,0.0,2,@kQm@d1tINlI,ADV,6,12,6,False,0,-14.156348007650747,14.156348007650747
187,236,accommodation,1.53,2,@kQm@d1SH,N,5,9,4,False,0,-10.70430362332048,10.70430362332048
188,237,accommodations,0.0,1,@kQm@d1SHz,N,5,10,4,False,0,-12.71844317693853,12.71844317693853
189,238,accompaniment,0.6,2,@kVmp@nIm@nt,N,5,12,5,False,0,-13.686334181472702,13.686334181472702
190,239,accompanist,0.0,2,@kVmp@nIst,N,4,10,4,False,0,-11.509031888607272,11.509031888607272
191,240,accompany,1.68,2,@kVmp@nI,V,4,8,4,False,0,-10.010689047117777,10.010689047117777
192,241,accomplice,0.48,0,@kVmplIs,N,3,8,3,False,0,-9.874014801500651,9.874014801500651
193,242,accomplish,1.18,0,@kVmplIS,V,3,8,3,False,0,-10.991546433562918,10.991546433562918
194,243,accomplished,0.6,1,@kVmplISt,A,3,9,3,False,0,-12.859081587917757,12.859081587917757
195,245,accomplishment,0.7,2,@kVmplISm@nt,N,4,12,4,False,0,-14.975229617003528,14.975229617003528
196,246,accord,0.78,1,@k$d,N,2,4,2,False,1,-6.592646546417129,6.592646546417129
197,248,accordance,0.85,2,@k$d@ns,N,3,7,3,False,0,-9.375200389067759,9.375200389067759
198,250,accordingly,1.15,3,@k$dINlI,ADV,4,8,4,False,0,-9.824968567636116,9.824968567636116
199,252,accordion,0.0,2,@k$dj@n,N,3,7,3,False,0,-9.823225553629504,9.823225553629504
200,253,accost,0.3,1,@kQst,V,2,5,2,False,0,-6.9510404639632,6.9510404639632
201,254,accouchement,0.0,0,@kuSmqN,N,3,7,3,False,0,-12.976535019409773,12.976535019409773
202,255,account,2.12,1,@k6nt,N,2,5,2,False,1,-7.195070947927101,7.195070947927101
203,257,accountable,0.7,2,@k6nt@bP,A,4,8,3,False,0,-9.59644505645593,9.59644505645593
204,258,accountably,0.0,2,@k6nt@blI,ADV,4,9,4,False,0,-10.66072835830606,10.66072835830606
205,259,accountancy,0.48,2,@k6nt@nsI,N,4,9,4,False,0,-10.8733566661976,10.8733566661976
206,260,accountant,1.04,2,@k6nt@nt,N,3,8,3,False,0,-9.625933782310895,9.625933782310895
207,262,accoutrements,0.0,0,@kut@m@nts,N,4,10,4,False,0,-13.273630561034064,13.273630561034064
208,263,accredit,0.0,2,@krEdIt,V,3,7,3,False,0,-9.293205060076673,9.293205060076673
209,264,accredited,0.0,1,@krEdItId,A,4,9,4,False,0,-11.430106043139356,11.430106043139356
210,265,accrete,0.0,1,@krit,V,2,5,2,False,0,-7.351296854177618,7.351296854177618
211,266,accretion,0.0,2,{kriSH,N,3,6,2,False,0,-7.204230668361735,7.204230668361735
212,267,accrue,0.6,1,@kru,V,2,4,2,False,0,-7.0607622843474225,7.0607622843474225
213,268,accumulate,1.2,0,@kjumjUl1t,V,4,10,4,False,0,-11.531812462732358,11.531812462732358
214,269,accumulation,0.85,2,@kjumjUl1SH,N,5,11,4,False,0,-11.38585573234231,11.38585573234231
215,270,accumulative,0.0,2,@kjumjUl@tIv,A,5,12,5,False,0,-13.928482463433932,13.928482463433932
216,271,accumulatively,0.0,2,@kjumjUl@tIvlI,ADV,6,14,6,False,0,-15.378797676662348,15.378797676662348
217,272,accumulator,0.0,2,@kjumjUl1t@R,N,5,12,5,False,0,-12.672036951906552,12.672036951906552
218,273,accuracy,1.11,2,{kjUr@sI,N,4,8,4,False,0,-9.8796166102216,9.8796166102216
219,274,accurate,1.32,0,{kjUr@t,A,3,7,3,False,0,-8.83305315952068,8.83305315952068
220,275,accurately,1.08,2,{kjUr@tlI,ADV,4,9,4,False,0,-10.791979807360306,10.791979807360306
221,276,accursed,0.0,0,@k3sId,A,3,6,3,False,0,-9.393139652546758,9.393139652546758
222,277,accursedly,0.0,2,@k3sIdlI,ADV,4,8,4,False,0,-11.284003326207069,11.284003326207069
223,278,accurst,0.0,0,@k3st,A,2,5,2,False,0,-7.696449806407425,7.696449806407425
224,279,accusation,1.08,2,{kjuz1SH,N,4,8,3,False,0,-8.140730877736491,8.140730877736491
225,280,accusative,0.0,1,@kjuz@tIv,N,4,9,4,False,1,-11.241747648379638,11.241747648379638
226,282,accuse,1.56,1,@kjuz,V,2,5,2,False,0,-6.846866946338845,6.846866946338845
227,283,accused,0.3,1,@kjuzd,A,2,6,2,False,1,-8.961383387802883,8.961383387802883
228,285,accuser,0.3,2,@kjuz@R,N,3,7,3,False,0,-8.049535513784365,8.049535513784365
229,286,accusing,0.0,1,@kjuzIN,A,3,7,3,False,0,-8.927392551696732,8.927392551696732
230,287,accusingly,0.0,2,@kjuzINlI,ADV,4,9,4,False,0,-10.58423695969161,10.58423695969161
231,288,accustom,0.0,2,@kVst@m,V,3,7,3,False,0,-9.641582619297475,9.641582619297475
232,289,accustomed,1.3,1,@kVst@md,A,3,8,3,False,0,-11.663572690996604,11.663572690996604
233,290,ace,0.7,1,1s,N,1,2,1,False,0,-4.3749635023102655,4.3749635023102655
234,291,acerbic,0.0,0,@s3bIk,A,3,6,3,False,0,-8.741845875014638,8.741845875014638
235,292,acerbity,0.0,2,@s3b@tI,N,4,7,4,False,0,-9.486653252389692,9.486653252389692
236,293,acetate,0.0,0,{sIt1t,N,3,6,3,False,0,-7.918048932693212,7.918048932693212
237,294,acetic,0.0,0,@sitIk,A,3,6,3,False,0,-8.105018164977375,8.105018164977375
238,296,acetyl,0.0,1,{sItIl,N,3,6,3,False,0,-8.181009118631412,8.181009118631412
239,297,acetylene,0.0,2,@sEtIlin,N,4,8,4,False,0,-10.713671915247238,10.713671915247238
240,298,ache,0.7,1,1k,N,1,2,1,False,1,-4.667140365353692,4.667140365353692
241,300,achievable,0.0,2,@Jiv@bP,A,4,7,3,False,0,-10.025124977514903,10.025124977514903
242,301,achieve,2.07,1,@Jiv,V,2,4,2,False,0,-8.053728529334782,8.053728529334782
243,302,achievement,1.6,2,@Jivm@nt,N,3,8,3,False,0,-12.645950682042418,12.645950682042418
244,303,Achilles,0.48,0,@kIliz,N,3,6,3,False,0,-9.192305506848307,9.192305506848307
245,306,achoo,0.0,0,@Ju,I,2,3,2,False,1,-7.65101477673679,7.65101477673679
246,307,acid,1.32,1,{sId,N,2,4,2,False,1,-5.889763798238834,5.889763798238834
247,309,acidic,0.0,2,@sIdIk,A,3,6,3,False,0,-7.601208916341566,7.601208916341566
248,310,acidify,0.0,2,@sIdIf2,V,4,7,4,False,0,-9.83450667653883,9.83450667653883
249,311,acidity,0.0,2,@sId@tI,N,4,7,4,False,0,-8.487285342262009,8.487285342262009
250,313,acidulate,0.0,2,@sIdjUl1t,V,4,9,4,False,0,-10.230387814153726,10.230387814153726
251,314,acidulated,0.0,1,@sIdjUl1tId,A,5,11,5,False,0,-12.367288797216412,12.367288797216412
252,315,acidulous,0.0,2,@sIdjUl@s,A,4,9,4,False,0,-10.315305560183367,10.315305560183367
253,317,acknowledge,1.53,2,@knQlI_,V,3,7,3,False,0,-11.321342494482042,11.321342494482042
254,318,acknowledgement,0.7,2,@knQlI_m@nt,N,4,11,4,False,0,-15.313205198190516,15.313205198190516
255,319,acme,0.0,1,{kmI,N,2,4,2,False,0,-6.718796361439412,6.718796361439412
256,320,acne,0.0,1,{knI,N,2,4,2,False,0,-6.25697110232502,6.25697110232502
257,321,acolyte,0.0,0,{k5l2t,N,3,6,3,False,0,-8.020001121081819,8.020001121081819
258,322,aconite,0.0,0,{k@n2t,N,3,6,3,False,0,-7.478411826804878,7.478411826804878
259,323,acorn,0.3,1,1k$n,N,2,4,2,False,0,-7.5164799089562235,7.5164799089562235
260,325,acoustic,0.0,0,@kustIk,A,3,7,3,False,1,-9.932159120183707,9.932159120183707
261,327,acoustically,0.0,2,@kustIk@lI,ADV,5,10,5,False,0,-11.90648555737726,11.90648555737726
262,328,acoustics,0.0,2,@kustIks,N,3,8,3,False,0,-10.78407673068223,10.78407673068223
263,329,acquaintance,1.23,2,@kw1nt@ns,N,3,9,3,False,0,-10.774161640221507,10.774161640221507
264,330,acquaintanceship,0.0,2,@kw1nt@nSIp,N,4,11,4,False,0,-14.876186060637348,14.876186060637348
265,332,acquiesce,0.3,0,{kwIEs,V,3,6,3,False,0,-9.130863339624645,9.130863339624645
266,333,acquiescence,0.3,2,{kwIEsHs,N,4,8,3,False,0,-12.698787081986698,12.698787081986698
267,334,acquiescent,0.0,2,{kwIEsHt,A,4,8,3,False,0,-12.399326104294207,12.399326104294207
