,Word,CobLog,CompCnt,PhonDISC,Class,SylCnt,num_phones,num_sylls_est,remove,num_homophones,log_prob,surprisal
12690,disdainful,0.0,2,dIsd1nfUl,A,3,9,3,False,0,-4.982359732271132,4.982359732271132
12691,disdainfully,0.0,2,dIsd1nfUlI,ADV,4,10,4,False,0,-5.176301850052391,5.176301850052391
12692,disease,1.93,2,dIziz,N,2,5,2,False,0,-4.751409817639902,4.751409817639902
12693,diseased,0.3,2,dIzizd,A,2,6,2,False,0,-4.934609164693723,4.934609164693723
12694,disembark,0.0,2,dIsImb#k,V,3,8,3,False,0,-5.647526827804345,5.647526827804345
12695,disembarkation,0.0,2,dIsImb#k1SH,N,5,11,4,False,0,-5.7902425487917,5.7902425487917
12696,disembarrassment,0.0,2,dIsImb{r@sm@nt,N,5,14,5,False,0,-7.269627410078044,7.269627410078044
12698,disembodied,0.48,1,dIsImbQdId,A,4,10,4,False,0,-6.196687954867629,6.196687954867629
12699,disembody,0.0,2,dIsImbQdI,V,4,9,4,False,0,-5.114177465512213,5.114177465512213
12700,disembowel,0.0,3,dIsImb6@l,V,4,9,4,False,0,-5.8876075475524585,5.8876075475524585
12701,disembroil,0.0,2,dIsImbr4l,V,3,9,3,False,0,-6.000312991679113,6.000312991679113
12702,disenchant,0.0,2,dIsInJ#nt,V,3,9,3,False,0,-5.121202850531585,5.121202850531585
12703,disenchantment,0.0,2,dIsInJ#ntm@nt,N,4,13,4,False,0,-5.659750250812229,5.659750250812229
12704,disencumber,0.0,2,dIsInkVmb@R,V,4,11,4,False,0,-5.945204927679824,5.945204927679824
12705,disendow,0.0,2,dIsInd6,V,3,7,3,False,0,-5.401542977762746,5.401542977762746
12706,disendowment,0.0,2,dIsInd6m@nt,N,4,11,4,False,0,-5.98830040173584,5.98830040173584
12707,disenfranchise,0.0,2,dIsInfr{nJ2z,V,4,12,4,False,0,-6.021516164921939,6.021516164921939
12708,disengage,0.3,2,dIsIng1_,V,3,8,3,False,0,-4.787558833370565,4.787558833370565
12709,disengaged,0.0,2,dIsIng1_d,A,3,9,3,False,0,-5.064566930743369,5.064566930743369
12710,disengagement,0.0,2,dIsIng1_m@nt,N,4,12,4,False,0,-5.241131174339151,5.241131174339151
12711,disentangle,0.0,2,dIsInt{NgP,V,4,10,3,False,0,-5.148337928866031,5.148337928866031
12712,disentanglement,0.0,2,dIsInt{NgPm@nt,N,5,14,4,False,0,-6.411285198943983,6.411285198943983
12713,disequilibrium,0.0,2,dIsEkwIlIbr7m,N,5,13,5,False,0,-9.347559186365844,9.347559186365844
12714,disestablish,0.0,2,dIsIst{blIS,V,4,11,4,False,0,-7.401442779973504,7.401442779973504
12715,disestablishment,0.0,2,dIsIst{blISm@nt,N,5,15,5,False,0,-7.8013976363852375,7.8013976363852375
12716,disfavour,0.0,2,dIsf1v@R,N,3,8,3,False,1,-5.674507613482456,5.674507613482456
12717,disfavour,0.0,1,dIsf1v@R,V,3,8,3,False,1,-5.674507613482456,5.674507613482456
12718,disfigure,0.3,2,dIsfIg@R,V,3,8,3,False,0,-5.115154400997547,5.115154400997547
12719,disfigurement,0.0,2,dIsfIg@m@nt,N,4,11,4,False,0,-6.793859553902638,6.793859553902638
12720,disforest,0.0,2,dIsfQrIst,V,3,9,3,False,0,-5.1590851681078185,5.1590851681078185
12721,disforestation,0.0,2,dIsfQrIst1SH,N,5,12,4,False,0,-6.596250998805158,6.596250998805158
12722,disfranchise,0.0,2,dIsfr{nJ2z,V,3,10,3,False,0,-4.9615688355755685,4.9615688355755685
12723,disfranchisement,0.0,2,dIsfr{nJIzm@nt,N,4,14,4,False,0,-6.624043302868044,6.624043302868044
12724,disfrock,0.0,2,dIsfrQk,V,2,7,2,False,0,-4.877257430549672,4.877257430549672
12725,disgorge,0.0,2,dIsg$_,V,2,6,2,False,0,-4.928701666177819,4.928701666177819
12726,disgrace,0.85,1,dIsgr1s,N,2,7,2,False,1,-4.785805968777975,4.785805968777975
12727,disgrace,0.48,2,dIsgr1s,V,2,7,2,False,1,-4.785805968777975,4.785805968777975
12728,disgraceful,0.48,2,dIsgr1sfUl,A,3,10,3,False,0,-5.139642788384295,5.139642788384295
12729,disgracefully,0.0,2,dIsgr1sfUlI,ADV,4,11,4,False,0,-5.214361539448677,5.214361539448677
12730,disgruntle,0.0,0,dIsgrVntP,V,3,9,2,False,0,-5.779354594245208,5.779354594245208
12731,disgruntled,0.0,1,dIsgrVntPd,A,3,10,2,False,0,-6.43679906311023,6.43679906311023
12732,disguise,0.9,2,dIsg2z,N,2,6,2,False,1,-5.39823679819846,5.39823679819846
12733,disguise,1.26,1,dIsg2z,V,2,6,2,False,1,-5.39823679819846,5.39823679819846
12734,disgust,1.08,1,dIsgVst,N,2,7,2,False,1,-4.8828769979289275,4.8828769979289275
12735,disgust,0.7,0,dIsgVst,V,2,7,2,False,1,-4.8828769979289275,4.8828769979289275
12736,disgustedly,0.0,2,dIsgVstIdlI,ADV,4,11,4,False,0,-6.823312319356651,6.823312319356651
12737,disgusting,1.0,1,dIsgVstIN,A,3,9,3,False,0,-6.152250780811843,6.152250780811843
12738,disgustingly,0.0,2,dIsgVstINlI,ADV,4,11,4,False,0,-6.578934237798146,6.578934237798146
12739,dish,1.45,1,dIS,N,1,3,1,False,1,-4.5692441525470535,4.5692441525470535
12740,dish,0.3,1,dIS,V,1,3,1,False,1,-4.5692441525470535,4.5692441525470535
12741,dishabille,0.0,0,dIs{bil,N,3,7,3,False,0,-5.1453940036206,5.1453940036206
12742,disharmonious,0.0,2,dIsh#m5n7s,A,4,10,4,False,0,-6.062466206138543,6.062466206138543
12743,disharmony,0.0,2,dIsh#m@nI,N,4,9,4,False,0,-5.834551037819455,5.834551037819455
12744,dishcloth,0.0,2,dISklQT,N,2,7,2,False,0,-5.0523508280757685,5.0523508280757685
12745,dishearten,0.0,2,dIsh#tH,V,3,7,2,False,0,-4.882544684189867,4.882544684189867
12746,disheartenment,0.0,2,dIsh#tHm@nt,N,4,11,3,False,0,-5.539550723079747,5.539550723079747
12747,dishes,1.11,1,dISIs,N,2,5,2,False,0,-5.215563699989648,5.215563699989648
12748,dishevelled,0.3,0,dISEvPd,A,3,7,2,False,0,-5.302041540762335,5.302041540762335
12749,dishful,0.0,2,dISfUl,N,2,6,2,False,0,-5.09710723928241,5.09710723928241
12750,dishonest,0.78,2,dIsQnIst,A,3,8,3,False,0,-5.30250300967135,5.30250300967135
12751,dishonestly,0.0,2,dIsQnIstlI,ADV,4,10,4,False,0,-6.793805227532066,6.793805227532066
12752,dishonesty,0.48,2,dIsQnIstI,N,4,9,4,False,0,-7.080303277463461,7.080303277463461
12753,dishonour,0.0,1,dIsQn@R,N,3,7,3,False,1,-5.1446090704415885,5.1446090704415885
12754,dishonour,0.0,2,dIsQn@R,V,3,7,3,False,1,-5.1446090704415885,5.1446090704415885
12755,dishonourable,0.0,2,dIsQn@r@bP,A,5,10,4,False,0,-5.608302919273657,5.608302919273657
12756,dishonourably,0.0,2,dIsQn@r@blI,ADV,5,11,5,False,0,-5.787188319908718,5.787188319908718
12757,dishorn,0.0,2,dIsh$n,V,2,6,2,False,0,-4.870393527336671,4.870393527336671
12761,dishwasher,0.48,2,dISwQS@R,N,3,8,3,False,0,-5.548030979594029,5.548030979594029
12762,dishwater,0.0,2,dISw$t@R,N,3,8,3,False,0,-5.578260748244159,5.578260748244159
12763,dishy,0.0,2,dISI,A,2,4,2,False,0,-4.8150513571523526,4.8150513571523526
12764,disillusion,0.3,2,dIsIluZH,N,4,8,3,False,1,-4.920609850225993,4.920609850225993
12765,disillusion,0.3,1,dIsIluZH,V,4,8,3,False,1,-4.920609850225993,4.920609850225993
12766,disillusioned,0.48,1,dIsIluZHd,A,4,9,3,False,0,-6.09992190097649,6.09992190097649
12767,disillusionment,0.3,2,dIsIluZHm@nt,N,5,12,4,False,0,-6.356415597029075,6.356415597029075
12768,disincentive,0.0,2,dIsInsEntIv,N,4,11,4,False,0,-7.958711441824527,7.958711441824527
12769,disinclination,0.0,2,dIsInklIn1SH,N,5,12,4,False,0,-6.081001825193594,6.081001825193594
12770,disincline,0.0,2,dIsInkl2n,V,3,9,3,False,0,-5.064112324980055,5.064112324980055
12771,disinclined,0.0,1,dIsInkl2nd,A,3,10,3,False,0,-5.798722630001087,5.798722630001087
12772,disinfect,0.0,2,dIsInfEkt,V,3,9,3,False,0,-5.474398314942278,5.474398314942278
12773,disinfectant,0.3,2,dIsInfEkt@nt,N,4,12,4,False,1,-7.512677764591674,7.512677764591674
12774,disinfectant,0.0,2,dIsInfEkt@nt,A,4,12,4,False,1,-7.512677764591674,7.512677764591674
12775,disinfection,0.0,2,dIsInfEkSH,N,4,10,3,False,0,-4.738542396145949,4.738542396145949
12776,disinfest,0.0,2,dIsInfEst,V,3,9,3,False,0,-5.356087436511391,5.356087436511391
12777,disinfestation,0.0,2,dIsInfEst1SH,N,5,12,4,False,0,-5.855277363526649,5.855277363526649
12778,disinflation,0.0,2,dIsInfl1SH,N,4,10,3,False,0,-5.5148347540772,5.5148347540772
12779,disinflationary,0.0,2,dIsInfl1SH@rI,A,6,13,5,False,0,-7.500457338416559,7.500457338416559
12780,disingenuous,0.0,2,dIsIn_Enj9s,A,4,11,4,False,0,-5.794955506125593,5.794955506125593
12781,disingenuously,0.0,2,dIsIn_Enj9slI,ADV,5,13,5,False,0,-5.878606425868039,5.878606425868039
12782,disingenuousness,0.0,2,dIsIn_Enj9snIs,N,5,14,5,False,0,-6.0608304405663,6.0608304405663
12783,disinherit,0.0,2,dIsInhErIt,V,4,10,4,False,0,-5.6841721193080135,5.6841721193080135
12784,disinheritance,0.0,2,dIsInhErIt@ns,N,5,13,5,False,0,-6.722527029886151,6.722527029886151
12785,disintegrate,0.9,2,dIsIntIgr1t,V,4,11,4,False,0,-6.027077645900595,6.027077645900595
12786,disintegration,0.48,2,dIsIntIgr1SH,N,5,12,4,False,0,-5.9869159070401565,5.9869159070401565
12787,disinter,0.0,2,dIsInt3R,V,3,8,3,False,0,-5.553192338451262,5.553192338451262
12788,disinterested,0.48,2,dIsIntr@stId,A,4,12,4,False,0,-6.8871784523499855,6.8871784523499855
12789,disinterestedly,0.0,2,dIsIntr@stIdlI,ADV,5,14,5,False,0,-7.608743651827418,7.608743651827418
12790,disinterestedness,0.0,2,dIsIntr@stIdnIs,N,5,15,5,False,0,-7.6137601659865775,7.6137601659865775
12791,disinterment,0.0,2,dIsInt3m@nt,N,4,11,4,False,0,-6.541826135246065,6.541826135246065
12792,disjoint,0.0,2,dIs_4nt,V,2,7,2,False,0,-4.54047909527521,4.54047909527521
12793,disjointed,0.0,1,dIs_4ntId,A,3,9,3,False,0,-4.981716541294324,4.981716541294324
12794,disjointedly,0.0,2,dIs_4ntIdlI,ADV,4,11,4,False,0,-5.390453839768239,5.390453839768239
12795,disjointedness,0.0,2,dIs_4ntIdnIs,N,4,12,4,False,0,-6.236866998111414,6.236866998111414
12796,disjunction,0.0,2,dIs_VNkSH,N,3,9,2,False,0,-5.6689206770123155,5.6689206770123155
12797,disjunctive,0.0,2,dIs_VNktIv,A,3,10,3,False,0,-6.188223888325472,6.188223888325472
12798,dislike,1.04,1,dIsl2k,N,2,6,2,False,1,-4.73636544125082,4.73636544125082
12799,dislike,1.36,2,dIsl2k,V,2,6,2,False,1,-4.73636544125082,4.73636544125082
12800,dislocate,0.0,2,dIsl5k1t,V,3,8,3,False,0,-5.064102261999749,5.064102261999749
12801,dislocation,0.0,2,dIsl5k1SH,N,4,9,3,False,0,-5.036048519397423,5.036048519397423
12802,dislodge,0.48,2,dIslQ_,V,2,6,2,False,0,-4.7675663340183245,4.7675663340183245
12803,dislodgement,0.0,2,dIslQ_m@nt,N,3,10,3,False,0,-5.045768236813556,5.045768236813556
12804,disloyal,0.3,2,dIsl4@l,A,3,7,3,False,0,-4.8050947151214,4.8050947151214
12805,disloyally,0.0,2,dIsl4@lI,ADV,4,8,4,False,0,-4.894667546082632,4.894667546082632
12806,disloyalty,0.0,2,dIsl4@ltI,N,4,9,4,False,0,-4.90718480945646,4.90718480945646
12807,dismal,0.7,0,dIzm@l,A,2,6,2,False,0,-5.484109511179102,5.484109511179102
12808,dismally,0.0,2,dIzm@lI,ADV,3,7,3,False,0,-5.529592738666766,5.529592738666766
12809,dismantle,0.78,2,dIsm{ntP,V,3,8,2,False,0,-5.88375518225837,5.88375518225837
12810,dismantlement,0.0,2,dIsm{ntPm@nt,N,4,12,3,False,0,-6.618567075584875,6.618567075584875
12811,dismast,0.0,2,dIsm#st,V,2,7,2,False,0,-5.800334805595241,5.800334805595241
12812,dismay,0.85,1,dIsm1,N,2,5,2,False,1,-4.747490362673247,4.747490362673247
12813,dismay,0.7,0,dIsm1,V,2,5,2,False,1,-4.747490362673247,4.747490362673247
12814,dismember,0.3,2,dIsmEmb@R,V,3,9,3,False,0,-4.975638228398804,4.975638228398804
12815,dismemberment,0.0,2,dIsmEmb@m@nt,N,4,12,4,False,0,-6.4527619062668595,6.4527619062668595
12816,dismiss,1.54,0,dIsmIs,V,2,6,2,False,0,-4.9117358794241746,4.9117358794241746
12817,dismissal,0.95,2,dIsmIsP,N,3,7,2,False,0,-5.157543084029474,5.157543084029474
12818,dismount,0.3,2,dIsm6nt,V,2,7,2,False,0,-4.913898191796574,4.913898191796574
12819,dismounted,0.0,1,dIsm6ntId,A,3,9,3,False,0,-6.3162442595503405,6.3162442595503405
12820,disobedience,0.48,2,dIs@bidj@ns,N,4,11,4,False,0,-5.809505430933245,5.809505430933245
12821,disobedient,0.0,2,dIs@bidj@nt,A,4,11,4,False,0,-5.801652877176582,5.801652877176582
12822,disobediently,0.0,2,dIs@bidj@ntlI,ADV,5,13,5,False,0,-6.036763413639125,6.036763413639125
12823,disobey,0.48,2,dIs@b1,V,3,6,3,False,0,-5.549797286898876,5.549797286898876
12824,disoblige,0.0,2,dIs@bl2_,V,3,8,3,False,0,-5.794112721434423,5.794112721434423
12825,disobligingly,0.0,2,dIs@bl2_INlI,ADV,5,12,5,False,0,-5.975210280352808,5.975210280352808
12826,disorder,1.11,1,dIs$d@R,N,3,7,3,False,1,-4.7354069534159065,4.7354069534159065
12827,disorder,0.3,2,dIs$d@R,V,3,7,3,False,1,-4.7354069534159065,4.7354069534159065
12828,disorderliness,0.0,2,dIs$d@lInIs,N,5,11,5,False,0,-5.955723265510462,5.955723265510462
12829,disorderly,0.0,2,dIs$d@lI,A,4,8,4,False,0,-5.0638030949709005,5.0638030949709005
12831,disorganization,0.0,2,dIs$g@n2z1SH,N,6,12,5,False,0,-5.453271892163088,5.453271892163088
12832,disorganize,0.3,2,dIs$g@n2z,V,4,9,4,False,0,-5.22938851876476,5.22938851876476
12833,disorient,0.0,2,dIs$r7nt,V,3,8,3,False,0,-5.395481781075116,5.395481781075116
12834,disorientate,0.0,2,dIs$r7nt1t,V,4,10,4,False,0,-6.608972166428263,6.608972166428263
12835,disorientation,0.0,2,dIs$r7nt1SH,N,5,11,4,False,0,-6.563433550097905,6.563433550097905
12836,disown,0.3,2,dIs5n,V,2,5,2,False,0,-4.795520595707982,4.795520595707982
12837,disparage,0.3,0,dIsp{rI_,V,3,8,3,False,0,-5.231724027759578,5.231724027759578
12838,disparagement,0.0,2,dIsp{rI_m@nt,N,4,12,4,False,0,-6.233612064479964,6.233612064479964
12839,disparaging,0.0,1,dIsp{rI_IN,A,4,10,4,False,0,-6.955454759109153,6.955454759109153
12840,disparagingly,0.0,2,dIsp{rI_INlI,ADV,5,12,5,False,0,-6.521433663352449,6.521433663352449
12841,disparate,0.48,0,dIsp@r@t,A,3,8,3,False,0,-5.625065815883663,5.625065815883663
12842,disparately,0.0,2,dIsp@r@tlI,ADV,4,10,4,False,0,-6.081375053116094,6.081375053116094
12843,disparity,0.7,2,dIsp{r@tI,N,4,9,4,False,0,-5.665437540506743,5.665437540506743
12844,dispassionate,0.0,2,dIsp{SH@t,A,4,9,3,False,0,-6.193309252958348,6.193309252958348
12845,dispassionately,0.0,2,dIsp{SH@tlI,ADV,5,11,4,False,0,-6.289400645834135,6.289400645834135
12846,dispassionateness,0.0,2,dIsp{SH@tnIs,N,5,12,4,False,0,-6.692485620838104,6.692485620838104
12847,dispatch,1.18,1,dIsp{J,N,2,6,2,False,1,-4.817567170804608,4.817567170804608
12848,dispatch,0.85,0,dIsp{J,V,2,6,2,False,1,-4.817567170804608,4.817567170804608
12850,dispatches,0.0,1,dIsp{JIz,N,3,8,3,False,0,-5.952375680570737,5.952375680570737
12852,dispel,0.7,0,dIspEl,V,2,6,2,False,0,-5.4648391914791645,5.4648391914791645
12853,dispensability,0.0,2,dIspEns@bIl@tI,N,6,14,6,False,0,-6.104657598116376,6.104657598116376
12854,dispensable,0.0,2,dIspEns@bP,A,4,10,3,False,0,-5.6460073751719255,5.6460073751719255
12855,dispensary,0.0,2,dIspEns@rI,N,4,10,4,False,0,-6.633717305958011,6.633717305958011
12856,dispensation,0.0,2,dIspEns1SH,N,4,10,3,False,0,-5.631042602828562,5.631042602828562
12857,dispense,0.95,0,dIspEns,V,2,7,2,False,0,-4.892231764430849,4.892231764430849
12858,dispenser,0.0,2,dIspEns@R,N,3,9,3,False,0,-6.001525896392456,6.001525896392456
12861,dispersal,0.3,2,dIsp3sP,N,3,7,2,False,0,-5.2079476388845185,5.2079476388845185
12862,disperse,1.0,0,dIsp3s,V,2,6,2,False,0,-4.550503170019497,4.550503170019497
12863,dispersion,0.0,2,dIsp3SH,N,3,7,2,False,1,-4.842962922025476,4.842962922025476
12864,Dispersion,0.0,0,dIsp3SH,N,3,7,2,False,1,-4.842962922025476,4.842962922025476
12865,dispirit,0.0,2,dIspIrIt,V,3,8,3,False,0,-6.209238120538434,6.209238120538434
12866,dispiritedly,0.0,2,dIspIrItIdlI,ADV,5,12,5,False,0,-8.10900061558723,8.10900061558723
12867,displace,0.85,2,dIspl1s,V,2,7,2,False,0,-5.07171068620645,5.07171068620645
12869,displacement,0.48,2,dIspl1sm@nt,N,3,11,3,False,0,-5.762502032487449,5.762502032487449
12870,display,1.58,1,dIspl1,N,2,6,2,False,1,-4.805421079659765,4.805421079659765
12871,display,1.58,0,dIspl1,V,2,6,2,False,1,-4.805421079659765,4.805421079659765
12872,displease,0.6,2,dIspliz,V,2,7,2,False,0,-5.282171554291169,5.282171554291169
12873,displeasing,0.0,1,dIsplizIN,A,3,9,3,False,0,-5.623570510309975,5.623570510309975
12874,displeasingly,0.0,2,dIsplizINlI,ADV,4,11,4,False,0,-5.827465891170302,5.827465891170302
12875,displeasure,0.48,2,dIsplEZ@R,N,3,9,3,False,0,-5.740514899008959,5.740514899008959
12876,disport,0.0,0,dIsp$t,V,2,6,2,False,0,-5.345153951976696,5.345153951976696
12877,disposable,0.6,2,dIsp5z@bP,A,4,9,3,False,0,-5.865658845074461,5.865658845074461
12878,disposal,1.23,2,dIsp5zP,N,3,7,2,False,0,-5.12000932752058,5.12000932752058
12879,dispose,1.15,0,dIsp5z,V,2,6,2,False,0,-4.243818570101034,4.243818570101034
12880,disposed,0.3,1,dIsp5zd,A,2,7,2,False,0,-4.773408464920206,4.773408464920206
12883,disposition,0.85,2,dIsp@zISH,N,4,9,3,False,0,-4.448873417516123,4.448873417516123
12884,dispossess,0.0,2,dIsp@zEs,V,3,8,3,False,0,-5.03214376331763,5.03214376331763
12885,dispossessed,0.0,1,dIsp@zEst,A,3,9,3,False,1,-5.210633120580891,5.210633120580891
12886,dispossessed,0.0,1,dIsp@zEst,N,3,9,3,False,1,-5.210633120580891,5.210633120580891
12887,dispossession,0.0,2,dIsp@zESH,N,4,9,3,False,0,-5.121212194699682,5.121212194699682
12888,disproof,0.0,1,dIspruf,N,2,7,2,False,0,-5.009980155844123,5.009980155844123
12889,disproportion,0.0,2,dIspr@p$SH,N,4,10,3,False,0,-5.610734631237299,5.610734631237299
12890,disproportionate,0.3,2,dIspr@p$Sn@t,A,4,12,4,False,0,-5.957071970574531,5.957071970574531
12891,disproportionately,0.3,2,dIspr@p$Sn@tlI,ADV,5,14,5,False,0,-5.997796919239999,5.997796919239999
12892,disprove,0.48,2,dIspruv,V,2,7,2,False,0,-5.7169232300675255,5.7169232300675255
12893,disputable,0.0,2,dIspjUt@bP,A,4,10,3,False,0,-5.6879307155282355,5.6879307155282355
12894,disputably,0.0,2,dIspjut@blI,ADV,4,11,4,False,0,-5.419253068330229,5.419253068330229
12895,disputant,0.0,2,dIspjut@nt,N,3,10,3,False,0,-6.01262599198291,6.01262599198291
12896,disputation,0.0,2,dIspjut1SH,N,4,10,3,False,0,-4.987068358581622,4.987068358581622
12897,disputatious,0.0,2,dIspjut1S@s,A,4,11,4,False,0,-6.167511091541833,6.167511091541833
12898,disputatiously,0.0,2,dIspjut1S@slI,ADV,5,13,5,False,0,-6.2280737326083875,6.2280737326083875
12899,dispute,1.46,1,dIspjut,N,2,7,2,False,1,-4.659170521629047,4.659170521629047
12900,dispute,0.78,0,dIspjut,V,2,7,2,False,1,-4.659170521629047,4.659170521629047
12901,disqualification,0.0,2,dIskwQlIfIk1SH,N,6,14,5,False,0,-6.205229066217645,6.205229066217645
12902,disqualify,0.3,2,dIskwQlIf2,V,4,10,4,False,0,-5.873994115013419,5.873994115013419
12903,disquiet,0.3,1,dIskw2@t,N,3,8,3,False,1,-5.074340443807294,5.074340443807294
12904,disquiet,0.3,2,dIskw2@t,V,3,8,3,False,1,-5.074340443807294,5.074340443807294
12905,disquieting,0.0,1,dIskw2@tIN,A,4,10,4,False,0,-6.6379517267802095,6.6379517267802095
12906,disquietingly,0.0,2,dIskw2@tINlI,ADV,5,12,5,False,0,-6.6548394889136375,6.6548394889136375
12907,disquietude,0.0,2,dIskw2@tjud,N,4,11,4,False,0,-6.550550830054641,6.550550830054641
12908,disquisition,0.0,0,dIskwIzISH,N,4,10,3,False,0,-6.134660223102402,6.134660223102402
12909,disregard,0.3,1,dIsrIg#d,N,3,8,3,False,1,-5.401850188071302,5.401850188071302
12910,disregard,0.78,2,dIsrIg#d,V,3,8,3,False,1,-5.401850188071302,5.401850188071302
12911,disrelish,0.0,2,dIsrElIS,V,3,8,3,False,1,-5.909233391250968,5.909233391250968
12912,disrelish,0.0,1,dIsrElIS,N,3,8,3,False,1,-5.909233391250968,5.909233391250968
12913,disremember,0.0,2,dIsrImEmb@R,V,4,11,4,False,0,-6.1207197748378555,6.1207197748378555
12914,disrepair,0.0,2,dIsrIp8R,N,3,8,3,False,0,-5.261027500014336,5.261027500014336
12915,disreputable,0.0,2,dIsrEpjUt@bP,A,5,12,4,False,0,-5.304365946920812,5.304365946920812
12916,disreputableness,0.0,2,dIsrEpjUt@bPnIs,N,6,15,5,False,0,-6.984758754390591,6.984758754390591
12917,disreputably,0.0,2,dIsrEpjUt@blI,ADV,5,13,5,False,0,-5.683939160992855,5.683939160992855
12918,disrepute,0.0,2,dIsrIpjut,N,3,9,3,False,0,-5.831748112033338,5.831748112033338
12919,disrespect,0.0,2,dIsrIspEkt,N,3,10,3,False,0,-5.7912927786372,5.7912927786372
12920,disrespectful,0.0,2,dIsrIspEktfUl,A,4,13,4,False,0,-6.6882954055707655,6.6882954055707655
12921,disrespectfully,0.0,2,dIsrIspEktfUlI,ADV,5,14,5,False,0,-6.801190964186983,6.801190964186983
12922,disrobe,0.0,2,dIsr5b,V,2,6,2,False,0,-4.94792143344058,4.94792143344058
12923,disrupt,0.9,0,dIsrVpt,V,2,7,2,False,0,-4.7385871038783645,4.7385871038783645
12924,disruption,0.7,2,dIsrVpSH,N,3,8,2,False,0,-4.786929218904889,4.786929218904889
12925,disruptive,0.48,2,dIsrVptIv,A,3,9,3,False,0,-5.6874956802875145,5.6874956802875145
12926,disruptively,0.0,2,dIsrVptIvlI,ADV,4,11,4,False,0,-5.869016068551472,5.869016068551472
12927,dissatisfaction,0.7,2,dIss{tIsf{kSH,N,5,13,4,False,0,-5.703067253331099,5.703067253331099
12928,dissatisfy,0.6,2,dIss{tIsf2,V,4,10,4,False,0,-5.622062115742888,5.622062115742888
12929,dissect,0.3,0,dIsEkt,V,2,6,2,False,0,-5.142870912172125,5.142870912172125
12930,dissection,0.0,2,dIsEkSH,N,3,7,2,False,0,-5.273735985382185,5.273735985382185
12931,dissemble,0.0,0,dIsEmbP,V,3,7,2,False,0,-4.9698139728546815,4.9698139728546815
12932,dissembler,0.0,2,dIsEmbl@R,N,3,9,3,False,0,-4.971960052965331,4.971960052965331
12933,disseminate,0.48,0,dIsEmIn1t,V,4,9,4,False,0,-6.150569688303723,6.150569688303723
12934,dissemination,0.3,2,dIsEmIn1SH,N,5,10,4,False,0,-6.095019137256596,6.095019137256596
12935,dissension,0.3,2,dIsEnSH,N,3,7,2,False,0,-4.6428250731308385,4.6428250731308385
12936,dissent,0.85,1,dIsEnt,N,2,6,2,False,2,-5.236433638953507,5.236433638953507
12937,dissent,0.0,0,dIsEnt,V,2,6,2,False,2,-5.236433638953507,5.236433638953507
12938,dissenter,0.78,2,dIsEnt@R,N,3,8,3,False,0,-6.199185473278655,6.199185473278655
12939,dissenting,0.3,1,dIsEntIN,A,3,8,3,False,0,-6.54764894147134,6.54764894147134
12940,dissertation,0.85,0,dIs@t1SH,N,4,8,3,False,0,-6.56611642031003,6.56611642031003
12941,disservice,0.0,2,dIss3vIs,N,3,8,3,False,0,-5.945649924260284,5.945649924260284
12942,dissever,0.0,2,dIssEv@R,V,3,8,3,False,0,-5.413328010430731,5.413328010430731
12943,dissidence,0.0,2,dIsId@ns,N,3,8,3,False,0,-5.688393592024872,5.688393592024872
12944,dissident,0.48,1,dIsId@nt,N,3,8,3,False,1,-5.56815385980146,5.56815385980146
12945,dissident,0.0,0,dIsId@nt,A,3,8,3,False,1,-5.56815385980146,5.56815385980146
12946,dissimilar,0.3,2,dIsImIl@R,A,4,9,4,False,0,-4.961053852201123,4.961053852201123
12947,dissimilarity,0.0,2,dIsImIl{r@tI,N,6,12,6,False,0,-5.73537342063753,5.73537342063753
12948,dissimilarly,0.0,2,dIsImIl@lI,ADV,5,10,5,False,0,-5.702993900255129,5.702993900255129
12949,dissimilitude,0.0,2,dIsImIlItjud,N,5,12,5,False,0,-6.5084651708274865,6.5084651708274865
12950,dissimulate,0.0,2,dIsImjUl1t,V,4,10,4,False,0,-5.206655282884493,5.206655282884493
12951,dissimulation,0.0,2,dIsImjUl1SH,N,5,11,4,False,0,-5.269661463671549,5.269661463671549
12952,dissipate,0.7,0,dIsIp1t,V,3,7,3,False,0,-4.866917928531095,4.866917928531095
12953,dissipated,0.0,1,dIsIp1tId,A,4,9,4,False,0,-5.4229460961298654,5.4229460961298654
12954,dissipation,0.0,2,dIsIp1SH,N,4,8,3,False,0,-5.071776106601578,5.071776106601578
12955,dissociate,0.3,0,dIs5SI1t,V,4,8,4,False,0,-5.2934807216573665,5.2934807216573665
12956,dissociation,0.0,2,dIs5sI1SH,N,5,9,4,False,0,-5.287334104548919,5.287334104548919
12957,dissolubility,0.0,2,dIsQljUbIl@tI,N,6,13,6,False,0,-4.80600253348425,4.80600253348425
12958,dissoluble,0.0,2,dIsQljUbP,A,4,9,3,False,0,-4.56534152099041,4.56534152099041
12959,dissolute,0.0,0,dIs@lut,A,3,7,3,False,0,-5.0432099994541195,5.0432099994541195
12960,dissolutely,0.0,2,dIs@lutlI,ADV,4,9,4,False,0,-5.826531284757117,5.826531284757117
12961,dissoluteness,0.0,2,dIs@lutnIs,N,4,10,4,False,0,-5.568570155947691,5.568570155947691
12962,dissolution,0.48,2,dIs@luSH,N,4,8,3,False,0,-5.223291760775702,5.223291760775702
12963,dissolve,1.26,0,dIzQlv,V,2,6,2,False,0,-4.98025996999003,4.98025996999003
12964,dissonance,0.0,2,dIs@n@ns,N,3,8,3,False,0,-5.204895115766433,5.204895115766433
