,Word,CobLog,CompCnt,PhonDISC,Class,SylCnt,num_phones,num_sylls_est,log_prob,surprisal
19242,go-go,0.0,0,g5g5,A,2,4,2,-6.764813394360824,6.764813394360824
19243,go home,0.0,2,g5h5m,V,2,5,2,-8.319905643415602,8.319905643415602
19244,go in,0.0,2,g5In,V,2,4,2,-6.414041030075508,6.414041030075508
19245,go in for,0.0,0,g5Inf$R,V,3,7,3,-9.732393485908604,9.732393485908604
19246,going,1.53,1,g5IN,N,2,4,2,-6.121183339060367,6.121183339060367
19247,going,0.0,1,g5IN,A,2,4,2,-6.121183339060367,6.121183339060367
19248,going-over,0.0,1,g5IN5v@R,N,4,8,4,-11.886699418573915,11.886699418573915
19249,goings,0.0,1,g5INz,N,2,5,2,-7.763970521430134,7.763970521430134
19250,goings-on,0.0,2,g5INzQn,N,3,7,3,-11.238579403264119,11.238579403264119
19251,go into,0.0,2,g5Intu,V,3,6,3,-9.816036707523109,9.816036707523109
19252,goitre,0.0,1,g4t@R,N,2,5,2,-7.631052351010496,7.631052351010496
19253,go-kart,0.0,0,g5k#t,N,2,5,2,-7.490552140187847,7.490552140187847
19254,gold,1.94,1,g5ld,N,1,4,1,-6.259407000235173,6.259407000235173
19255,goldbeater,0.0,3,g5ldbit@R,N,3,9,3,-12.330752931233762,12.330752931233762
19256,gold-digger,0.0,2,g5lddIg@R,N,3,9,3,-13.198418386391381,13.198418386391381
19257,gold-dust,0.0,2,g5lddVst,N,2,8,2,-13.204143661121062,13.204143661121062
19258,golden,1.66,2,g5ld@n,A,2,6,2,-8.276604809132294,8.276604809132294
19259,golden age,0.0,2,g5ld@n1_,N,3,8,3,-11.672398054653835,11.672398054653835
19260,golden handshake,0.0,2,g5ld@nh{ndS1k,N,4,13,4,-18.88260647271861,18.88260647271861
19261,golden jubilee,0.0,2,g5ld@n_ubIli,N,5,12,5,-17.211244799945106,17.211244799945106
19262,golden mean,0.0,2,g5ld@nmin,N,3,9,3,-13.349390882360042,13.349390882360042
19263,golden oriole,0.0,2,g5ld@n$rI5l,N,5,11,5,-15.617850215202058,15.617850215202058
19264,golden rule,0.0,2,g5ld@nrul,N,3,9,3,-13.627201806280063,13.627201806280063
19265,golden syrup,0.0,2,g5ld@nsIr@p,N,4,11,4,-15.00468124144317,15.00468124144317
19266,golden wedding,0.0,1,g5ld@nwEdIN,N,4,11,4,-14.425119274821226,14.425119274821226
19267,golden wedding anniversary,0.0,0,g5ld@nwEdIN{nIv3s@rI,N,9,20,9,-27.55768772837008,27.55768772837008
19268,goldfield,0.0,2,g5ldfild,N,2,8,2,-13.190865666099059,13.190865666099059
19269,goldfinch,0.0,2,g5ldfInJ,N,2,8,2,-12.549735626339231,12.549735626339231
19270,goldfish,0.3,2,g5ldfIS,N,2,7,2,-11.355195672967747,11.355195672967747
19271,gold-foil,0.0,2,g5ldf4l,N,2,7,2,-12.440245778845945,12.440245778845945
19272,gold-leaf,0.0,2,g5ldlif,N,2,7,2,-11.588364882473725,11.588364882473725
19273,goldmine,0.0,2,g5ldm2n,N,2,7,2,-11.296237461762553,11.296237461762553
19274,gold-plate,0.0,2,g5ldpl1t,N,2,8,2,-11.895801981076985,11.895801981076985
19275,gold plated,0.0,2,g5ldpl1tId,A,3,10,3,-14.032702964139668,14.032702964139668
19276,gold-rush,0.0,2,g5ldrVS,N,2,7,2,-11.26684151677472,11.26684151677472
19277,goldsmith,0.6,2,g5ldsmIT,N,2,8,2,-13.845432911344169,13.845432911344169
19278,gold standard,0.0,2,g5ldst{nd@d,N,3,11,3,-14.976804558854896,14.976804558854896
19279,golf,1.48,1,gQlf,N,1,4,1,-7.450249154100695,7.450249154100695
19280,golf,0.48,1,gQlf,V,1,4,1,-7.450249154100695,7.450249154100695
19281,golf-ball,0.0,2,gQlfb$l,N,2,7,2,-12.305556611994618,12.305556611994618
19282,golf-club,0.0,2,gQlfklVb,N,2,8,2,-15.092127101982577,15.092127101982577
19283,golf-course,0.0,2,gQlfk$s,N,2,7,2,-12.668405192316921,12.668405192316921
19284,golfer,0.9,2,gQlf@R,N,2,6,2,-8.16342844946221,8.16342844946221
19285,golf-links,0.0,2,gQlflINks,N,2,9,2,-11.334107009035986,11.334107009035986
19286,goliath,0.0,1,g5l2@T,N,3,6,3,-9.489547432095383,9.489547432095383
19287,Goliath,0.0,0,g5l2@T,N,3,6,3,-9.489547432095383,9.489547432095383
19288,golliwog,0.0,1,gQlIwQg,N,3,7,3,-10.849211702940766,10.849211702940766
19289,golly,0.0,0,gQlI,I,2,4,2,-5.151704323656964,5.151704323656964
19290,golly,0.0,2,gQlI,N,2,4,2,-5.151704323656964,5.151704323656964
19291,gonad,0.0,1,g5n{d,N,2,5,2,-7.988539886661105,7.988539886661105
19292,gondola,0.0,1,gQnd@l@,N,3,7,3,-9.390315027102517,9.390315027102517
19293,gondolier,0.0,2,gQnd@l7R,N,3,8,3,-10.05582034026134,10.05582034026134
19294,gone,1.56,1,gQn,A,1,3,1,-4.788246528457499,4.788246528457499
19295,goner,0.0,2,gQn@R,N,2,5,2,-5.9571611707918315,5.9571611707918315
19296,gong,0.3,1,gQN,N,1,3,1,-4.910142156439011,4.910142156439011
19297,gong,0.0,1,gQN,V,1,3,1,-4.910142156439011,4.910142156439011
19298,gonna,0.9,2,gQn@,,2,4,2,-6.625635912041355,6.625635912041355
19299,gonorrhoea,0.0,0,gQn@r7,N,3,6,3,-8.6574900023534,8.6574900023534
19300,goo,0.0,1,gu,N,1,2,1,-4.764683850348785,4.764683850348785
19301,goober,0.0,0,gub@R,N,2,5,2,-7.08427596316753,7.08427596316753
19302,good,0.0,1,gUd,N,1,3,1,-5.724289304656105,5.724289304656105
19303,good,3.16,1,gUd,A,1,3,1,-5.724289304656105,5.724289304656105
19304,good afternoon,0.0,0,gUd#ft@nun,I,4,10,4,-16.352867586343475,16.352867586343475
19305,good afternoon,0.0,1,gUd#ft@nun,N,4,10,4,-16.352867586343475,16.352867586343475
19306,good book,0.0,2,gUdbUk,N,2,6,2,-11.025874814763181,11.025874814763181
19307,goodbye,0.3,1,gUdb2,N,2,5,2,-10.169268118166597,10.169268118166597
19308,goodbye,1.2,0,gUdb2,I,2,5,2,-10.169268118166597,10.169268118166597
19309,good evening,0.0,1,gUdivnIN,N,3,8,3,-11.849017955772213,11.849017955772213
19310,good evening,0.0,0,gUdivnIN,I,3,8,3,-11.849017955772213,11.849017955772213
19311,good-fellowship,0.0,2,gUdfEl5SIp,N,4,10,4,-17.000879704620836,17.000879704620836
19312,good-for-naught,0.0,0,gUdf$n$t,N,3,8,3,-13.305082491932314,13.305082491932314
19313,good-for-naught,0.0,1,gUdf$n$t,A,3,8,3,-13.305082491932314,13.305082491932314
19314,good-for-nothing,0.0,0,gUdf$nVTIN,N,4,10,4,-17.48196152825979,17.48196152825979
19315,good-for-nothing,0.0,1,gUdf$nVTIN,A,4,10,4,-17.48196152825979,17.48196152825979
19316,Good Friday,0.0,2,gUdfr2dI,N,3,8,3,-12.281961246713507,12.281961246713507
19317,good-humoured,0.0,3,gUdhjum@d,A,3,9,3,-13.592865827910728,13.592865827910728
19318,good-humouredly,0.0,2,gUdhjum@dlI,ADV,4,11,4,-15.48372950157104,15.48372950157104
19319,goodie,0.0,0,gUdI,I,2,4,2,-6.39522931705792,6.39522931705792
19320,goodish,0.0,2,gUdIS,A,2,5,2,-8.329945768707445,8.329945768707445
19321,good looker,0.0,2,gUdlUk@R,N,3,8,3,-12.290298148146602,12.290298148146602
19322,good-looking,0.7,2,gUdlUkIN,A,3,8,3,-13.503162019785284,13.503162019785284
19323,good looks,0.0,2,gUdlUks,N,2,7,2,-12.37503895084262,12.37503895084262
19324,goodly,0.0,2,gUdlI,A,2,5,2,-7.615152978316416,7.615152978316416
19325,good morning,0.0,0,gUdm$nIN,I,3,8,3,-12.455623331994007,12.455623331994007
19326,good morning,0.0,1,gUdm$nIN,N,3,8,3,-12.455623331994007,12.455623331994007
19327,good-natured,0.48,3,gUdn1J@d,A,3,8,3,-13.94254613309356,13.94254613309356
19328,good-naturedly,0.0,2,gUdn1J@dlI,ADV,4,10,4,-15.83340980675387,15.83340980675387
19329,good-neighbourliness,0.0,2,gUdn1b@lInIs,N,5,12,5,-16.260690417924614,16.260690417924614
19330,goodness,1.26,2,gUdnIs,N,2,6,2,-9.298842669531247,9.298842669531247
19331,goodnight,0.78,0,gUdn2t,I,2,6,2,-10.418260193214202,10.418260193214202
19332,goodnight,0.0,1,gUdn2t,N,2,6,2,-10.418260193214202,10.418260193214202
19333,good offices,0.0,2,gUdQfIsIz,N,4,9,4,-13.030324739468568,13.030324739468568
19334,goods,1.72,0,gUdz,N,1,4,1,-7.395832986106045,7.395832986106045
19335,goods and chattels,0.0,0,gUdz{ndJ{tPz,N,4,12,3,-20.311318322420544,20.311318322420544
19336,good sense,0.0,2,gUdsEns,N,2,7,2,-10.920848458191877,10.920848458191877
19337,good-tempered,0.0,3,gUdtEmp@d,A,3,9,3,-15.271509519244425,15.271509519244425
19338,good-time,0.0,2,gUdt2m,A,2,6,2,-12.466889353917223,12.466889353917223
19339,goodwill,0.85,2,gUdwIl,N,2,6,2,-10.285401727034156,10.285401727034156
19340,goody,0.48,2,gUdI,N,2,4,2,-6.39522931705792,6.39522931705792
19341,goody-goody,0.0,4,gUdIgUdI,N,4,8,4,-12.284964813616467,12.284964813616467
19342,goody-goody,0.0,1,gUdIgUdI,A,4,8,4,-12.284964813616467,12.284964813616467
19343,gooey,0.0,2,guI,A,2,3,2,-5.9884017445745785,5.9884017445745785
19344,goof,0.0,1,guf,N,1,3,1,-6.527929382688172,6.527929382688172
19345,goof,0.0,1,guf,V,1,3,1,-6.527929382688172,6.527929382688172
19346,go off,0.0,2,g5Qf,V,2,4,2,-8.55663948387386,8.55663948387386
19347,go off,0.0,2,g5Qf,V,2,4,2,-8.55663948387386,8.55663948387386
19348,goofiness,0.0,2,gufInIs,N,3,7,3,-9.298467592467983,9.298467592467983
19349,goofy,0.0,2,gufI,A,2,4,2,-6.729072260429961,6.729072260429961
19350,googly,0.0,0,guglI,N,2,5,2,-7.910199939740238,7.910199939740238
19351,goon,0.0,1,gun,N,1,3,1,-5.566424252437428,5.566424252437428
19352,go on,0.0,2,g5Qn,V,2,4,2,-7.391842837373407,7.391842837373407
19353,go on,0.0,2,g5Qn,V,2,4,2,-7.391842837373407,7.391842837373407
19354,goose,1.0,1,gus,N,1,3,1,-5.412726698181766,5.412726698181766
19355,goose,0.0,1,gus,V,1,3,1,-5.412726698181766,5.412726698181766
19356,gooseberry,0.48,2,gUzb@rI,N,3,7,3,-11.58885924767526,11.58885924767526
19357,gooseflesh,0.0,2,gusflES,N,2,7,2,-12.189619791472886,12.189619791472886
19358,goose pimples,0.0,2,guspImpPz,N,3,9,2,-13.654972800611565,13.654972800611565
19359,goosestep,0.0,2,gusstEp,N,2,7,2,-12.534518086110939,12.534518086110939
19360,go out,0.0,2,g56t,V,2,4,2,-7.786078990502642,7.786078990502642
19361,go over,0.0,2,g55v@R,V,3,6,3,-10.819249958254586,10.819249958254586
19362,go over,0.0,2,g55v@R,V,3,6,3,-10.819249958254586,10.819249958254586
19363,gopher,0.0,0,g5f@R,N,2,5,2,-6.722838352811641,6.722838352811641
19364,Gordian knot,0.0,3,g$dj@nnQt,N,3,9,3,-13.649741701690296,13.649741701690296
19365,Gordius,0.0,0,g$dj@s,N,2,6,2,-8.400932773072196,8.400932773072196
19366,gore,0.0,1,g$R,N,1,3,1,-4.812185542818998,4.812185542818998
19367,gore,0.0,1,g$R,V,1,3,1,-4.812185542818998,4.812185542818998
19368,gored,0.0,2,g$d,A,1,3,1,-5.076946551177349,5.076946551177349
19369,gorge,0.9,1,g$_,N,1,3,1,-6.521349863305195,6.521349863305195
19370,gorge,0.3,1,g$_,V,1,3,1,-6.521349863305195,6.521349863305195
19371,gorge on,0.0,2,g$_Qn,V,2,5,2,-9.093948608915296,9.093948608915296
19372,gorgeous,0.7,2,g$_@s,A,2,5,2,-8.266708700605308,8.266708700605308
19373,gorgeously,0.0,2,g$_@slI,ADV,3,7,3,-10.045263593522085,10.045263593522085
19374,gorgeousness,0.0,2,g$_@snIs,N,3,8,3,-11.497551740745399,11.497551740745399
19375,gorge with,0.0,2,g$_wID,V,2,6,2,-12.704702372427974,12.704702372427974
19376,gorgon,0.0,1,g$g@n,N,2,5,2,-7.691568061076077,7.691568061076077
19377,Gorgonzola,0.0,1,g$g@nz5l@,N,4,9,4,-14.423578505347002,14.423578505347002
19378,Gorgonzola,0.0,0,g$g@nz5l@,N,4,9,4,-14.423578505347002,14.423578505347002
19379,gorilla,0.48,1,g@rIl@,N,3,6,3,-7.828312218132262,7.828312218132262
19380,gormand,0.0,0,g$m@nd,N,2,6,2,-7.829311509431726,7.829311509431726
19381,gormandize,0.0,2,g$m@nd2z,V,3,8,3,-10.12706192963515,10.12706192963515
19382,gormless,0.0,0,g$mlIs,A,2,6,2,-8.484433769667907,8.484433769667907
19383,gormlessly,0.0,2,g$mlIslI,ADV,3,8,3,-10.262988662584682,10.262988662584682
19384,go round,0.0,2,g5r6nd,V,2,6,2,-9.61741933183677,9.61741933183677
19385,go round,0.0,2,g5r6nd,V,2,6,2,-9.61741933183677,9.61741933183677
19386,gorse,0.0,1,g$s,N,1,3,1,-5.293694225146301,5.293694225146301
19387,gory,0.3,2,g$rI,A,2,4,2,-5.749060077181587,5.749060077181587
19388,gosh,0.48,0,gQS,I,1,3,1,-6.03215074752968,6.03215074752968
19389,gosling,0.0,2,gQzlIN,N,2,6,2,-9.100298888472707,9.100298888472707
19390,go-slow,0.0,1,g5sl5,N,2,5,2,-7.925001501471242,7.925001501471242
19391,go slow,0.0,2,g5sl5,V,2,5,2,-7.925001501471242,7.925001501471242
19392,gospel,0.7,1,gQspP,N,2,5,1,-7.741523348798851,7.741523348798851
19393,Gospel,0.6,0,gQspP,N,2,5,1,-7.741523348798851,7.741523348798851
19394,gospel truth,0.0,2,gQspPtruT,N,3,9,2,-14.996203798351045,14.996203798351045
19395,gossamer,0.0,0,gQs@m@R,N,3,7,3,-8.395599824148627,8.395599824148627
19396,gossip,1.15,1,gQsIp,N,2,5,2,-8.062175101045284,8.062175101045284
19397,gossip,0.7,1,gQsIp,V,2,5,2,-8.062175101045284,8.062175101045284
19398,gossipy,0.0,2,gQsIpI,A,3,6,3,-8.582953452212951,8.582953452212951
19399,Goth,0.0,1,gQT,N,1,3,1,-5.933068853993868,5.933068853993868
19400,Gothic,0.48,1,gQTIk,N,2,5,2,-7.9232240363498985,7.9232240363498985
19401,Gothic,1.04,2,gQTIk,A,2,5,2,-7.9232240363498985,7.9232240363498985
19402,go through,0.0,2,g5Tru,V,2,5,2,-8.619693317717708,8.619693317717708
19403,go through,0.0,2,g5Tru,V,2,5,2,-8.619693317717708,8.619693317717708
19404,go through with,0.0,0,g5TruwID,V,3,8,3,-15.418980013990758,15.418980013990758
19405,go to,0.0,2,g5tu,V,2,4,2,-7.5504000782453815,7.5504000782453815
19406,go together,0.0,2,g5t@gED@R,V,4,9,4,-12.47966691845195,12.47966691845195
19407,go-to-meeting,0.0,0,g5tumitIN,A,4,9,4,-12.639470151152649,12.639470151152649
19408,gotta,0.6,2,gQt@,,2,4,2,-6.738535490292106,6.738535490292106
19409,gouache,0.0,0,gU#S,N,2,4,2,-10.040490099164026,10.040490099164026
19410,Gouda,0.0,1,g6d@,N,2,4,2,-7.924362501754952,7.924362501754952
19411,Gouda,0.0,0,g6d@,N,2,4,2,-7.924362501754952,7.924362501754952
19412,gouge,0.0,1,g6_,N,1,3,1,-7.878604345165795,7.878604345165795
19413,gouge,0.3,1,g6_,V,1,3,1,-7.878604345165795,7.878604345165795
19414,gouge out,0.0,2,g6_6t,V,2,5,2,-11.183495600402981,11.183495600402981
19415,goulash,0.0,1,gul{S,N,2,5,2,-8.926176656596686,8.926176656596686
19416,go under,0.0,2,g5Vnd@R,V,3,7,3,-11.514301800320453,11.514301800320453
19417,go under,0.0,2,g5Vnd@R,V,3,7,3,-11.514301800320453,11.514301800320453
19418,go up,0.0,2,g5Vp,V,2,4,2,-10.611993096079859,10.611993096079859
19419,gourd,0.0,1,g9d,N,1,3,1,-7.213773146156392,7.213773146156392
19420,gourmand,0.0,0,g9m@nd,N,2,6,2,-9.662471023257078,9.662471023257078
19421,gourmet,0.3,0,g9m1,N,2,4,2,-9.25472403602016,9.25472403602016
19422,gout,0.3,1,g6t,N,1,3,1,-5.387753740053721,5.387753740053721
19423,gouty,0.0,2,g6tI,A,2,4,2,-6.132459385176771,6.132459385176771
19424,govern,1.28,1,gVvH,V,2,4,1,-6.566104943269113,6.566104943269113
19425,governable,0.0,2,gVvn@bP,A,3,7,2,-9.53791035646416,9.53791035646416
19426,governance,0.0,2,gVvn@ns,N,2,7,2,-9.829169436103895,9.829169436103895
19427,governess,0.6,2,gVvnIs,N,2,6,2,-8.479846134975775,8.479846134975775
19428,governing,0.6,1,gVvnIN,A,2,6,2,-8.567198916210812,8.567198916210812
19429,government,2.63,2,gVvHm@nt,N,3,8,2,-11.737230079980577,11.737230079980577
19430,governmental,0.7,2,gVvHmEntP,A,4,9,2,-13.5109451738908,13.5109451738908
19431,governor,1.42,2,gVv@n@R,N,3,7,3,-8.165888737199255,8.165888737199255
19432,governor-general,0.0,2,gVv@n@_En@r@l,N,6,13,6,-15.882212454377685,15.882212454377685
19433,governorship,0.0,2,gVv@n@SIp,N,4,9,4,-13.772937357057188,13.772937357057188
19434,go with,0.0,2,g5wID,V,2,5,2,-10.336175414676449,10.336175414676449
19435,go without,0.0,2,g5wID6t,V,3,7,3,-12.708032238200243,12.708032238200243
19436,gown,1.08,1,g6n,N,1,3,1,-5.495132921533084,5.495132921533084
19437,gown,0.0,1,g6n,V,1,3,1,-5.495132921533084,5.495132921533084
19438,GP,0.0,0,_ipi,,2,4,2,-7.3679543434359225,7.3679543434359225
19439,GPO,0.0,0,_ipi5,,3,5,3,-9.168287362012055,9.168287362012055
19440,grab,0.3,1,gr{b,N,1,4,1,-6.3850105794293235,6.3850105794293235
19441,grab,1.52,1,gr{b,V,1,4,1,-6.3850105794293235,6.3850105794293235
19442,grab at,0.0,2,gr{b{t,V,2,6,2,-7.686062073719894,7.686062073719894
19443,grabber,0.0,2,gr{b@R,N,2,6,2,-6.816149448613032,6.816149448613032
19444,grace,1.34,1,gr1s,N,1,4,1,-5.306737138208221,5.306737138208221
19445,grace,0.0,1,gr1s,V,1,4,1,-5.306737138208221,5.306737138208221
19446,graceful,0.85,2,gr1sfUl,A,2,7,2,-9.24798453275688,9.24798453275688
19447,gracefully,0.7,2,gr1sfUlI,ADV,3,8,3,-9.263411317892787,9.263411317892787
19448,graceless,0.0,2,gr1slIs,A,2,7,2,-7.9024768507122545,7.9024768507122545
19449,gracelessly,0.0,2,gr1slIslI,ADV,3,9,3,-9.68103174362903,9.68103174362903
19450,gracelessness,0.0,2,gr1slIsnIs,N,3,10,3,-11.133319890852343,11.133319890852343
19451,Graces,0.0,0,gr1sIz,N,2,6,2,-7.663861414230379,7.663861414230379
19452,gracious,0.85,2,gr1S@s,A,2,6,2,-6.637459655609844,6.637459655609844
19453,graciously,0.48,2,gr1S@slI,ADV,3,8,3,-8.41601454852662,8.41601454852662
19454,graciousness,0.0,2,gr1S@snIs,N,3,9,3,-9.868302695749932,9.868302695749932
19455,gradation,0.0,2,gr@d1SH,N,3,7,2,-7.442266557288043,7.442266557288043
19456,grade,1.3,1,gr1d,N,1,4,1,-5.4134221037442405,5.4134221037442405
19457,grade,0.9,1,gr1d,V,1,4,1,-5.4134221037442405,5.4134221037442405
19458,grade crossing,0.0,2,gr1dkrQsIN,N,3,10,3,-13.456335374842736,13.456335374842736
19459,gradient,0.3,0,gr1dj@nt,N,2,8,2,-9.147586790925349,9.147586790925349
19460,gradual,1.11,2,gr{_9l,A,2,6,2,-8.910648287201557,8.910648287201557
19461,gradually,1.78,2,gr{_9lI,ADV,3,7,3,-8.926075072337465,8.926075072337465
19462,gradualness,0.0,2,gr{_9lnIs,N,3,9,3,-12.227832806629891,12.227832806629891
19463,graduate,1.23,1,gr{_9t,N,2,6,2,-10.164645557032724,10.164645557032724
19464,graduate,1.11,0,gr{djU1t,V,3,8,3,-9.921727369854064,9.921727369854064
19465,graduate,0.6,1,gr{_9t,A,2,6,2,-10.164645557032724,10.164645557032724
19466,graduation,0.6,2,gr{_U1SH,N,4,8,3,-9.87753729540237,9.87753729540237
19467,graffiti,0.3,1,gr@fitI,N,3,7,3,-8.94037536788673,8.94037536788673
19468,graft,0.0,1,gr#ft,N,1,5,1,-7.270925827318617,7.270925827318617
19469,graft,0.3,1,gr#ft,V,1,5,1,-7.270925827318617,7.270925827318617
19470,grafter,0.0,2,gr#ft@R,N,2,7,2,-8.41115031649281,8.41115031649281
19471,grail,0.0,1,gr1l,N,1,4,1,-5.761968412043912,5.761968412043912
19472,grain,1.53,1,gr1n,N,1,4,1,-5.343645607106815,5.343645607106815
19473,gram,0.9,1,gr{m,N,1,4,1,-5.416638337221661,5.416638337221661
19474,grammar,1.2,1,gr{m@R,N,2,6,2,-6.161740395207163,6.161740395207163
19475,grammarian,0.0,2,gr@m8r7n,N,3,8,3,-10.513287593087421,10.513287593087421
19476,grammar school,0.0,2,gr{m@skul,N,3,9,3,-12.259510902572618,12.259510902572618
19477,grammatical,0.3,2,gr@m{tIkP,A,4,9,3,-9.751827025484817,9.751827025484817
19478,grammatically,0.0,2,gr@m{tIk@lI,ADV,5,11,5,-11.020119015246953,11.020119015246953
19479,gramophone,0.48,0,gr{m@f5n,N,3,8,3,-10.595027965303942,10.595027965303942
19480,grampus,0.0,1,gr{mp@s,N,2,7,2,-8.25489152708834,8.25489152708834
19481,gran,0.0,1,gr{n,N,1,4,1,-4.9747087917629775,4.9747087917629775
19482,granary,0.0,2,gr{n@rI,N,3,7,3,-7.486627166622819,7.486627166622819
19483,grand,1.69,1,gr{nd,A,1,5,1,-5.7120428703826285,5.7120428703826285
19484,grand,0.0,1,gr{nd,N,1,5,1,-5.7120428703826285,5.7120428703826285
19485,grandad,0.0,2,gr{nd{d,N,2,7,2,-9.10631490209427,9.10631490209427
19486,grandaunt,0.0,2,gr{nd#nt,N,2,8,2,-9.95846831715614,9.95846831715614
19487,grandchild,0.9,2,gr{nJ2ld,N,2,8,2,-11.324226422384063,11.324226422384063
19488,grand-dad,0.0,2,gr{nd{d,N,2,7,2,-9.10631490209427,9.10631490209427
19489,granddaughter,0.0,2,gr{nd$t@R,N,3,9,3,-9.666194820352569,9.666194820352569
19490,grandee,0.0,2,gr{ndi,N,2,6,2,-7.846797809407354,7.846797809407354
19491,grandeur,0.7,2,gr{n_@R,N,2,7,2,-7.562250925077107,7.562250925077107
19492,grandfather,1.4,2,gr{ndf#D@R,N,3,10,3,-12.606537486467676,12.606537486467676
19493,grandfather clock,0.0,2,gr{ndf#D@klQk,N,4,13,4,-18.291721073764446,18.291721073764446
19494,grandiloquence,0.0,2,gr{ndIl@kw@ns,N,4,13,4,-14.616229184000408,14.616229184000408
19495,grandiloquent,0.0,0,gr{ndIl@kw@nt,A,4,13,4,-14.354458830215634,14.354458830215634
19496,grandiose,0.48,0,gr{ndI5s,A,3,8,3,-9.971765329324333,9.971765329324333
19497,Grand Lama,0.0,1,gr{ndl#m@,N,3,9,3,-11.886715357011791,11.886715357011791
19498,Grand Lama,0.0,0,gr{ndl#m@,N,3,9,3,-11.886715357011791,11.886715357011791
19499,grandly,0.3,2,gr{ndlI,ADV,2,7,2,-7.602906544042939,7.602906544042939
19500,grandma,0.7,2,gr{nm#,N,2,6,2,-9.746614843362044,9.746614843362044
19501,grand mal,0.0,0,grQnm{l,N,2,7,2,-10.000053066233717,10.000053066233717
19502,grand master,0.0,2,gr{ndm#st@R,N,3,11,3,-12.135507342595677,12.135507342595677
19503,grandmother,1.28,2,gr{nmVD@R,N,3,9,3,-11.342751813304421,11.342751813304421
19504,Grand National,0.0,0,gr{nn{S@nP,N,4,10,3,-13.85623291253795,13.85623291253795
19505,grandnephew,0.0,2,gr{nnEvju,N,3,9,3,-13.481798400989732,13.481798400989732
19506,grandness,0.0,2,gr{ndnIs,N,2,8,2,-9.28659623525777,9.28659623525777
19507,grandniece,0.0,2,gr{nnis,N,2,7,2,-10.57744974908954,10.57744974908954
19508,grand opera,0.0,2,gr{ndQp@r@,N,4,10,4,-12.185136165933397,12.185136165933397
19509,grandpa,0.3,2,gr{np#,N,2,6,2,-9.819723753629367,9.819723753629367
19510,grandparent,0.9,2,gr{np8r@nt,N,3,10,3,-12.047633959875352,12.047633959875352
19511,grand piano,0.0,2,gr{ndpI{n5,N,4,10,4,-14.528783044803243,14.528783044803243
19512,Grand Prix,0.0,0,grQnpri,N,2,7,2,-9.91874322125956,9.91874322125956
19513,grand slam,0.0,2,gr{ndsl{m,N,2,9,2,-11.937199527090058,11.937199527090058
19514,grandson,0.78,2,gr{nsVn,N,2,7,2,-8.34710777823899,8.34710777823899
19515,grandstand,0.0,2,gr{ndst{nd,N,2,10,2,-11.875996855682486,11.875996855682486
19516,grand tour,0.0,2,gr{ndt9R,N,2,8,2,-12.445286661279033,12.445286661279033
19517,granduncle,0.0,2,gr{ndVNkP,N,3,9,2,-10.43328329363358,10.43328329363358
19518,grange,0.0,1,gr1n_,N,1,5,1,-7.066288783044168,7.066288783044168
19519,granite,0.78,0,gr{nIt,N,2,6,2,-6.753383042738644,6.753383042738644
19520,granny,0.85,2,gr{nI,N,2,5,2,-5.529524012376306,5.529524012376306
19521,grant,1.57,1,gr#nt,N,1,5,1,-6.53092644846456,6.53092644846456
19522,grant,1.64,1,gr#nt,V,1,5,1,-6.53092644846456,6.53092644846456
19523,granular,0.0,2,gr{njUl@R,A,3,9,3,-8.495528168207953,8.495528168207953
19524,granulate,0.0,2,gr{njUl1t,V,3,9,3,-9.291070302101652,9.291070302101652
19525,granule,0.0,0,gr{njul,N,2,7,2,-8.366016278965944,8.366016278965944
19526,grape,1.0,1,gr1p,N,1,4,1,-6.177184738598973,6.177184738598973
19527,grapefruit,0.3,2,gr1pfrut,N,2,8,2,-11.672962275039744,11.672962275039744
19528,grapeshot,0.0,2,gr1pSQt,N,2,7,2,-10.792779177054129,10.792779177054129
19529,grape-sugar,0.0,2,gr1pSUg@R,N,3,9,3,-13.111731038314241,13.111731038314241
19530,grapevine,0.0,2,gr1pv2n,N,2,7,2,-12.100086185609484,12.100086185609484
19531,graph,0.78,1,gr#f,N,1,4,1,-6.532956362043083,6.532956362043083
19532,graph,0.0,1,gr#f,V,1,4,1,-6.532956362043083,6.532956362043083
19533,graphic,0.48,2,gr{fIk,A,2,6,2,-7.822984574855981,7.822984574855981
19534,graphical,0.0,2,gr{fIkP,A,3,7,2,-8.529019022287397,8.529019022287397
19535,graphically,0.0,2,gr{fIk@lI,ADV,4,9,4,-9.797311012049535,9.797311012049535
19536,graphics,0.0,2,gr{fIks,N,2,7,2,-8.674902185354505,8.674902185354505
19537,graphite,0.0,0,gr{f2t,N,2,6,2,-7.8421343885151185,7.8421343885151185
19538,graphologist,0.0,2,gr{fQl@_Ist,N,4,11,4,-13.384790351796038,13.384790351796038
19539,graphology,0.0,0,gr{fQl@_I,N,4,9,4,-11.886447510306544,11.886447510306544
19540,graph paper,0.0,2,gr#fp1p@R,N,3,9,3,-13.46054350155577,13.46054350155577
19541,grapnel,0.0,1,gr{pnP,N,2,6,1,-9.28961842928012,9.28961842928012
19542,grapple,0.6,1,gr{pP,V,2,5,1,-6.860771713605729,6.860771713605729
19543,grapple with,0.0,2,gr{pPwID,V,3,8,2,-13.507094996010597,13.507094996010597
19544,grappling hook,0.0,2,gr{pPINhUk,N,4,10,3,-15.24591380765151,15.24591380765151
